MERCHANT_ID,MERCHANT_NAME,COUSINE_TYPE
320f486b-16dc-4778-9bcf-f607321baa70,Italiano Rosimeire,Italiano
582a364a-c8af-4fca-b0d6-48f3aa61a666,Italiano Kevin,Italiano
6e90faf3-fee3-4014-9747-685bc0756f61,Italiano Leandro,Italiano
ae815e08-9be7-43cf-b6c4-a913db557798,Hamburgeria Simão,Hamburgeria
0be58dd6-de75-4659-a98a-69bdb1ddd426,Italiano Melanie,Italiano
bd9db215-4531-4889-a6e0-ae2bee18b4bf,Hamburgeria Elaine,Hamburgeria
ffdfad4a-ce3a-4aee-a09a-92292160a7d6,Pizzaria Lina,Pizzaria
a88ab466-104f-4974-ba55-db4a42d1966c,Marmita Ivete,Marmita
c201cb2c-60d4-4258-9500-fd593368aad9,Italiano Saulo,Italiano
155cd60e-368b-4d72-a563-a3206d2eb641,Hamburgeria Jonathas,Hamburgeria
e733b1ee-0aec-412d-b01b-335c4ad066c6,Japones Cíntia,Japones
ceb44bcf-e768-4415-8ffb-2ea9e933afcd,Italiano Ricardo,Italiano
316b3d7d-2d77-4eac-8350-7af00758cac3,Italiano Tainá,Italiano
819e8e3b-f819-4e18-a6c0-3ef51a4edb23,Marmita Júlia,Marmita
dee4e8b3-b321-4baa-ab6e-c9bdf8aa8798,Marmita Xerxes,Marmita
14fc96b0-3511-4068-a068-25fa56c9aeae,Marmita Eleriane,Marmita
58205b2d-5cb8-48d6-b362-d4ae9598fc85,Hamburgeria Otávio,Hamburgeria
0f183aad-f522-48d1-ba91-f1b4bf91d9a2,Italiano Júlia,Italiano
dc9cbeb2-5bde-41df-b071-51b955c0ca71,Pizzaria Lino,Pizzaria
29a5160e-04d3-4e84-9f11-5fa14afda8bb,Italiano Bernadete,Italiano
029830d1-863f-40f2-9529-180c50e252bd,Marmita Ângela,Marmita
97c2350c-c753-45c8-9d43-aa77518d1483,Japones Lina,Japones
c953c084-36b1-4ee5-8cee-f539ea526d5d,Japones Abigail,Japones
880b3de5-18ff-4caf-9c53-e6eab2b06bc5,Marmita Celso,Marmita
0b5f29a4-8fbb-44e5-bcea-fecabb83726c,Hamburgeria Mônica,Hamburgeria
d17fff8b-8c35-4c92-928c-d4e937e18217,Pizzaria Kátia,Pizzaria
c5438592-6a6c-41ad-af0f-3cac40a7288d,Japones Domingos,Japones
e1262930-d442-4937-a07b-63f37fa8b383,Italiano Camilo,Italiano
4fd017a8-422d-4afb-bfe8-5e4289deabb0,Italiano Félix,Italiano
b5a52b93-57ef-4824-996b-c8cd91b2d092,Japones Sara,Japones
2df553c4-1244-4795-8aa0-688194e88de5,Pizzaria Carolina,Pizzaria
4499335a-5ec2-49c0-be26-effe61472843,Marmita Ramon,Marmita
fb04f726-5090-4844-be61-f901bbe00eb5,Japones Félix,Japones
d4657656-ed46-41d2-b2fc-f55b503c72fe,Pizzaria Nayara,Pizzaria
38da561f-7c0a-4a3e-8b3e-b25c555aa6d1,Marmita Érica,Marmita
ec532c48-e1f6-4648-9b3d-042e989b919a,Marmita Baltazar,Marmita
64448f30-02ca-41dd-81dd-90fdbd541bba,Japones Quitéria,Japones
c5e1d5a1-96cf-457a-890f-5fe4b7beb9eb,Hamburgeria Áureo,Hamburgeria
1232fcbd-5afd-473d-921f-b68e43b39eb1,Italiano Quirino,Italiano
c41ea2c7-9362-4d0d-b8af-36bbf61bc16e,Japones Cristiano,Japones
60d0678e-1ee4-4c33-91c6-5e2acbf6e81a,Japones Vânia,Japones
1e087a7d-5129-4cc4-8531-37ecae7cf6ba,Japones Hilda,Japones
0eda3772-8eb5-4c6d-8038-f7969ed45b65,Pizzaria Jesus,Pizzaria
6a570c03-7ca2-410c-b8dc-5ff44b0a941b,Pizzaria Cármen,Pizzaria
69891cb9-0fd2-4a6a-ad60-c4140c6ef52b,Marmita Jonathan,Marmita
800a7dbf-5d7b-4454-a04b-c175a79d0682,Italiano Amarildo,Italiano
c085cfea-9afa-4a82-b366-53e954afdabe,Marmita Vitória,Marmita
80914317-685f-42e7-9876-08a71a818ed2,Hamburgeria Lana,Hamburgeria
e1d09d39-61db-476d-9d6b-4cc526bc05f3,Italiano Soraya,Italiano
8ddad2ae-708e-4f3f-8855-28c5db113398,Hamburgeria Murilo,Hamburgeria
4b5c893f-68b6-41eb-a6ce-601680a9d011,Marmita Regina,Marmita
f57218ac-6fa7-4701-a7c7-765783109734,Hamburgeria Fernanda,Hamburgeria
44c948f4-64c9-4b40-8146-8cd1c7e33c27,Hamburgeria Avelino,Hamburgeria
2f914848-a01c-4ce4-99a1-44b203e4119f,Hamburgeria Ana,Hamburgeria
d2e73c5a-082f-4cf2-91f9-dc05379054a9,Marmita Isac,Marmita
ab6b5652-137f-408b-92d9-0e7eac062110,Japones Elias,Japones
def9ef04-5911-4a6e-af98-124a393b6278,Japones Karina,Japones
38bbed7f-4d1c-46c6-ad11-8903de609bc8,Japones Roger,Japones
37dbb726-cddd-441e-bafc-5248e3dc61ef,Hamburgeria Patrick,Hamburgeria
41a1d1de-01a5-4d72-a11d-85b9e395b6d1,Hamburgeria Andréia,Hamburgeria
9716cc4e-1d1e-4959-93f4-d6ba735a000e,Marmita João,Marmita
40821bdf-2430-41d0-a6e1-d35125a6cefa,Marmita David,Marmita
0cf9621d-f3de-4f6d-87a4-9df2e3c04da1,Hamburgeria Rodolfo,Hamburgeria
7f506e97-9726-427e-b3d6-4087bf66c7fe,Hamburgeria Celina,Hamburgeria
5de4d3ba-c7dd-4d7a-bbee-7c057208a0d5,Italiano Elói,Italiano
f5e70d5b-729c-4fa0-8a42-9626f37eea68,Japones Zara,Japones
53cb969f-e3ae-4d95-b0ab-e1f77622752d,Hamburgeria Ederson,Hamburgeria
4e65334f-5572-4624-8399-c432eb9ff112,Marmita Roseli,Marmita
41580e25-ca24-4e1e-b425-6e18d9e1c8e2,Hamburgeria Hellen,Hamburgeria
e70c4faa-0970-4bc7-b309-ecd8ea0b7402,Marmita Tábata,Marmita
c9b1f767-154a-42dd-8b46-20ebaf3a2ef5,Pizzaria Raíssa,Pizzaria
d9510598-0485-4b62-94fd-ed62d75a4c5a,Italiano Milton,Italiano
0e0ed186-6e82-4c89-b617-39322147561f,Hamburgeria Vívian,Hamburgeria
79dc0e6f-d2c0-4bf3-8457-daa0e407f45b,Hamburgeria Gabrielle,Hamburgeria
d98bed9b-c164-4345-9cb3-eef46d77a5b9,Pizzaria Fred,Pizzaria
8b339b90-ae25-4ba5-bce3-2f480e7d78f6,Hamburgeria Suellen,Hamburgeria
d19286eb-f51a-4149-86d8-aa02cdf815fe,Hamburgeria João,Hamburgeria
8c16db57-60ac-45f7-af39-393726f48076,Japones Giovanni,Japones
86ec1c20-3a39-4126-9807-931e4446f236,Marmita Olímpia,Marmita
00f34298-9109-4c39-9bc4-7abd93e5e0a7,Pizzaria Cristiane,Pizzaria
6eaa6165-bd44-4bc6-9392-8df7a403de2d,Pizzaria Eric,Pizzaria
55dc92e8-3462-479c-9a68-135e0d935af2,Italiano Nádia,Italiano
5f3c1261-409a-4966-bdff-fa43f3469ae3,Japones Wally,Japones
ff9645c1-7775-4eca-9ba1-fb9104e8d72b,Italiano Samila,Italiano
796959b6-7d8d-4910-bf3e-bc90647d5df6,Marmita Fred,Marmita
52dcdb0f-13b4-4a61-8dd8-09208ce7afa2,Italiano Tainara,Italiano
0a56053e-2815-4884-af66-7beef371812b,Japones Vanda,Japones
6c15a8b3-f4ba-46f7-873f-184aea14abc7,Italiano Rosimeire,Italiano
8b972147-8250-4514-845a-f58aec1747fe,Japones Luzia,Japones
0f5c1d0b-4dc7-4edd-9c7d-98e6b3a4cb46,Italiano Roberval,Italiano
70f8501c-c39e-4512-ba8e-dabb6e1a4395,Hamburgeria Raí,Hamburgeria
a83a4372-6950-40af-96dd-e68e1fbc1ec1,Pizzaria Estevão,Pizzaria
d9651bbc-af16-46fb-9881-87391a723b8d,Hamburgeria Isac,Hamburgeria
21d86dba-e9d7-490c-9f5f-4ff3dbc5f164,Hamburgeria Cícera,Hamburgeria
eec607c1-3dfc-496d-8cc9-1fc1211033eb,Italiano Vinícius,Italiano
ea9a4c03-4444-4170-afeb-f79fce74b5dd,Italiano Lino,Italiano
9e93186f-ae48-46ea-8cdb-f1a51181cc25,Pizzaria Cleberson,Pizzaria
771c42b1-9839-451f-9a55-1b69594e9f40,Italiano Aloísio,Italiano
157cd122-95fd-4a89-b24f-848d592f20f2,Japones Ademar,Japones
1ccb4dc0-f9ab-49fe-bf3f-9037af5fed43,Italiano Clara,Italiano
fb222fa4-d217-49c5-8940-24c1096bf150,Marmita Bento,Marmita
2ecd5e38-e5b0-48cf-9480-b531163f2caa,Japones Roberto,Japones
5549a6b9-46d6-46c3-a6b3-cd2cd9d45674,Japones Nair,Japones
d7acf90f-c2bf-4347-a267-494428b65b48,Pizzaria Sandra,Pizzaria
2ade123c-d6a1-40da-866d-544568bccddc,Italiano Jason,Italiano
57d5e016-b81e-462a-93fb-222128a57085,Hamburgeria Táles,Hamburgeria
fd2af02a-27f3-4ef6-b9d5-0c53f23e7c7d,Italiano Eliomar,Italiano
39e757dc-06e5-4496-bb1d-bcb01f3d4f71,Hamburgeria César,Hamburgeria
b77b96a9-e0c2-4fb9-83d1-142c3d0f91e6,Marmita Nilo,Marmita
8b860c3d-2095-4456-88ce-2f585bd3451f,Hamburgeria Osvaldo,Hamburgeria
17f1267c-7ea5-40d5-b752-f5d546ed2483,Japones Maria,Japones
13f3cb63-49f8-4578-b7a2-78471d731119,Hamburgeria Luke,Hamburgeria
a7316260-c465-4c01-b77e-b150a9055e97,Hamburgeria Itamara,Hamburgeria
c1e27d53-6721-4de9-b559-c342c8e4ad43,Italiano Batista,Italiano
0f9c9d32-de32-42f4-b621-f97e5f60abf2,Italiano Hércules,Italiano
119abc91-0c80-4720-80f6-98689a133edd,Italiano Fabiana,Italiano
0bcd6786-4ed4-4565-a3a2-8611c8dde986,Marmita Ramon,Marmita
e5b3b9b3-9c31-4698-912b-5e9fc1754538,Pizzaria Kiara,Pizzaria
c8ada1c5-42ad-43ef-ac1a-236ffade0f7b,Pizzaria Aline,Pizzaria
b0b9601e-11bb-4ace-a53c-3841aa662d6f,Hamburgeria Fábio,Hamburgeria
fb249e9f-0cc8-4c23-b618-3cfe8a67a244,Pizzaria Nathan,Pizzaria
be904ff6-ee8d-4dbe-887f-bdca4994a237,Marmita Murilo,Marmita
15ccb8c8-adbb-4848-9617-759e490519e9,Italiano Olímpia,Italiano
6b816200-125e-4159-8b1a-3835624fbae8,Marmita Emanoel,Marmita
70702600-19b7-4e66-8017-d1e0475bc2ec,Japones Catarina,Japones
bd97bc6f-4c8c-4bdf-9c45-3e7827f9eda0,Japones Cirilo,Japones
5e447655-120e-402d-9eec-5a6c19fd2fb0,Pizzaria Isac,Pizzaria
73699790-5bcb-4832-9dbe-83cf602d19e1,Pizzaria Roger,Pizzaria
9c8647ec-d1c8-4762-ad60-f6c2f6006472,Italiano Xavier,Italiano
c8d66e1f-ba2a-42f1-ba74-97ce011d3222,Italiano Amélia,Italiano
817eba7a-bde7-4336-9f6b-662276929859,Hamburgeria Jaqueline,Hamburgeria
a5a734a0-2042-44ab-976c-f6ec14bea4b4,Italiano Michele,Italiano
14647688-8b2f-429b-a8a4-4a1999706b9e,Pizzaria Jonathan,Pizzaria
95adce4b-7dab-4bf2-84ff-d7cfe056d870,Italiano Paulo,Italiano
40e95c8e-cf7c-40b6-8f11-ecec4b5c1b8d,Marmita Luigi,Marmita
55199d72-a04e-4c16-9ea1-43d39f567e9d,Pizzaria Cícero,Pizzaria
ac176b38-7022-464d-b8a7-076c1dcdff7e,Japones Ramon,Japones
c602a1bd-6788-40a1-abde-a08d15692171,Hamburgeria Bianca,Hamburgeria
f25ee3c2-d11a-46ed-8b30-9432fb787f9e,Japones Lena,Japones
d4f69cb3-2bf6-4608-98aa-20d3b1e28e7c,Japones Sônia,Japones
0892bd5e-0ea6-442c-8fcb-6610649c0b56,Pizzaria Helder,Pizzaria
b2c82de4-2d9d-44d9-8357-07080e272354,Marmita Hércules,Marmita
043e5bf7-09a4-40b0-938a-53ab97fa5343,Marmita Yolanda,Marmita
70d6db02-4135-4cff-88bc-3f156292647f,Italiano Ronaldo,Italiano
1a7224a4-292c-49b4-8929-7bb67b5eebcb,Japones Suzana,Japones
2692c5a4-2c8c-4e05-80de-f0da9d57518c,Pizzaria Marcela,Pizzaria
5c23a6fb-bf9f-44b4-ad06-83f3a8623abb,Hamburgeria Jairo,Hamburgeria
1dd2cc13-372a-431c-a3b5-9dbe59d249ea,Pizzaria Jack,Pizzaria
3cbd1f57-0874-4281-8dd4-341424250791,Pizzaria Ezequiel,Pizzaria
07efc4a1-8bed-490e-9ce5-cccaec927601,Japones Suzy,Japones
8c8733bf-dcb3-4d5d-878c-ec966bcc1582,Pizzaria Augusto,Pizzaria
450ec863-4d06-427b-a892-644668e61e6f,Marmita Leni,Marmita
44128239-7dd3-450f-bac7-3211b457e372,Japones Juliano,Japones
9524c594-b95b-4a43-8fbd-fb2fd64a37f5,Hamburgeria Rodolfo,Hamburgeria
d12d3ac6-4922-45ae-a3f7-e8fef72ee087,Japones Romildo,Japones
b530a6a4-60d6-4165-9120-f9035ef58a73,Marmita Eleonora,Marmita
a0bf9e08-3e39-4b5a-8413-d1d474a9122a,Hamburgeria Ana,Hamburgeria
ea82964c-4ea7-4cc0-b691-6033811a1951,Japones Paula,Japones
ed222635-0943-47ef-9099-ed4252e07d3a,Japones Sônia,Japones
62e38021-3912-4a8b-be3b-4559e9a2efaa,Marmita Arnaldo,Marmita
cd688c4a-2e52-49ce-9c67-c22301091cfd,Pizzaria Graziele,Pizzaria
645e1068-b226-4705-a42d-bacb6ea9d644,Japones Leonara,Japones
36444cce-b8f5-4c0f-b1aa-863f23c208d7,Marmita Domingos,Marmita
fa8a7a8e-654f-44df-a3bd-678eeafe2f1e,Hamburgeria Nelson,Hamburgeria
42e66ae0-d482-49f2-b4e3-753834a4cefa,Hamburgeria Frederico,Hamburgeria
463daccc-7d60-450b-8d7e-9ffbac7c9770,Marmita Christie,Marmita
8004c117-1187-4204-8e40-4eb6c4204c51,Japones Mike,Japones
4363509d-8856-4230-a8f0-e0e9e00b3ee6,Italiano Maria,Italiano
bc306be7-26a3-40d2-ab3c-5e5d0ba1b948,Marmita Daniela,Marmita
7bab02b9-405e-4129-afd8-f72c5306056b,Japones Rodrigo,Japones
e22fa3c1-3ebf-400f-af87-5c18f9a35b02,Japones Hellen,Japones
a070de10-4cf9-4098-9d0e-51dd0c170a1e,Japones Léia,Japones
cd98b76a-3633-4987-bf7c-d6812817bfe9,Marmita Jardel,Marmita
4d313bbe-74eb-4693-97f1-4e3878bf6156,Marmita Murilo,Marmita
f244a3d4-8741-4f61-ab1a-1a1657f9e3aa,Hamburgeria Luzimara,Hamburgeria
ec78d635-0d26-492a-a563-1606812c4c99,Marmita Milton,Marmita
ae655c4f-81e8-4e9b-b5a9-661ee07c6597,Marmita Jonathan,Marmita
da595a55-f7a3-4e98-83be-71d107619539,Pizzaria Max,Pizzaria
c939e6bc-378c-4d95-acaf-099ab2815f77,Marmita Valdirene,Marmita
6d95865e-8678-4d88-80b0-531f36c2586c,Japones Marta,Japones
237ea37b-4c64-49a6-ae02-211739dacc95,Italiano Nathan,Italiano
9d93a29d-c4cc-4113-a0c2-1746e322baa6,Italiano Valter,Italiano
da457251-685c-42b9-9593-c63a56143db8,Hamburgeria Ivan,Hamburgeria
f42eb966-157a-4cae-8e75-3499b74f98c9,Italiano Breno,Italiano
73f5902a-61cf-4944-8be6-1141fb5afc98,Pizzaria Cláudia,Pizzaria
ab223c85-8fc3-46a9-a13e-f7165086ef90,Marmita Neila,Marmita
d9e5ff1c-af08-437b-b51e-da26f281a6ab,Italiano Xavier,Italiano
d869fe4d-0653-4a25-8781-110c90b298e1,Pizzaria Melanie,Pizzaria
3ebe36ab-1fc5-4dd6-827e-60e0a1a837a6,Japones Quênia,Japones
18c4d5de-91f8-4ec6-ac1a-909fb2a51349,Marmita Bruna,Marmita
348b6046-0b01-495e-ae6a-13a9f4abbc18,Japones Kátia,Japones
7731ddc8-8315-40e0-b3ae-cca18dac669c,Marmita Flávio,Marmita
99bef4c9-9a57-46d4-9dc9-a5570c884866,Marmita Igor,Marmita
5eb283a0-0b75-42a1-b8ab-ce453bd5a203,Hamburgeria Jonathas,Hamburgeria
f1c28715-fccd-4394-8be6-002339d3a291,Hamburgeria Raiane,Hamburgeria
8e1bf3ce-4ac5-4490-abb4-1baca7707d39,Hamburgeria Lino,Hamburgeria
b65527cb-2f36-4369-8841-b9a3c7d7d878,Hamburgeria Juliano,Hamburgeria
1298c1dc-5ca5-4395-9eb7-54279c150406,Japones Raiane,Japones
e8ddd2d2-d3a4-49d9-8fc5-6eff46f822fd,Italiano Luís,Italiano
51e997c5-7262-4eb1-8866-c13b49c69e57,Japones Zuleide,Japones
0831a92a-6681-4078-a004-c86912728372,Marmita Giovanni,Marmita
a1125074-5c12-4525-a109-c60b2748fdfa,Pizzaria Anderson,Pizzaria
c75ed13e-aaa4-4d9c-99c5-0bbde7d8e314,Marmita Jair,Marmita
fa2f264f-b474-4982-af63-0d649876d87c,Italiano Tábata,Italiano
8be9b8df-7343-43a8-86bd-90322beaeb68,Pizzaria Tatiane,Pizzaria
4cab918f-1bea-4c36-a15a-c8c25ed4caf5,Marmita Luke,Marmita
1ffd7857-2a28-494a-8a0a-1a9ba36eee50,Italiano Sandro,Italiano
9d47da74-549c-46b3-8438-d1356f74f423,Hamburgeria Fábio,Hamburgeria
a9db79cc-e459-469f-b8d1-a242b53dc5e5,Hamburgeria Raquel,Hamburgeria
b9f642d2-2a45-49db-b074-d87d599e4a17,Italiano Patrick,Italiano
e151e819-02d6-4637-a644-6ce46e379ff2,Hamburgeria Eloá,Hamburgeria
4d6c10cf-f878-42af-8947-633d9179d8b6,Italiano Murilo,Italiano
d94ee802-ee96-4b7d-a227-ba12febf056a,Hamburgeria Carlos,Hamburgeria
dd5afa36-ef30-46fe-8472-5b59645f0dc6,Marmita Eliomar,Marmita
3f04f6ca-f451-4f62-836e-21949a69f2e1,Pizzaria Eugênio,Pizzaria
53f0f51b-939e-4c1f-9e18-8edc6ee2dbf5,Hamburgeria Marilúcia,Hamburgeria
4b1e1f5e-c53f-4d37-9431-1e5b9e82553e,Pizzaria Jorge,Pizzaria
b8081815-72fe-4450-bc3b-339970e62768,Japones Karina,Japones
96e2aa87-b728-49cb-b294-61e2dcfece8d,Pizzaria Quirino,Pizzaria
c1d11678-0fa3-4cd3-9c51-faf04cfbf850,Pizzaria Hugo,Pizzaria
0df3bea6-7712-4a60-9578-4b2c4e19dca2,Pizzaria Margarete,Pizzaria
e58eadcb-7b89-46b1-a5c4-ae5ee3cd03a9,Italiano Jean,Italiano
659a09ad-c117-44a3-b922-c9375d201601,Pizzaria Moacyr,Pizzaria
37c771a3-f7ac-43f1-8104-58c90cc0c68c,Japones Josiane,Japones
c444b094-323e-4d7c-b29a-1f9791bfb64b,Marmita Isaías,Marmita
c8c49404-9a52-4632-909c-276cba29a89c,Marmita Lili,Marmita
36a2c567-f7d3-4e02-94f7-05e70f3b6648,Hamburgeria Nádia,Hamburgeria
59852dc3-3f72-4b8b-a552-519046aae4ce,Pizzaria Quitéria,Pizzaria
f1497cb9-cd30-414e-8595-74c652d7bb96,Marmita Estevão,Marmita
df72afe2-a475-4fbe-9e4d-e398928215ad,Italiano João,Italiano
5cef76f8-9fb3-43dc-9048-2cc0a5896060,Pizzaria Bartolomeu,Pizzaria
84f3916d-c4a5-4301-8c1d-86011b572199,Pizzaria Jorge,Pizzaria
b7396d88-144c-4484-b2c8-902d71f62883,Japones Celina,Japones
3fd83dee-3c1e-4d14-808a-af5bf639586b,Japones Rebeca,Japones
20a730f4-27e6-4a69-87f6-d34f3ce857eb,Marmita Nayara,Marmita
59040263-cf8e-4a2d-b802-2cf7f8c40149,Italiano Charles,Italiano
f1a9b534-ebcc-46ea-ac67-c9687c537c6c,Italiano Luigi,Italiano
e6da8523-5439-4b75-8231-2f36b85a85d5,Hamburgeria Henrique,Hamburgeria
22e8c859-5b3f-4422-b367-b6f6bfc3f0e8,Hamburgeria Roberto,Hamburgeria
d5f071f4-9b82-4051-b509-f9cd6ce48048,Marmita Kauê,Marmita
51ede1e2-887e-4a5c-a6de-f866571ae65c,Hamburgeria Érica,Hamburgeria
2624dbe7-20d9-41b8-8767-d0d76b95aeca,Pizzaria Décio,Pizzaria
be73d654-97bd-4511-b728-ba69ee07ac82,Italiano Rivaldo,Italiano
1efcd468-3a87-4eeb-9ab0-8b021bbc51e3,Marmita Teresa,Marmita
badbccd6-3381-4336-8ef8-631777ac637d,Italiano Benedito,Italiano
1722f45c-8e81-41bf-a953-222665ccda93,Pizzaria Itamara,Pizzaria
5d477545-3ea1-4d5e-9772-afbd0542650d,Marmita Anna,Marmita
fa7b0922-a9d6-456d-8e34-b39f0853ea54,Marmita Táles,Marmita
e795de54-c6ec-4b5f-a35b-9a370425876c,Pizzaria Leo,Pizzaria
a8616181-f8ad-4574-930d-a2639de74439,Marmita Selena,Marmita
a85500f6-9a79-48d0-9a37-a853a4a9bf73,Hamburgeria Raul,Hamburgeria
72011565-04cc-4152-beb0-b8904c6e330b,Pizzaria Valter,Pizzaria
8766e371-b30f-4cb7-afe3-b03dfd54c63c,Italiano Hellen,Italiano
d75048a1-d13b-4dc9-8725-6e8abca38e0a,Italiano Otaviano,Italiano
112cfdfc-31e7-46c0-aadb-ef3934346229,Hamburgeria Fabíola,Hamburgeria
60c5626c-e154-42f6-af58-ea5bc77201ad,Italiano Milene,Italiano
0b348c30-d1a9-4236-87e4-2c9972a8ca97,Marmita João,Marmita
224a7821-7229-45ec-a12d-4634c4541929,Italiano Xavier,Italiano
18447e6a-c8b2-40fc-ab72-aef08b08c0cd,Japones Marco,Japones
11196202-e000-47dc-a0d5-7109423f3411,Italiano Vívian,Italiano
24341c6d-81e7-4eea-ab71-f96e66c07710,Pizzaria Juliano,Pizzaria
5a4ced32-184a-4704-b4f9-5756296f3f43,Hamburgeria Jeniffer,Hamburgeria
c6129daf-66a3-4a00-b284-49b26f4b6da8,Italiano Eric,Italiano
cbd7f709-0a3e-4d73-a0dd-00653215f470,Hamburgeria Anderson,Hamburgeria
39e36fcd-3130-4192-bcdf-d72a99f7382e,Hamburgeria Marcielle,Hamburgeria
300d239c-420f-415f-81a8-e08383157e2c,Italiano Álvaro,Italiano
9450d53d-d46f-4d50-bc11-5eb7a798fb6d,Italiano Sílvio,Italiano
6e76d0ce-2feb-4c7e-8b95-641f8673258c,Japones Josilda,Japones
b8f4d8b1-d771-48a0-bf6f-9d144e7c642f,Marmita Ana,Marmita
2e35da31-1377-4271-a2e3-0e2258b507eb,Marmita Jandira,Marmita
288e213e-20e8-4a7c-aa6f-98255b7f155d,Marmita Danielle,Marmita
