CART_ID,SESSION_ID,CLOSED_CART,HAS_ORDER
b7995783-2748-44d1-a0d2-074299ec6a71,329b6eff-31f8-4cf1-a114-fe086a0fe4e8,0,0
c5ed54fc-a238-40fb-9b6d-a076d18f7e43,b8f055fd-13a2-40fb-8f73-64be6145b5c2,1,1
9da7b5d3-d87d-4580-94e8-318754d95ef6,c8b53a93-6830-4db9-8e01-3e4ffa2ac740,1,1
c39e9750-243a-4422-bf8a-ca3e0d724e2c,a97ad5f6-807e-4536-b357-aec4d79fcbb9,1,1
0d86e106-2112-4509-939c-8f428e65a26f,3e320927-1098-42be-ae43-0b0fd17cca74,0,0
b447a5c0-92f7-4441-9afa-adcdaea6e90e,7610c5a3-72e1-46c6-a0c8-82e404a945e4,0,0
068cc1c4-72ad-4abb-92e2-44e1a75b2c86,74b379d6-d8b2-4d41-9060-e32c1dde56d8,1,1
dd9bdf31-9752-4473-a344-34f1c4518f27,3ecc015e-4af2-4445-8a35-171127288cbf,1,1
d496af31-d514-4fa9-83bc-09ddc0fe5fa7,a7da76cd-cc59-4594-b9e9-0720297ea9e5,1,1
d62337da-38f1-4616-b601-ed79acdaeaf5,cb9b829f-8c95-4b30-9413-3fb4ce8889b4,1,1
59205be3-a9fc-4843-af95-9e3bdda2983d,3632b3c8-bac8-48ce-89d8-5af0a9690717,1,1
8d99298f-26b8-4ed8-9f4b-f5b8951f269f,7376c565-0c3d-41a2-93df-a1b3e683c2e7,0,0
308b96d8-7be2-464f-b2ee-8939726f3c27,8a05a282-b456-49e2-ae43-48d48a58b986,0,0
0ab27a14-b961-4b9b-8055-ffa1dc9d3d6a,89da8e89-1217-4e61-9bfa-53ab8e34fb5b,0,0
84d8e3b3-94d6-414c-b535-e1c6056c6338,d339f48e-1c84-42f7-a347-a337c70c6ebf,0,0
e07f274e-7e17-4ff3-a68b-362bdb677d04,93045d9b-4905-426c-8ded-ee273a456f0d,0,0
25ebe6d9-a85d-4d78-957f-7618f320e623,e83a1d3c-bf2d-4c20-8991-71c54e37bdd3,0,0
b6da6cdc-1524-4f38-b373-221e7e21739a,6c1b4099-7f6d-49e1-ab3e-cd809ef5d528,1,1
65b3fdb2-2b58-4058-85e6-3c3122afa05e,44cd6cb9-c417-4d43-a41b-798c2ba688bd,0,0
3d400ca5-10a4-4f7e-a2b7-13aa6bab29d1,742864bc-f6fb-4b7f-aae6-999290d150ff,1,1
f3ebfc4f-de15-4fc8-8d67-fcbfa2f94965,556ded7d-67db-4d9a-bb83-9012ca75d367,1,1
f49cc707-a133-49e3-88af-397e2bdc0b71,ea01338a-557b-4531-b4a9-a0e6b7d707a7,1,1
c5329250-69c5-4e6e-89da-7702e4458c6b,270cd3d2-d71a-4b48-975e-6dc0c715ea57,1,1
7fbd1d95-8e11-4145-9c86-d0045a7cb1cd,0ed52a39-4693-41a6-bc53-3ef0dcb21178,1,0
af32ca75-264e-4e11-8caf-1314c4fb039a,6d5266ea-b84b-4373-b4d4-9ee55dbde7e0,0,0
d691ae14-5764-46fd-b6ab-0b933a78732f,f61c6c57-0a6d-4511-9236-aa17faadfe59,0,0
9d2331ca-a6b1-4d7e-955a-2138ee899e0f,250fd18a-83ff-45f3-963f-26ec903e8b44,0,0
29604646-51e6-4b8b-8c4b-86c02ea367f4,1dff1603-84eb-4d90-9c85-4a43fa05a141,1,1
e6e2dcac-a907-4820-b8e7-df65b869ccaf,10a1c3d7-dcf9-4af6-9b2f-5ce252d0fdd5,1,1
bbe4c7b2-a92d-4798-804a-b36d8c8dd1dc,a30b4cce-834e-41a4-b9a7-83ba8ae3fdd9,0,0
49813da3-c11f-4295-95b8-d5aa55581ece,4b3b788c-940a-499e-a3d3-164bb591d45d,0,0
21c341d2-ea80-4430-9a56-a70159e32833,0345a70b-6db3-49c5-a20f-cb7987b94905,1,1
f03adecc-a492-4705-a7b4-9a5bae3dfb78,3c7c399b-0aec-4987-a919-e764d107322b,1,1
c2d1c594-56c3-4cd0-923e-e08ee3c742cf,e7d0d297-9cf5-409b-a391-c87a262cd949,0,0
f3efba99-8764-46a8-b914-dbffbeeadb49,d3874b64-5808-4ee8-8e38-39b1779b66e3,1,1
44b31e95-2d08-4c25-a9eb-2253cf71fc81,0857f717-96d6-4e50-b97b-7c94de8bd631,0,0
653d8879-73b6-43fb-b7d0-4d2b6831729d,0e7b5eb0-cf02-428a-b490-c95e73d9f3a4,0,0
e7da0235-fd86-4454-a70c-aafdcf3b329c,149e6a80-b087-41d9-8b00-50881fd4e4f5,0,0
69ed0918-9316-4220-ab0b-9945f038b156,bfac570a-be9b-4c01-8174-d48a970ace85,1,1
fe34ff4c-8334-4ef3-84f8-bbc12a8d1d41,3299d993-4f81-4e6f-b65d-2bd9ab1580d7,1,1
6807f6c0-05e2-457f-ad73-f332bc93199f,05565ac1-5162-488c-ac56-6a14f7b71782,0,0
124efcdf-106d-4e8b-9ca0-d6e1f67491b8,e8b740c1-fa8e-4234-b8a4-04434a2b7582,1,1
1e81d565-1092-4643-baaa-d6a7fc3cc50a,3a7b26f2-2a85-463e-a911-801e33f7a08a,1,0
13f6f489-2936-4c9c-862e-45dbb273e861,30786d0d-d23f-4d09-a6c3-c76acac59102,1,0
c7218914-9267-4ce2-80ce-cb9c16ef86e7,12734dbd-3792-48c5-863b-62a973b4d169,0,0
c36dd20c-b9f0-4b8d-a3ea-53b07684e332,9e8651c4-4fc3-4c85-8422-d53871ffc655,1,0
e1fb183e-f4ba-445e-8997-5e277a8daad1,0200df8a-77a3-46ca-bb37-f00d0c32b366,1,1
b0acc405-9274-4942-8e73-ea7a930992c5,a2123196-3059-4d9b-8eb2-6d91e947d07a,0,0
468bac8d-85e8-44aa-9450-302d54cf1d2b,0bc92576-0c96-4a0b-83d8-5ad8612e602f,1,1
bd9e7be9-ae61-4a79-8fea-0560c3c088a9,e63b8f90-6a7b-43cf-a132-2a198b547d86,1,1
3d9d692a-5d19-4a3f-aa2f-3193f091ab08,df3ac34b-a75b-439a-a642-e782ff4f753a,1,0
7b686d13-3a0c-48f2-928c-10251aa97bc9,a96c3948-e684-4488-8d01-bda00607cad7,0,0
573739e3-6868-4d8d-8043-e096dd599662,7c717542-8909-4cb2-8e5e-31dc490bafba,0,0
171a25fd-2eda-4751-8447-c5e8cdc06bdf,95fb7304-98b7-4e55-a255-ff0ab1af1d5a,1,1
19cf2d42-6d34-473b-9411-d16e4e3cf8d3,77c8c818-ff57-45c5-869a-4444ccb83634,1,1
80cb4903-8a0d-437a-943c-815504172f57,2939c8c6-def2-434d-8958-be63a35bcd28,0,0
e3f50630-642a-476a-aa72-45c33f3b2ee2,94dc2090-9785-48ab-a27c-edb5ebe1cdac,1,1
9f685106-d25a-4c78-a9bc-bb9f08033c44,7ea7a6e6-7ce7-4f2d-bb84-3d56ed16464e,1,1
7e2aaa11-83ba-4a35-ae3d-8d9a26ca612d,f456a467-0e8d-4987-8f3c-54257b9342df,1,1
2750dd11-f15b-4d2e-9228-7574d69e9ae1,37ec20a1-534b-489d-b5e9-17933a605ced,1,1
569d4187-7de8-4ae8-a4f2-4d92227afdb7,3f899ee3-0b91-4d4f-ab20-e395af7140b0,0,0
016b45f7-bf03-4840-a1a0-d80666848ee7,f51ed2bd-94c3-42fa-b5c1-9447d8b5abff,1,1
c2700b09-cb30-4b9b-99c0-421aaa1e3935,956733e9-1a3e-4bab-9dbd-a5b39f69217e,0,0
94ba9bea-cc7a-43b3-8403-3e882fb056b8,9fc9adc9-0d55-4f3b-8a91-664c02a80fad,1,1
a08d17c2-8bee-425c-aa8f-31c009d23590,23d6e98d-a0db-4b66-8fa9-0fe3586343a0,0,0
4e7cf77e-463a-4d2d-99f1-4bfa9332f881,6b902aa2-00cd-4263-830b-5899b2858386,1,1
6b9db72a-f942-455b-a36f-7efb2723475e,b926c511-c105-458f-ac5b-718ba473cf07,0,0
2f5cb635-369f-49c8-8644-cd376faf48ae,0dbc353e-b207-4db0-996c-f9d9de1573f0,1,1
a3e98315-5783-4581-9f7f-f2a8bea82b79,104f75b8-59b6-42b4-81c3-16ee34ff12d3,1,1
8924d7e1-5c6b-4afb-87dc-b0b6ae972064,b2ddf64a-bf28-4eb4-9352-7a4681361a32,1,1
86cad03a-737d-421f-8403-3977b2a79820,74099a90-ec3a-4fc0-91c7-06259be77e33,1,1
cd4eb25f-3645-431f-8d1d-62c4af4db50d,ba0a1fa3-d4bc-432d-9433-a34ea20bc784,1,1
a9c463c7-e5ba-454a-a1b5-46a0ee336d5f,830dda78-a975-4324-97a4-48d1ea39d8f5,1,1
655f7290-a47b-4c67-921e-d3daad64dbd0,3cd755f5-78b6-4be9-9718-2a6328d2143d,1,1
42fa2772-5452-4ee7-a91e-243f475a9ff5,b4c29cf1-5091-4b53-9aef-62339fd96b59,1,1
473bd86a-5253-4b0e-90f2-b8ae754a6dd1,e72d7c69-47bd-4d5a-a6e3-d6a65cf34a56,1,1
e4d5768c-4f27-4410-8ee7-756adb944eb8,d47b2725-721e-49f7-bc99-e980d7ab3ee7,1,1
f2f36632-475d-4d45-af8c-3411af43fb42,8cfc08f8-db69-416a-b068-0a1df29febd9,0,0
e22eab9c-d36e-40ac-a4ca-ba23cf7da5d8,c9e8f701-f06f-409a-a6d7-ed93529db229,0,0
a2983a01-b1cf-4362-ac09-244901c042b3,7719ada7-33db-4895-8231-71f5e6a0ef45,1,1
49431f71-a880-4238-97ee-e1c15c583d37,91981568-e22f-43f8-b743-f58bd33a721d,1,1
b42c83ce-f8ef-4ed0-b481-b9d8b77651ee,ecafba3e-7cf6-416f-9c9b-28cdee1953df,1,1
cef011e7-1894-417d-8fb2-b9bd89c9c020,60d0a878-9379-4f29-bb35-b0c78395632a,0,0
b2ee7c26-a8a4-4864-bf5d-eb286de15bef,9e5933fa-1581-44f1-8b89-14cd6963d95d,1,1
c41cea9f-6994-4e90-aab3-d3ed1283fce7,4288074b-05d8-44fb-a9a3-c81125b04c1b,0,0
8f1907da-54d3-4e74-8509-eb6818674621,7f18a797-ee74-4444-a9f9-e72ac17e324d,0,0
ef08fb0e-469e-4c08-8553-fa51734b46f5,90d123f5-e29b-46a0-8d92-6eb78db34328,0,0
3a5f504d-3ccf-4105-94d1-d459247f89a8,93f998a0-f0f9-4008-8407-9e57c6d12eb1,0,0
6dcf6695-2cf3-432c-b25a-49305a597afe,9cdde121-07ad-42c8-928f-59f118bc43ae,0,0
193c6d27-971e-4c90-b1e0-a4b14fae9c67,83f53824-83b5-45ee-b50a-f4064ce324e3,1,1
682c7fe4-5952-4e6f-8c6f-19436011b138,c03e566d-77a9-4c4d-9c4a-996cc289c1d3,1,1
8f782370-aede-4686-b5af-37e327fc42bf,145efdbc-7630-4fdd-ae3a-5a4f05fd72af,0,0
d7737e33-11c4-4dec-bebf-19047206895b,df4dbadf-f5d3-4f17-a15f-6a93334a5de9,0,0
08b015cd-dae0-40d0-8afd-63a8c05e3ad9,f8efeb07-4c2e-4b1c-b127-8a6ab5cbbc51,0,0
8b576d57-181a-452f-90bd-b4df3072f2b7,3f96bce4-8eca-40f5-8f9a-eb96d54eb695,1,1
bbf868a8-f15e-4475-9da0-e08e271d1f3f,78e6a6a4-7328-4306-8aaf-17bf8e3ca51a,0,0
1e6dc37c-b0d4-4abc-9951-0853f9b337f3,23a345f3-f97a-4be2-b190-6a6e4249b2b3,0,0
580115e0-6a86-400b-9bf2-257f41162bd5,d2307430-4394-482e-b5f8-0a3fda9f80bf,1,1
1cb285a2-3d77-4de7-a3ae-4e7847a1ca3e,28defa97-3b19-4dcf-b357-4c3d71dc0d71,0,0
95b5ffb1-fba8-437a-bd8d-3739d80f27a1,dfef8035-788d-4dcb-a600-d7993fe46e61,1,1
09aa1f35-ba43-42de-b4fe-5e1376aabdd4,b08b86ae-94d9-4130-8e45-cee66209d86c,1,1
39d7b6f0-b301-4dc5-a65e-6ffbe2152f10,4e751f64-79c7-4d71-b405-f77363653d2e,1,1
833c7e60-a235-4424-99ba-8757abee1a0a,5ab9639f-082a-41b5-8203-8de050b64148,1,1
782ef314-0133-4d95-b493-3208b79805e0,86402c93-12e1-4d8b-87ba-88457995aee6,1,1
bd562ddc-5c9d-41c5-845e-edb5394ccf7b,cae945bf-95a9-4519-915e-4bbb20c88e1f,0,0
da4f6971-4fee-4cbc-b1a5-6573378daae1,c424107b-cd8c-444c-b360-8532b208b139,0,0
d966ee38-ab32-44d2-8263-ebabcc4cc4d9,06b07f90-d9f4-48be-a472-e8ab05b9410d,0,0
a1aff2df-dca6-41e9-ac94-b948d3ad5b82,ec580701-14b5-4b25-9f02-ec72541e406f,0,0
6196e026-3a10-4cdb-97ba-7f19ba7d14de,f915752e-1899-45a5-af45-64a60b937574,0,0
a5ef1818-9d6e-4096-9a20-10a9903070a0,f9077564-23ad-4f08-9229-8e96ceb23e58,1,1
5ce44b94-7a73-4475-b16d-8f0375b48a06,e0b5ca98-a881-4053-b431-f1f740492d4e,0,0
d0b46c7b-395e-4567-b9b1-d78fa0ae3c8f,f099eba7-1383-4e4c-85d1-8681c92bf21c,0,0
401be90c-bd7a-4e41-abcd-dadd7030fcc6,fdc39f92-8d35-4734-bd19-e6effd1d6f35,1,0
69097d7a-a55a-435d-8e27-c772ca86e462,afe06498-4b18-4b08-874f-f3fe49ab1747,0,0
ad2561bd-02b5-4654-8595-afc78212b5bd,6c205906-884c-4beb-88d6-30ebceb54216,1,1
b1538fc2-fe56-4803-bd81-db892b71e077,1682ee8b-885c-472f-bd35-d5c6f83bf605,1,1
20b72583-e133-4afb-aee1-18712ab46e1d,0e55a260-d352-42a1-82e3-20bffc25e3e8,1,1
85f2fdc4-95a5-4df3-be89-3d97c5bc509a,216d7c04-558c-4679-ba70-6ea5bef37915,0,0
dbeef2f9-94eb-4015-8251-c4068abe205e,018d994a-e185-4e45-b49e-bc97c1e8aff3,0,0
f3fb33be-d8a1-473f-93f7-d9cf68d9e71d,61b6c019-5b3c-4f31-9891-5d66affe6ea5,0,0
cef8cc4f-48c2-4132-868b-7a0bb37c0869,83e726b4-43d3-4d71-b536-e73743f437bc,1,1
151d7b80-f980-4a15-a642-c057ba68cd77,eabf2f62-115e-48b8-acbd-205b4943970f,1,1
627bff19-5b37-4b5b-b4ec-509deecf4e2d,aceb3f02-e4dc-4ff8-8e52-3e355727c726,0,0
d89196ef-76e1-4f91-802f-c9b171c90606,a6b0acbf-d8d4-4ab1-8de1-446fd1454aaf,0,0
f7a55f54-cf43-4114-bf45-74ae604a409c,55f96150-8627-42a2-b089-fc1111aa738f,1,0
7aec9dcf-d219-42b8-a37e-4a5d825fd295,e09f0752-f781-47fe-b5ac-e8f4d1800c00,1,1
5a373b7b-b950-4131-9230-9cf16cf4d608,c21ea700-c76e-46e9-8c48-3c4dd23667d7,1,1
980cc8c2-6164-487e-a80d-e91f64458b46,c670bf49-bd1d-42fb-8709-c9fd39b0aca0,0,0
cbb2736c-5bdc-4254-a5cf-f76d079e7d39,4a2bba79-e890-408c-a153-d5688c56415d,1,1
cba49f5d-2dce-460e-98c0-21a460b5d117,8c0fea70-08a0-4995-b234-11e7f25e8770,1,1
52e3cbad-0d82-4755-9056-2e53c6aa066f,4ec99baa-2d15-4243-86ab-59c9a671531c,0,0
b5f7a29f-539d-4101-8852-a2b49fb3d8cd,c7c63cc0-c434-487f-be5e-58af550d8085,1,1
5fc7ccf3-3946-43d5-ad8e-bf2799376ba9,f3b9f707-0c72-4bc0-9c0f-5574efa90f8c,0,0
a5d61156-e654-420d-ac40-31e5e31f51d1,35cb6299-2a7d-4a15-a299-6eb743659806,0,0
e16ed17f-4bcc-4404-a0f2-7e362d803fb1,cb54aa14-be19-4120-87ad-91ee42238068,1,1
0eac8b6c-95da-41e7-8792-df831adb6c9d,990c0b88-00b1-47b0-bc59-4ee13ea8d6c9,0,0
2e60ee2e-3197-4c09-90ce-a7d3ef54ee9f,6c3868f1-d643-4cc5-a868-9fe55a307013,0,0
02eb2fc3-135e-416f-b902-bffea3b7dfe0,b4bb5137-b9bb-480e-a83d-ff1ab6cfd3a0,0,0
5788f69a-1339-4f4d-9a6c-6272337358e1,300e68ea-71d7-4e9b-ab7a-5145b92a217b,0,0
f7f8206f-a680-4336-8152-1cb52553e5cf,46872a1a-4e7c-4ef1-b938-be2cfeb44154,0,0
b7a27f15-fe81-45d2-b54e-417f4ffd23a7,d9fb9cf7-eaf9-4d48-bb6e-8af8780a66f5,1,0
923fcf78-ab57-4d3a-8c9b-a97109563221,aeea9de7-4d65-4b7c-bb1b-7bffdd31ec4a,0,0
8c9fe49c-112d-4b08-be14-978e39537631,06378503-d5e0-4c4b-afca-83852155f1e3,1,1
7198ab96-3aa4-4809-824d-808cf8dc0ef6,d8cd1420-776a-4cc2-8407-bc7014626a65,1,1
fe392716-911c-43e6-bb0d-01483f407ce2,73c77743-6653-4c01-8029-05a2970cc2ca,0,0
5a97eb97-b060-4996-804e-69d816b40413,5b141dcc-cafd-45d0-ac9b-91c20e04c27e,0,0
08411f61-7221-4ce2-8fd5-504f2b58aa56,fbe1d038-8853-4a2c-8761-88ac336bebc1,1,1
dcf161dd-3030-457a-9b48-013d3ef207a1,842fec6a-f5aa-45c6-a38e-5baefc94db4b,0,0
593f8a3b-c04c-4fa5-bd2c-b1c01ae376b9,45e94166-5fe3-4132-9364-9550de3a6cb6,1,1
42c15f95-c2fa-46de-bef9-61547173ca97,62a9d5c1-f6f2-4e4a-b9d4-6797c9bf2837,0,0
83285d86-4593-4821-9346-086531d540b9,cf309074-4013-43e3-ae19-5b95f215995d,1,1
49dd5991-0830-43fb-995c-326bbe8fd0b6,36f6514e-677c-4333-97ce-9ab1e2adaf06,0,0
156d7e77-9ca3-46b7-b5a3-86b30dd72edc,6e041ca6-b25b-4ab8-9818-0309597ebb55,1,0
8b078f36-7303-4f48-99db-e1a341874664,b86d6f74-42f0-4629-95a6-47cc4d04380e,0,0
4c4d6349-6d7d-47be-b5ba-ff453837883c,cc5a31e6-1434-4b08-9dff-83310137ecb3,0,0
3c039756-49e3-4bfb-be1a-ff5f9da5f070,ac780602-97f9-458e-82ef-f283c17ac773,0,0
539da3de-32b3-4dd9-98eb-c88c2df86b99,4d06b0b5-57f3-4f27-812f-b3d0f2ea68b3,0,0
d5a8b70e-d120-4f48-9344-001727d7020e,ea896f65-9a06-4798-8bab-9625ad64734f,0,0
e2bbe2b1-f69d-4b61-a4c8-293e0968b42a,eb232a71-45f5-4f0b-98ec-853721d4d79b,0,0
f64136d6-04ab-4d8b-b916-19448478993d,c0499ceb-1a2a-4797-bdaa-de08d368af4b,1,1
7a49bb4b-59f7-47cb-8be3-e72ee22431fd,cbf09c11-093c-435e-884a-a62286cad3c6,1,1
4b1ea64b-cadb-4888-800c-76a2f47b5ee1,2f3ece24-952e-4cc3-967a-6dccf2bc1e27,0,0
d431195b-9e59-4a31-ac31-4b67460ea694,1c55ccfb-e4bb-4196-a2c9-075d17534d07,0,0
ec5e2e28-e1d9-4fde-b10a-113cd835be47,72701b9b-1d1d-4baf-8396-f648ea532e3a,1,1
02efd39f-a45a-468d-95e5-201afe37701f,59414da5-61e2-49ea-b352-b4f8e55f7a1b,1,1
a94d2360-6335-4b44-9b02-ca744f20fb14,c80e58d3-0319-46f4-88e1-e001bd759e64,1,1
c08073cb-d681-46ed-aabe-c6ce96ffbfe0,65eb077f-656d-4f1a-a21c-984dcd3ef402,1,0
864435ef-9373-416d-a304-3f7d4290d3f7,50fc3c29-0ba1-48a3-aca1-df3913c01bee,0,0
e9d02011-0725-4388-ab93-b67cdfe4ba45,cb7aa0d5-b3ac-45ba-8ad2-926c08884ee8,1,1
64291de4-2bb4-4496-89d9-da08115914b0,4e9ae7e6-6a2e-4bcb-a8e6-f0314ad05101,1,1
f3a71a87-3c75-4972-bcfc-e3545e3c82fb,372dfeab-3da5-451b-9f88-aa085f2c5271,0,0
bd8f6c0f-843e-4626-8500-31f2ae7c8ba9,24df88f1-a608-4e27-98cd-bfacf1d2f651,0,0
e9791aa3-ebb4-45b9-8828-4a8f246a174b,019ea1e7-17a4-4807-9468-5bfdc6a0e626,0,0
e405d74e-d599-43cf-9e1d-14b2f51051fd,bec091e5-dfae-4756-a059-d08f2656572e,1,1
f3e63fe9-4ab0-439a-af67-1887d92c134e,28c8dda3-3fd7-4de3-90f7-6000816ea196,0,0
64237f22-dfe9-4367-aea6-859c843029e7,525cb30f-3696-4eb0-b7e7-ae180b172958,1,1
49c0c1f2-ee90-4331-900c-6e3c09c81304,d6d0a2c2-a8f9-4e09-91c7-276f0a5c62d9,0,0
16bfd625-e7ee-4e3c-abf4-b1e3347062dc,b6d03c38-28ed-4309-a96a-4c4d05c219c8,0,0
fcd343df-3eb9-4ba0-9a4c-39a4ef746057,7bcba713-988f-496e-a9b0-2b602ba9fdd5,0,0
19bcd8d3-1a95-426b-b16a-b52e6e10c2f0,aff34c14-c02c-4f19-a0ba-e2abc738268c,0,0
6b613a3d-8d83-4045-9eae-60ecf3b106c4,7fbacd43-12df-4f43-9931-4f79b0eb71ae,0,0
8649ca9b-e2a8-4503-9f08-6707b6a80b0f,974c506e-fe52-4c5e-86f8-a94601924ed2,1,1
c7da4195-f8b6-4358-b07c-b1456c2b54d1,7e15b075-e258-440e-9172-7e8dfcac73bb,0,0
ca25bd30-32b3-44c0-a668-dab67b6a5c15,d08fcc04-63f9-4236-bcac-9f86dda34ae5,0,0
f60dbde8-cd65-4c09-99c7-740374505ece,954723b3-14d1-4a61-b92f-fc6e765b6ba2,1,1
96884a65-28df-4f89-b02f-94d9020c51db,84001f82-27d3-4b39-b590-d1a6a52d0e2e,1,0
c7244e4c-efce-4dde-8d19-a48214ab1e89,b9c71a1c-620b-4c1a-98b9-cfe9159ea4d4,0,0
667a467c-f4d3-4006-8511-5977850b3652,33199963-9d87-43f0-8d72-87768a04f915,0,0
023da7db-5f72-4090-a596-7a35421c802a,897ac0b4-9519-43da-a1a6-f9faac7c87d9,1,1
356e1a84-bd87-4840-b9e2-a939b6b2895c,35ba8f8e-a0d8-4274-abce-9e9413a7871a,0,0
345ee53e-ee67-4ada-b5c3-56280be991a9,357ac4bd-ff11-4adf-ae75-ed769b25af66,1,1
11c44663-ee3b-44db-bbf6-10554b26e24c,22524f42-c54b-451f-9ec6-44181310c2bd,0,0
9b9a0211-3340-4a6f-ab91-4054a444206d,3ea685d9-2e2c-4ad7-a13d-684af40bdf82,0,0
8e36346f-4ccb-4d16-8c4b-9692dd81c642,7e13a39b-1653-4c11-89f2-4ae2e9534a1d,0,0
c9d51943-f5a2-4e8f-87b0-14ec62874b8b,cfd25471-35f8-4270-b2b5-d68a9511b131,1,1
d8e6d3b9-f683-41b8-8885-81043a75ed37,47d8849a-bb08-4fce-bef5-7ad5b9458c1e,0,0
d42d8b49-6abd-43ed-8778-95630bcda397,f44f6719-cca7-41b2-aadf-bfb5df364648,1,1
b8ff82ea-6422-4d75-8612-8d20ea637e9b,601afa94-3bf7-46a3-ace0-2b67cb7810d0,1,1
13ba4931-5e70-4eb2-b533-4d7d86b1fff8,7cb2787f-76d3-4af6-8d4a-3581522ced7d,1,1
47da1514-4ccb-4ac7-a721-b1e4e68de9c0,242edc08-e6fa-41e8-92dc-db223096d460,0,0
703f695c-dbb3-455f-9137-64f68fed133e,63d34647-88ab-4b0b-b0df-11920ba99bd9,0,0
4273f1a0-ab15-4ea1-b8a0-6f64f8ba7074,e0a54a7a-59f8-44e9-8df2-f9de1463081b,1,1
126a7fee-fa21-47ea-847f-b465d9af67af,727a3589-2aa1-41bb-9444-67c89ad86d56,1,1
db56dc91-85bb-4959-9b47-123e1866ca4c,deab1718-5dcf-44f1-be93-ee49f8614956,0,0
3443fd69-3446-49d9-aab0-35d3fa5b1b69,3ee253fb-6677-4bc7-969c-7a5a82a3f096,1,0
016d55b5-b419-4a2d-b935-6d4841bb6a8d,c850739a-9cd9-4ea3-9016-b9ff2add41ed,1,1
9454496d-aa4d-4c23-a438-7480c6baf4a6,f9b5ed98-7c83-4922-a883-409f47689ae1,1,1
a6c5a862-ec29-428e-9551-d8151bf912b4,d8b907be-d232-475f-be44-4f63d479e5ff,1,1
670057c8-bcf8-4e6f-a6b1-725031adaa54,ff56084b-2dc2-4942-bbb2-eb1911fe51c5,1,1
f809b735-a15e-492f-8ef2-68f25465c533,d7b39fa4-79c1-4772-ab6d-c75dac4440d3,1,0
6cb2aa58-a2a2-435a-a70e-44c920febb82,addd20c5-abfc-48af-8a62-92c7e061a4af,0,0
f211b024-3336-4106-a839-5264b0c9af67,94cfc3cd-3029-4d85-9111-3581312e39ac,1,1
f50cac00-fb04-45fd-8f89-b9af2149ef21,9bc10045-676a-4073-995f-4180838bd29f,0,0
95db9d43-21bf-4046-8279-5a50e0633d18,3a437634-b997-4dca-8dd0-082c8aec9d6c,1,1
0a2d5d84-bb46-43d1-be0d-d00d5a1f838b,7ffcef81-b5ab-400a-8d68-8013884a5f94,0,0
d85ac935-1401-4516-b591-94262a7b7b66,b6429c19-1c67-4cd0-9726-7e40b08131d0,0,0
53c16ec7-17fc-4592-af3d-29f7c42966fb,b999cbdf-bc80-4736-b66d-dfea8c57d2b1,1,1
86405229-00c2-4300-9e49-90ff36fffd75,db5f6ac4-2862-4735-9a94-7ef94e05ddc4,0,0
a1f9df93-07c8-42a1-a8a9-9ceb094259c7,760876c4-9fd9-4c4b-8935-188344b7df18,1,1
94b08fdd-9383-4c4c-980b-8074d32b5f7a,a206748b-3e0b-4853-9c54-dbc15990d4f5,1,1
038ca523-fedb-4d3e-ab62-e45462678d9d,814f7fd7-7fa7-45e5-9e23-02e62c4df663,1,1
e2bcdca8-ce62-45da-857f-dce8b559c5f7,6336f649-6443-44df-9319-64d2493a371b,0,0
