ORDER_ID,PAYMENT_ID,CART_ID,TOTAL_AMOUNT_SPEND,DATE_ORDER
ddc39dc5-1817-4e1e-84b9-c1b47c31665e,35826e36-1ed8-4996-a2cd-c7e683cdc592,2750dd11-f15b-4d2e-9228-7574d69e9ae1,617.3299999999999,2022-06-09 00:27:39
9095e13c-2ac4-4362-82ab-d4263d7c4698,eb7e4463-7c86-4dd3-af49-a385210ccc9b,016b45f7-bf03-4840-a1a0-d80666848ee7,306.19,2021-03-05 03:34:20
81531d8d-6572-48ce-b468-d9332bf65fb6,4e802bdd-867a-4cc4-ba49-299a7b59b90f,94ba9bea-cc7a-43b3-8403-3e882fb056b8,512.38,2021-05-24 14:38:18
4f8074cd-be74-48e3-8b90-cd19c7dcc946,fce0d0fc-507d-4bb3-845d-ba9e97b7f15b,4e7cf77e-463a-4d2d-99f1-4bfa9332f881,368.96999999999997,2021-09-28 21:16:26
a8b42490-dfe7-4829-8be8-373a59d48c15,dad91905-9e64-477a-a632-d7e17af0bc89,2f5cb635-369f-49c8-8644-cd376faf48ae,232.7,2021-06-27 11:34:10
e67c39be-0e3a-4387-ba39-91ab867b2ccc,6fd8ae26-459e-4aee-bbea-995e922fdc25,a3e98315-5783-4581-9f7f-f2a8bea82b79,424.16999999999996,2022-12-18 14:26:03
2562aa3c-ac3d-41de-b860-53ac3b205763,f5fc5961-2cc3-4173-b946-eb5fbb2637ce,8924d7e1-5c6b-4afb-87dc-b0b6ae972064,374.77,2021-07-08 10:25:21
29481484-b082-4d0b-9bb8-2ce826c36300,524e4728-1321-47ea-9dc5-af9a769b7334,86cad03a-737d-421f-8403-3977b2a79820,426.17,2022-10-29 11:36:09
78f2a6db-50cb-4bce-9f45-db914d58816a,bb4660d3-0431-4d3b-a3ee-e1cfb092cd12,cd4eb25f-3645-431f-8d1d-62c4af4db50d,328.52,2022-05-26 14:12:40
33a705f4-8ea0-4e2c-9b98-a2639595d505,e98161d1-17b1-4176-92d0-cc3f9a727701,a9c463c7-e5ba-454a-a1b5-46a0ee336d5f,589.6,2021-06-18 12:39:16
a48ee138-2384-46e4-905c-1d6d0768014b,c98f3e28-4b5f-4677-a6a5-5fcec8d58c35,655f7290-a47b-4c67-921e-d3daad64dbd0,171.37,2021-02-16 23:40:27
f9ae2653-9cb7-4acc-a3f2-3a4c2ecc5eed,a1ec340c-3617-4f9f-9e25-59513c14f23c,42fa2772-5452-4ee7-a91e-243f475a9ff5,301.90999999999997,2022-09-25 21:35:43
d017017a-f3bb-439c-95b2-2dc709e65418,66a59839-aae2-461b-91c4-035347fba092,473bd86a-5253-4b0e-90f2-b8ae754a6dd1,61.620000000000005,2021-12-27 05:12:04
32096387-f819-4004-a4c7-283a59ce8d94,e52079f6-dd3b-487a-a6c6-1dd5f1c8d3aa,e4d5768c-4f27-4410-8ee7-756adb944eb8,522.59,2021-07-27 13:28:51
16c2298b-4904-4f96-9ec3-ea4b4a8dfb62,317e3d75-990f-4b50-9dd7-9c48292ef5a3,a2983a01-b1cf-4362-ac09-244901c042b3,797.53,2022-06-13 20:58:06
4a8757fd-96be-4db8-a660-f6f1c4c9b09a,15a55ff3-7fb6-4994-ab93-c770fc1909a9,49431f71-a880-4238-97ee-e1c15c583d37,505.33000000000004,2021-07-15 07:08:54
778a93f7-4ed3-4957-9c10-6d6484776a27,52ab9976-1bd5-484d-ad26-971fe242cfc9,b42c83ce-f8ef-4ed0-b481-b9d8b77651ee,564.45,2022-03-12 17:25:35
c597c0a8-4dac-4106-81eb-61c4d62edd9b,324900a2-65ae-4177-949b-8888010cc16c,b2ee7c26-a8a4-4864-bf5d-eb286de15bef,384.42,2021-09-25 13:14:37
44ecfa8f-b3fc-4dff-84a6-d01e82002da6,a0a6f398-fecd-499c-be8f-d2e3a27b9f4d,193c6d27-971e-4c90-b1e0-a4b14fae9c67,405.53000000000003,2022-07-28 05:55:07
990c3e1b-1e88-4e69-a507-ad79b1fbe22a,c2bcdcc1-f073-4ead-adf6-51378a36ab14,682c7fe4-5952-4e6f-8c6f-19436011b138,596.4000000000001,2021-02-15 04:32:55
141e84e1-5d50-4b19-8d01-f023092d9fcd,309cdac6-aeb0-4023-b736-130dace3425b,8b576d57-181a-452f-90bd-b4df3072f2b7,846.36,2022-05-28 04:05:56
f277b23c-ccda-4696-b1c2-9bfe88b51eb3,e9fc6806-9a7c-4baf-bee9-a6202ad2d652,580115e0-6a86-400b-9bf2-257f41162bd5,585.4200000000001,2021-10-16 12:30:39
92878d45-ac22-4f40-a3e7-8c11b236f4d4,4ee7c75d-335c-4a0b-89d8-506a0b59cbb2,95b5ffb1-fba8-437a-bd8d-3739d80f27a1,104.28,2021-12-16 13:43:58
2c222434-c713-4541-87e4-85a277a39842,2fcaf899-71e8-4a10-946e-b269c6f72197,09aa1f35-ba43-42de-b4fe-5e1376aabdd4,152.76,2021-09-22 08:14:20
027b000d-193b-4db4-a8de-d7fff7440585,eb972a00-a6f8-47dd-aff4-1756b98c979f,39d7b6f0-b301-4dc5-a65e-6ffbe2152f10,654.42,2021-10-18 22:55:29
674fc40e-9578-4263-be40-df78db58baca,c0e68d7b-509a-47f6-9660-25deb46649c2,833c7e60-a235-4424-99ba-8757abee1a0a,427.87,2022-10-16 14:21:30
852a1985-4f86-4dd7-a072-859746ed1539,170b4157-3dda-4d7b-a6f5-31e2543d1ece,782ef314-0133-4d95-b493-3208b79805e0,631.07,2021-07-20 20:42:02
a7c69b19-c73b-448c-9944-f7ab9269fb3c,5da0223f-ec3c-40fe-bdca-289277c91cd4,a5ef1818-9d6e-4096-9a20-10a9903070a0,345.16,2021-09-26 07:14:44
be40a9c0-bd38-40bd-9bf4-d65f5c189a63,62b99c91-56cf-4923-bc19-d71ff5d4f959,ad2561bd-02b5-4654-8595-afc78212b5bd,307.98,2022-06-20 08:40:42
27a46d38-3e3f-4d98-a6e8-c46f707302a7,572d896e-b92d-44c3-9b80-c1320e8f73ec,b1538fc2-fe56-4803-bd81-db892b71e077,356.65,2022-12-11 05:08:57
2ac2b6d8-0d2b-4f94-9e8a-7fe54d1a3c62,d5d298ec-ffb6-49d9-9889-eecb6bf4a181,20b72583-e133-4afb-aee1-18712ab46e1d,622.69,2021-09-05 06:25:50
88d90648-ad19-483f-89a5-fa6b77a030e0,2206d522-f8e6-4db3-a67a-69224b154a29,cef8cc4f-48c2-4132-868b-7a0bb37c0869,416.52,2022-05-21 19:25:34
13914df8-877c-443a-b5a0-e00280a17f42,ac9f1578-4ea8-4f2a-840f-883d78bf7693,151d7b80-f980-4a15-a642-c057ba68cd77,256.17,2022-04-13 14:54:19
88ab3da0-e7cf-4716-a854-10fb2e92a4ec,49088178-a007-40a6-ae0d-eb2fa5bace94,7aec9dcf-d219-42b8-a37e-4a5d825fd295,384.1,2022-04-10 21:47:05
9d05dfed-6e7e-4005-9e76-21d4259fd743,d708c202-d535-405f-936c-146416cb107a,5a373b7b-b950-4131-9230-9cf16cf4d608,536.16,2022-03-31 10:34:21
b101bcc2-0269-4fd9-bc2c-04ad652bf61a,a2f4cb13-382b-4755-898a-e0948657b015,cbb2736c-5bdc-4254-a5cf-f76d079e7d39,671.3499999999999,2021-07-01 19:03:32
00afd659-b540-48e4-8585-8da69e83edc4,4a30bfa2-8ad4-48b9-84b5-3416570635d1,cba49f5d-2dce-460e-98c0-21a460b5d117,604.38,2022-02-17 23:09:37
8b609bec-1fa8-41f6-bf2a-4dd014d16bf8,3992e0d9-08bc-4835-affc-85eb0c26c58e,b5f7a29f-539d-4101-8852-a2b49fb3d8cd,237.63,2021-05-31 13:19:49
5acb77e0-71a4-4917-850f-5cba6a7ac876,1be6d733-443a-415f-8933-765480d56490,e16ed17f-4bcc-4404-a0f2-7e362d803fb1,207.15,2022-05-13 01:01:17
6f86abc3-0b3f-4a82-9cea-96622d47e86d,77be3c79-2499-4f92-93cd-27e5e8c0d080,8c9fe49c-112d-4b08-be14-978e39537631,202.10000000000002,2021-09-25 21:46:00
a01c3867-5768-45b0-8d3d-1069c612ea83,f390c131-859b-491b-9808-f22d988eeba8,7198ab96-3aa4-4809-824d-808cf8dc0ef6,522.63,2021-09-27 20:56:15
60db35d3-c502-45c3-b0e2-8b2d1f698917,60e67bbb-2dff-4913-a752-22b17403177a,08411f61-7221-4ce2-8fd5-504f2b58aa56,403.18999999999994,2021-07-30 19:54:01
6f502747-ecbb-4fbd-8462-ae111203b926,08147d1f-acd8-4f6d-979a-c0e2d2b9d159,593f8a3b-c04c-4fa5-bd2c-b1c01ae376b9,405.38,2022-10-01 17:06:09
a8085621-29ed-4679-ab80-f45e9b34ae28,98b5a0a7-6ebc-4129-8d48-3885ced4cf75,83285d86-4593-4821-9346-086531d540b9,452.97999999999996,2022-12-14 18:18:26
4a561ae6-d9de-4807-b5c0-17a1597d446e,8d200058-e543-4dd6-a690-705f9134292a,f64136d6-04ab-4d8b-b916-19448478993d,583.72,2021-03-24 16:57:21
0fcd52a7-5b78-48b6-a5c1-8d6ac2cd4eb2,8bc64072-b458-4b8f-b30c-1c44b6b086ae,7a49bb4b-59f7-47cb-8be3-e72ee22431fd,283.27,2021-12-04 00:04:21
28cd3003-5a82-4968-830b-eebcc9da7d68,81fc7636-6106-4cd8-b73a-e14f7582af58,ec5e2e28-e1d9-4fde-b10a-113cd835be47,450.02,2021-04-07 12:53:18
9836fb9e-c756-4a9a-a123-ae5e1b7699e1,c9355e79-313a-444b-8361-0a5d12f06ee5,02efd39f-a45a-468d-95e5-201afe37701f,551.01,2022-10-28 07:46:52
d5c59a8e-8555-47f9-ab7d-196e3f90bae4,c3ed5d3b-d702-40ff-a54d-242a647c54d2,a94d2360-6335-4b44-9b02-ca744f20fb14,316.66,2021-05-10 03:51:34
7bc4cf49-a389-43de-9e62-d7b2281ba55e,88147bcf-a577-49d7-8bf5-1cde7a987a29,e9d02011-0725-4388-ab93-b67cdfe4ba45,298.31,2021-10-28 06:20:57
19da71ec-655b-4ca8-9474-b62c78e12e12,22c24804-0db4-450d-839a-f262d53fff48,64291de4-2bb4-4496-89d9-da08115914b0,404.57,2022-10-01 10:58:06
cde61f6e-e52e-4b1a-bca5-861d689812d1,34de3132-004e-4942-9450-10c22fd40784,e405d74e-d599-43cf-9e1d-14b2f51051fd,435.18,2021-02-13 15:38:57
b5934972-897e-4d2e-a591-7de4b8460133,9db84f25-8bd8-4774-b9e0-96e791b2e926,64237f22-dfe9-4367-aea6-859c843029e7,1212.83,2021-07-30 00:51:46
6f6f0748-048a-4200-8306-97a8127fe5d4,f4ab17d7-65cb-4f50-89ff-9aeea9c82eb1,8649ca9b-e2a8-4503-9f08-6707b6a80b0f,337.81,2022-07-18 13:49:36
ecd6c37b-0baa-42dd-8ab1-1773aecda686,cee495cb-5880-4f0e-ba83-d18c6091bfc3,f60dbde8-cd65-4c09-99c7-740374505ece,796.01,2021-02-22 07:59:29
21b5edb2-8f68-4db8-99a2-02ffcdfe6189,e5b6be99-615f-48d9-88b0-ea9d36b9af6b,023da7db-5f72-4090-a596-7a35421c802a,219.76999999999998,2022-08-08 07:27:59
dc1544e3-71fe-40e9-b48f-df32a1988efa,8f9c6da1-1cb8-4b43-84da-4b55dfe6601a,345ee53e-ee67-4ada-b5c3-56280be991a9,1084.8899999999999,2022-05-13 03:29:20
c0641388-d6db-4ac2-a635-4406652dbb5c,053c9e4f-6a49-4de3-936b-2efc01d207d3,c9d51943-f5a2-4e8f-87b0-14ec62874b8b,688.01,2022-07-25 20:50:43
4932e406-e9a1-45b1-a763-f89917b89460,c36fa6da-8950-402c-9317-b964c4b555e2,d42d8b49-6abd-43ed-8778-95630bcda397,633.02,2021-04-17 04:18:22
7dc43218-ddff-431c-9018-e0ec178b6c37,8068af15-253f-47f1-b977-5888acfb2aea,b8ff82ea-6422-4d75-8612-8d20ea637e9b,727.12,2021-05-12 22:44:48
aa498dc3-0685-442e-97cf-ed7d2f30fc9c,ce1920d6-97dd-4263-a211-c01f721b4b4f,13ba4931-5e70-4eb2-b533-4d7d86b1fff8,407.76,2022-09-28 09:31:17
1904aafd-2e79-46ae-8d24-c84773f630b0,36fafb79-1e31-4d3f-8a0c-c5e36cea39bf,4273f1a0-ab15-4ea1-b8a0-6f64f8ba7074,259.71,2021-09-29 22:28:20
a6888b92-f012-4fe6-8ba7-2b2381d75450,c4c49a6c-1d84-423e-9259-78951cc978c7,126a7fee-fa21-47ea-847f-b465d9af67af,1470.21,2022-06-15 19:33:51
5d49e80c-6e7e-473c-8d04-2e6a5ccdc588,c2eff6ae-eaad-4a97-8928-43aa72319416,016d55b5-b419-4a2d-b935-6d4841bb6a8d,385.7,2021-08-01 17:10:09
a947da28-06f4-47e2-8d5d-3d41397a6ad5,ef7abefd-c06a-409c-a5ef-6f068aa5e1cd,9454496d-aa4d-4c23-a438-7480c6baf4a6,483.42,2022-02-11 06:45:39
a2d1afc4-c80e-4b64-b2a8-2c2400faab6f,cbb2cc2c-1eb3-40e7-9853-90085bf6bb1c,a6c5a862-ec29-428e-9551-d8151bf912b4,802.1800000000001,2021-06-02 10:11:32
d41eb9f1-b91d-48b4-8e1b-9128d6f6794d,c778e626-1ee2-421a-9ff6-eb17ab247f47,670057c8-bcf8-4e6f-a6b1-725031adaa54,538.34,2021-10-13 08:16:05
cb859db6-f75c-405c-acce-6166be8c168a,68a8017d-3b86-4523-a75b-5867f30beaee,f211b024-3336-4106-a839-5264b0c9af67,479.85,2022-04-15 01:46:51
0658cade-4f2f-496f-bbc5-7b1e6f92dd5e,7879823d-0945-4937-a8b2-f59152a5019d,95db9d43-21bf-4046-8279-5a50e0633d18,582.85,2021-01-16 07:25:26
523895fb-733e-4782-a56b-2c0c55d83c73,8e252ee5-8e63-4576-8d5a-c8832109c566,53c16ec7-17fc-4592-af3d-29f7c42966fb,300.97,2021-01-22 23:45:41
998c467f-79fc-4c8f-a380-cd1ee22df6d1,55790bc6-aefd-492d-9a0a-6690bc5e6e6f,a1f9df93-07c8-42a1-a8a9-9ceb094259c7,465.94,2022-01-24 16:18:39
219a965f-bec4-4fc0-9f08-f046651b397f,5d86d48c-c2fc-40d2-9114-4c36693d3c6e,94b08fdd-9383-4c4c-980b-8074d32b5f7a,404.01,2021-11-15 00:25:51
f63b7f2f-8acc-4329-858a-a6eb460c29e6,b5c3e7ab-e398-4edb-a20b-f8ededb0f4be,038ca523-fedb-4d3e-ab62-e45462678d9d,497.15999999999997,2022-10-05 01:13:11
2b3cb919-1324-45f0-b227-5c7b506bba38,cf2b339c-4ff7-494d-b642-1c0b465fda03,53d7f4fc-bf0d-4415-898e-e21f75dfafb2,720.06,2022-01-13 22:53:23
1584af78-743e-405a-bb0f-35eaace2054f,6db8b01a-d825-4e0e-8a06-df2e69e8cfb1,d3811810-35a2-4965-b2ad-bd19fecd8c0c,455.77,2022-07-28 16:34:40
a828697d-28f2-445e-b593-d0e31982cd6a,ff9de913-3833-47ca-aa2a-afdf8a651175,398cbd91-bb2e-4cde-964a-acf277a7e8dd,529.04,2021-09-23 09:43:56
20d3650a-878f-4fa3-b61f-961f893c8991,790cefd3-2fcf-4013-ae9b-201cc662f5f2,e2c15560-c5aa-4cc9-8d71-a58f1cf244ac,191.54000000000002,2022-09-24 09:51:03
af222f66-70a9-49d8-9abb-559ceec5a3aa,c059e606-a9af-40ec-82d7-0abf661722c9,ceab4efb-3f44-4903-a97f-0895f7d349d3,43.94,2021-12-23 19:03:06
3a914e3e-5030-4e80-8c8d-63d10ae014a2,661811b8-bfb0-4866-91ed-c2250e8571ac,e289653a-f6ea-4e07-9d26-faa211ed4cf7,181.35,2021-05-08 03:47:47
0aed33fa-97e6-454a-b3c7-a4d93542ab6c,afbb3ceb-658b-45bb-999d-d783ebedc246,d6bce872-764b-479b-be1a-8d5d4c41fdc0,773.5699999999999,2021-03-09 15:47:42
bf908d57-02b0-4256-8ee3-c0a006854d42,87e3f62f-9dcf-40a1-92f6-44838cc50cde,9c29a5ef-74da-433a-8cc9-57ac6b8b64cb,481.17,2022-09-23 06:00:43
5ecd1469-db86-4884-9106-04100b450e94,77e1773e-e291-4866-98ce-ec16d74ee078,0373be0d-27e8-4524-9862-60a9e6583f19,220.84,2022-01-07 11:48:11
d6ab2315-0e09-4035-a851-69b2fe77e936,9a6baa7a-4a99-4e39-a1f9-782be6fca55f,66b89d65-7787-4cd5-ade8-391b3555a90d,410.17,2021-05-18 22:16:46
1431e14c-1da9-4c49-bdc9-80e2cc2ed6c5,f0475e4a-7a5a-48e4-99a2-c588bfd76417,b043ac01-d3cf-4e53-9184-9d557be72d22,57.0,2022-03-29 02:06:01
dedaa291-9736-466f-abe6-b6ea498adcd3,9363018c-503e-4b80-8bd7-be6fd3dbab16,0091e9ed-c175-4310-8cd3-dce931487fb3,551.75,2021-12-31 01:39:53
dce05253-eec3-43ee-8ea9-f0effb321f5d,3c85d3d3-d7d4-47f1-a2a3-e4a8b43713fb,74a3ba80-9a14-4d05-a238-2984f8d4b4a0,376.58000000000004,2022-07-31 04:36:45
ef85736a-e059-4f82-a0bd-a5aab3780993,d11682c2-9fca-4f84-9f7a-07dd553b7bce,052a1fbb-fd29-40e0-8b93-707f22a6b3b2,1006.84,2022-11-15 10:09:07
8bb93fa9-2587-41f5-9087-c2510adb4193,2cc6b8a0-d897-49d5-a020-ee838d3ad3ac,07f931ad-a473-497c-915b-28e0577ae6a4,491.64,2022-09-30 11:23:44
63bca106-1351-47f2-9c2e-e2c79ad3f1e6,483cfcd8-9d8c-4eb2-abd5-51319db47cb8,9e0e0d1c-770e-4914-80b2-82fd303fdc39,167.72,2021-03-02 05:00:35
17bbb006-3d70-4705-b99e-b85bb6916f78,1a04a836-2bde-4b53-b0e4-cab396f77699,07ebb8ef-9e5f-45bc-94b9-01048a0f686a,720.8199999999999,2022-10-07 02:23:54
75a1ec52-aba2-429b-8fc0-8238e0ae6a6b,6fc60972-6ffc-4c2b-b389-11ed7d4f0e6c,5355d303-7977-4250-a27e-8dee131ff7f7,309.1,2021-03-03 15:33:49
6470b9b8-72e5-4e55-b199-d20b5e4e8f3c,62c47878-b80c-4cc8-b302-ba1e837b92dc,953d11ef-043a-471d-8eee-beba0fbc7712,887.0,2021-08-02 08:30:15
3982a8a7-7a63-4161-9e7e-ab63673ec3b4,b87d2c8e-3b69-4828-97cd-1827b2701fcf,b00aefe4-b36c-4e45-a823-fab33ffbeaea,253.92000000000002,2021-05-11 22:59:08
4f568a8b-1543-4a05-b680-2e44ef44f4d8,a5123495-07b1-4bb7-8734-f33ade6c6a87,7cac038e-99fe-44e4-a5da-226c15bc4957,955.61,2022-07-25 04:06:51
28519e7f-a3ca-49c3-8abf-64e2dca0c665,fca1f898-219c-41eb-9931-ccfe193dabf2,5215f1e3-4963-4f52-a9e6-40fb4063d898,531.5400000000001,2022-06-23 19:36:22
bd9e1cba-b0fb-4389-9a4d-e1f2f631202f,eba3327a-3f61-43f7-95f9-a66336c8f17b,fbc7129e-eb9e-4c29-9197-ce5e43c4f4b0,179.26999999999998,2022-04-29 01:37:59
704a503b-fdb6-4580-9a69-d975cea25d8b,5e667e76-0c1f-4ac1-99aa-f8dbe4fa0fcb,2a9cd7e0-0746-4eca-b8b4-36ca50d32430,498.46000000000004,2021-09-27 16:46:50
efe7ee8c-5933-4323-9fe2-a1956a261182,ac19b296-c9d1-405f-8879-7ee8e8004c3d,168e301e-5af0-4c01-9e38-5613f22157aa,161.45,2021-05-22 18:26:24
d99d2997-42af-49be-85e0-4b8d24e3007d,175f361d-feea-47a3-ac02-542b5edd46b9,2883711b-1c68-45b9-b012-ad063a42871b,291.32,2021-03-25 16:37:13
50d46e1c-be18-4d2c-a237-40401bc3f3c5,6b8f3c69-9d11-4265-bd55-d6652b8d6571,19bb943c-81d7-4c59-a560-c001afca8cb9,213.06,2021-02-07 16:01:13
55c4fa19-520d-47e9-a44f-6529cbe69252,78761085-7054-4e84-9750-5727bb1bf432,a8c686cc-ecdd-49f7-9432-2af37d2374d5,334.17,2022-12-14 02:38:25
212d195d-1651-43f8-923f-4aed9557a702,807faa1d-a821-4c0c-a887-41fa3f9dcfae,73da3c3f-b0e7-49d7-af29-1deaeb77e27b,249.61,2021-05-25 21:01:13
6a7f2c58-953d-4ec8-a163-09a1d59e5df6,71c07b57-1963-4dfb-9b2b-e6484bac2445,1ccb9231-3640-4762-969a-2d833a9081e1,843.02,2022-06-10 12:14:37
4195077c-308e-49c1-a403-1a3569cf9335,87d5dc66-9641-45d1-b1b4-e2f6580afe46,3b2879a2-c9c7-4a6b-9071-2d0cb48898cd,557.89,2021-05-13 02:11:49
