CART_ID,ITEM_ID,QUANTITY
dca2e4d0-aaa1-4e5a-80fc-7a866485da94,6c135b3d-a2c5-4a0d-8756-1c11bb508f81,2
dca2e4d0-aaa1-4e5a-80fc-7a866485da94,b037b838-b625-463e-9a8b-b3ecf57e7007,4
913ac8d0-124b-4b29-a6d3-854a1bc74d39,cd2246cc-7bb2-4484-8b18-b3f143816f3e,3
913ac8d0-124b-4b29-a6d3-854a1bc74d39,2e790b1d-4afe-48bb-84c6-9910753ffbfe,3
913ac8d0-124b-4b29-a6d3-854a1bc74d39,34c95cc6-2aa0-4575-87f9-52c5675d1142,2
913ac8d0-124b-4b29-a6d3-854a1bc74d39,d336acaa-6447-4fd2-9061-ae80c893463d,2
913ac8d0-124b-4b29-a6d3-854a1bc74d39,a7d3943c-8f99-4d65-81f9-7385704f6bc1,3
913ac8d0-124b-4b29-a6d3-854a1bc74d39,f804d4f7-6c5a-46fc-bf36-5c4ee2c52770,1
a6bfaceb-3b32-4037-b4b9-30f5e7dbe1fc,d9063e94-c4cf-4d3a-8251-79a9cd156ac9,2
a6bfaceb-3b32-4037-b4b9-30f5e7dbe1fc,bc40fbdf-0c85-4ef7-a049-6114364fce55,3
a6bfaceb-3b32-4037-b4b9-30f5e7dbe1fc,1138f75e-bfbe-41ca-8a8d-d47a3be59bce,3
a6bfaceb-3b32-4037-b4b9-30f5e7dbe1fc,14a8616e-a00d-4e8e-aa85-c80845915419,2
a6bfaceb-3b32-4037-b4b9-30f5e7dbe1fc,9b01eea6-9e2f-4094-b7d3-406e20c53449,1
a6bfaceb-3b32-4037-b4b9-30f5e7dbe1fc,157623bb-827e-412d-8eae-71f946c6ae4c,3
a6bfaceb-3b32-4037-b4b9-30f5e7dbe1fc,baf156cd-3de5-49f8-808a-f17ce6417811,2
a6bfaceb-3b32-4037-b4b9-30f5e7dbe1fc,6b08d27e-3d7f-4a4f-935a-6162baa05271,3
09d0b69d-0dfe-4de3-8fec-bff998a08267,92323b68-1377-4700-964f-9daf860eeb8a,4
09d0b69d-0dfe-4de3-8fec-bff998a08267,e708ff62-62b2-42a0-b5d3-cd7a6610790e,3
09d0b69d-0dfe-4de3-8fec-bff998a08267,306d8587-69cd-4d27-b63b-72d74be5f994,1
7e9a36f5-ab9c-4c9c-92e6-c8e81257747e,99588ed0-f715-4d1c-8eab-8ec224137653,2
7e9a36f5-ab9c-4c9c-92e6-c8e81257747e,e6d0e8be-216d-4a22-adbe-757e24b980f2,4
7e9a36f5-ab9c-4c9c-92e6-c8e81257747e,44a7d71d-a47a-4e62-830b-a530b20eb01e,4
f942a0b0-f5f5-4553-bd44-cbd38021e893,ad69d1a9-cd04-45c3-82f2-b70f378eda17,3
f942a0b0-f5f5-4553-bd44-cbd38021e893,1138f75e-bfbe-41ca-8a8d-d47a3be59bce,1
f942a0b0-f5f5-4553-bd44-cbd38021e893,9b01eea6-9e2f-4094-b7d3-406e20c53449,1
f942a0b0-f5f5-4553-bd44-cbd38021e893,8bc88c00-edc3-456d-9eb3-46e6d744fc53,5
f942a0b0-f5f5-4553-bd44-cbd38021e893,c04ac8d9-6317-4925-8467-1509affa1c9d,5
f942a0b0-f5f5-4553-bd44-cbd38021e893,baf156cd-3de5-49f8-808a-f17ce6417811,4
0462e4e0-a34a-499e-9b40-4b109a2f6a21,d2dfb6ee-22a6-4697-b397-389f3cc9f695,3
0462e4e0-a34a-499e-9b40-4b109a2f6a21,ac7a02a7-a1db-4f40-ba64-69ba90bcbba0,1
0462e4e0-a34a-499e-9b40-4b109a2f6a21,9b1c967a-f996-4a45-9e2c-c7d8d5961a9b,2
0462e4e0-a34a-499e-9b40-4b109a2f6a21,463ef60d-4c15-41ee-acde-0300136df015,1
0462e4e0-a34a-499e-9b40-4b109a2f6a21,ef8ec5ec-97b5-44c3-b1cb-f399779e8d10,2
0462e4e0-a34a-499e-9b40-4b109a2f6a21,122167a0-81e8-4c5c-b7b1-0794c3de018c,4
0462e4e0-a34a-499e-9b40-4b109a2f6a21,f9e66a01-382a-4741-af50-ffbea765264a,1
0462e4e0-a34a-499e-9b40-4b109a2f6a21,e9503f35-ad73-4a4c-b0d6-5a34496f5d67,4
0462e4e0-a34a-499e-9b40-4b109a2f6a21,c8b1bcd4-8277-4b5c-be1b-7f71a89044b4,5
c28e429e-5ea7-4c4a-8c6d-040632fb882f,cfc3293c-f52d-41bd-8bde-1484bf7a3317,3
c28e429e-5ea7-4c4a-8c6d-040632fb882f,4564ec4c-a172-4b2a-93e6-2ccfd445fa3b,2
c28e429e-5ea7-4c4a-8c6d-040632fb882f,0bcb24dc-4a74-409b-b19d-d884485aebb7,2
c28e429e-5ea7-4c4a-8c6d-040632fb882f,1fd28cd1-dabb-495f-a883-39d1a9c1b986,4
c28e429e-5ea7-4c4a-8c6d-040632fb882f,6700f121-fa83-4bb3-aacf-3072077787b7,1
c65c1190-ef04-459b-8bf0-bad689e007e5,6da9c60c-aff8-4bae-8121-5c0eb639f20f,1
c65c1190-ef04-459b-8bf0-bad689e007e5,00e25ba2-9408-44d2-addd-e1b7a60a2d70,3
c65c1190-ef04-459b-8bf0-bad689e007e5,57c07824-e35f-41e5-8f57-0138fd032dec,4
c65c1190-ef04-459b-8bf0-bad689e007e5,5f7e3d27-4671-42e1-b760-3b90a2907629,4
c65c1190-ef04-459b-8bf0-bad689e007e5,544358bf-f750-4b96-bc3f-d2813a05043f,3
c65c1190-ef04-459b-8bf0-bad689e007e5,cfd66584-1703-4221-85e1-4738d0099b1e,1
c65c1190-ef04-459b-8bf0-bad689e007e5,c982f676-c9cb-4362-aae8-1757efed106d,4
c65c1190-ef04-459b-8bf0-bad689e007e5,f9e3f0ef-ac8d-44b1-8bf2-cbe4fef915df,1
ec6e0670-db8a-49d5-8617-64d5722493c3,001c6bc3-c559-4425-8110-ee55420f9448,4
ec6e0670-db8a-49d5-8617-64d5722493c3,cfbf8c21-0f6a-4fad-9735-b4c3e48e4e63,4
ec6e0670-db8a-49d5-8617-64d5722493c3,e8053f9d-454c-4023-a398-fbeae81c1aae,5
ec6e0670-db8a-49d5-8617-64d5722493c3,090bc396-f334-43e8-83e4-7f52f0687ada,4
ec6e0670-db8a-49d5-8617-64d5722493c3,151e19bc-38f5-4c9f-a38d-32c32d0fdb0f,1
ec6e0670-db8a-49d5-8617-64d5722493c3,e2702bd9-9b52-431d-a6ac-198f89a38fe9,5
ec6e0670-db8a-49d5-8617-64d5722493c3,330c11e7-7e5c-4cb9-ae4f-78569318af0a,4
ec6e0670-db8a-49d5-8617-64d5722493c3,39e61844-40f7-4f13-9ab2-61b431070870,4
21593288-d5c1-4ff1-82ef-19ac805f2f30,435963c0-e522-48c5-941c-37175766c751,5
21593288-d5c1-4ff1-82ef-19ac805f2f30,2f8bcb52-af44-44cc-8751-ee06066b254f,2
21593288-d5c1-4ff1-82ef-19ac805f2f30,7083b6b7-5d3f-4b6e-b8e3-b128aed249d2,2
21593288-d5c1-4ff1-82ef-19ac805f2f30,cd33ff97-9982-4e6d-a012-a169bc76a201,3
21593288-d5c1-4ff1-82ef-19ac805f2f30,9882fea0-75f9-45e4-b71e-3dae12c8ca76,4
b7995783-2748-44d1-a0d2-074299ec6a71,f081dbbd-da19-4ce3-b029-8777f309f1d8,1
b7995783-2748-44d1-a0d2-074299ec6a71,5f267520-bcaa-4415-be2a-4bc3e4cc86fd,1
b7995783-2748-44d1-a0d2-074299ec6a71,9a3789e3-6674-4e75-9dcf-8ad028f41427,1
b7995783-2748-44d1-a0d2-074299ec6a71,07cd442a-de2e-48c2-9737-675a0eb7ecff,5
c5ed54fc-a238-40fb-9b6d-a076d18f7e43,9b0fbdd6-40a7-47c2-9dd2-a7ee1ff3b47f,2
c5ed54fc-a238-40fb-9b6d-a076d18f7e43,48a45077-d034-4a61-8631-d48cfc1d4821,2
c5ed54fc-a238-40fb-9b6d-a076d18f7e43,64f23545-f7af-4b89-95cc-10d5b3bea415,2
c5ed54fc-a238-40fb-9b6d-a076d18f7e43,19380287-585c-40b9-b08b-d25e639d2c75,4
9da7b5d3-d87d-4580-94e8-318754d95ef6,f1776b87-75bb-4d42-a460-6082b38c09f4,3
9da7b5d3-d87d-4580-94e8-318754d95ef6,994c2ab5-db3c-4694-a864-957617379733,1
9da7b5d3-d87d-4580-94e8-318754d95ef6,2226ba36-00f1-4d28-9fc8-430e8ddaa9cf,2
9da7b5d3-d87d-4580-94e8-318754d95ef6,590ac57b-e2ec-4b83-bf3d-5f20b95d772c,1
9da7b5d3-d87d-4580-94e8-318754d95ef6,0c45622b-603d-403c-b5cf-1f849bea0caf,5
9da7b5d3-d87d-4580-94e8-318754d95ef6,425be04f-8387-4bb2-89c1-b3481b0463cf,4
c39e9750-243a-4422-bf8a-ca3e0d724e2c,b0cd41ae-7670-419d-81d4-f1cdf1a8577d,1
c39e9750-243a-4422-bf8a-ca3e0d724e2c,20a5aea8-9ee6-4ce2-90a0-e2e2098628d8,4
c39e9750-243a-4422-bf8a-ca3e0d724e2c,e86912ad-6286-45d2-b98b-d2f47863cbdd,1
0d86e106-2112-4509-939c-8f428e65a26f,53742632-cf60-4e9f-be91-b12b05e67225,4
0d86e106-2112-4509-939c-8f428e65a26f,f22cca24-a319-42e3-8a6f-31348f2d2cad,2
0d86e106-2112-4509-939c-8f428e65a26f,c9614117-3309-4f08-ae34-ce55a74daa61,2
0d86e106-2112-4509-939c-8f428e65a26f,bf111119-100c-4945-894a-5ac7273e57be,1
0d86e106-2112-4509-939c-8f428e65a26f,23ba81dd-d8f8-485b-a0cd-70eb337feab5,3
0d86e106-2112-4509-939c-8f428e65a26f,b12786e8-e2c4-40fe-997e-8741ce58b836,2
b447a5c0-92f7-4441-9afa-adcdaea6e90e,45c8129a-d0da-41c5-a123-522e4952069d,3
b447a5c0-92f7-4441-9afa-adcdaea6e90e,ab263d4a-24f2-427e-b99e-79dccf2db5fc,2
b447a5c0-92f7-4441-9afa-adcdaea6e90e,270a9ea6-313a-4dfd-b4b0-f9c83c638b97,3
b447a5c0-92f7-4441-9afa-adcdaea6e90e,3d6f24f3-454f-4c8f-8162-fcab63d97d6d,2
b447a5c0-92f7-4441-9afa-adcdaea6e90e,db29f272-32fe-4c30-8325-eb6ae61fc326,4
b447a5c0-92f7-4441-9afa-adcdaea6e90e,d1d51f97-be23-4495-ad98-02fa9630f96b,4
b447a5c0-92f7-4441-9afa-adcdaea6e90e,86e5d2d6-f11c-4fda-982b-16b4ad70bf6f,3
b447a5c0-92f7-4441-9afa-adcdaea6e90e,a45bd5f9-9ffa-41e4-8ec4-038bbf641ba7,4
dd9bdf31-9752-4473-a344-34f1c4518f27,e19cc0de-ede8-4737-9a81-d8e4cd8d2e71,4
d496af31-d514-4fa9-83bc-09ddc0fe5fa7,f6191790-5b48-49f4-92ce-1643c29e1399,4
d496af31-d514-4fa9-83bc-09ddc0fe5fa7,6ceaa11c-bbca-4671-ac9a-b6ed66b21f30,5
d496af31-d514-4fa9-83bc-09ddc0fe5fa7,14df184b-7725-4d54-b48d-9755cde20083,5
d496af31-d514-4fa9-83bc-09ddc0fe5fa7,e78d0816-1811-4e18-b64c-8c425866c7a7,3
d62337da-38f1-4616-b601-ed79acdaeaf5,1d4c772f-c05c-4fe2-88ad-a5903e327ba5,4
d62337da-38f1-4616-b601-ed79acdaeaf5,1c6dc7b0-f0aa-4604-b318-fdb8e50c6953,3
d62337da-38f1-4616-b601-ed79acdaeaf5,5cb5a40d-90a5-4eed-9250-a8e53af885a6,1
d62337da-38f1-4616-b601-ed79acdaeaf5,de0fc6f8-25f1-487b-9a46-a203d7927f3b,4
59205be3-a9fc-4843-af95-9e3bdda2983d,bc42e391-6987-47c0-a846-ff7c8157b091,2
59205be3-a9fc-4843-af95-9e3bdda2983d,1ca4556e-ec51-46c2-a703-7ba01932a9ab,3
8d99298f-26b8-4ed8-9f4b-f5b8951f269f,44566ed5-f35d-423b-93eb-08d31a4302cb,3
8d99298f-26b8-4ed8-9f4b-f5b8951f269f,754f07b0-1431-461d-830c-1dac2a90dfda,5
8d99298f-26b8-4ed8-9f4b-f5b8951f269f,c881ef5d-b170-4b23-9df1-1502265f57a8,2
8d99298f-26b8-4ed8-9f4b-f5b8951f269f,6d9e7340-8a4d-4eed-ab85-2affb8e0306c,1
308b96d8-7be2-464f-b2ee-8939726f3c27,ee7f1f44-660e-4afe-af55-deb881ca4257,3
308b96d8-7be2-464f-b2ee-8939726f3c27,45b38094-e9fe-4e62-9f88-cc0a1bfc1c20,3
308b96d8-7be2-464f-b2ee-8939726f3c27,99e44d2c-940c-4639-b51e-b7ba5216d67a,4
308b96d8-7be2-464f-b2ee-8939726f3c27,9da43340-acdc-4a83-b5a0-94d8d7e5e4a5,3
308b96d8-7be2-464f-b2ee-8939726f3c27,3bc2d4d2-180c-41c1-8f49-9f9710be48c8,4
308b96d8-7be2-464f-b2ee-8939726f3c27,a071ce9d-bf03-47e2-87b3-c776d18caf4d,1
308b96d8-7be2-464f-b2ee-8939726f3c27,3f31f71e-c5c7-4d65-8f61-21de7da85ec5,2
308b96d8-7be2-464f-b2ee-8939726f3c27,312c3501-44e3-4599-afa6-272091ac8531,2
0ab27a14-b961-4b9b-8055-ffa1dc9d3d6a,507e62a5-39d2-4674-9408-f10862394e3c,1
0ab27a14-b961-4b9b-8055-ffa1dc9d3d6a,0b4fbc69-5b52-4ace-8094-f0f206813aad,5
0ab27a14-b961-4b9b-8055-ffa1dc9d3d6a,c9932036-b38f-45ab-9508-c46547b9b0bd,4
0ab27a14-b961-4b9b-8055-ffa1dc9d3d6a,4fce6c87-b1df-4b63-aa40-57426fd022b1,2
0ab27a14-b961-4b9b-8055-ffa1dc9d3d6a,60fae1a2-cf52-42ed-86fd-d438193ea379,4
0ab27a14-b961-4b9b-8055-ffa1dc9d3d6a,97c15edc-0ee6-4a5b-8de6-5cbc3179fa5e,3
84d8e3b3-94d6-414c-b535-e1c6056c6338,0fe14da0-4b3e-4cb5-afdd-95ef1d2a69b3,4
84d8e3b3-94d6-414c-b535-e1c6056c6338,e903d208-c6cb-47a9-ad25-d5cf3406342b,2
84d8e3b3-94d6-414c-b535-e1c6056c6338,353a08d2-6ca3-4d9e-8c94-ae7519088288,5
84d8e3b3-94d6-414c-b535-e1c6056c6338,6bde71c1-4221-4664-976d-32abac3b207f,3
84d8e3b3-94d6-414c-b535-e1c6056c6338,6da9c21f-7d0a-48d1-80d5-4caf12bc2fd0,5
84d8e3b3-94d6-414c-b535-e1c6056c6338,a4441679-5b5e-422a-9608-b3aa29a0b980,1
84d8e3b3-94d6-414c-b535-e1c6056c6338,d8bec754-50f8-4052-b597-92d402365482,2
84d8e3b3-94d6-414c-b535-e1c6056c6338,250b6f50-d249-4bfc-8066-467ab589c3fe,1
84d8e3b3-94d6-414c-b535-e1c6056c6338,5bea3819-7e51-4cc4-bd66-eb588aa67077,3
84d8e3b3-94d6-414c-b535-e1c6056c6338,b6e6184f-47d7-489f-b883-18df3023d39a,3
e07f274e-7e17-4ff3-a68b-362bdb677d04,32a0968a-a0fa-4520-ba22-15327ccdbb0c,5
e07f274e-7e17-4ff3-a68b-362bdb677d04,c229f237-8485-4dc0-8dfe-e7dfab603134,2
e07f274e-7e17-4ff3-a68b-362bdb677d04,7110450f-2761-46ea-b0c5-db4f91b143d2,2
e07f274e-7e17-4ff3-a68b-362bdb677d04,ca0ce30c-a6bf-4559-b6f2-9b7d29ed6580,5
e07f274e-7e17-4ff3-a68b-362bdb677d04,9da2b566-3b81-474f-862e-d154d5abf034,5
25ebe6d9-a85d-4d78-957f-7618f320e623,1192db50-3138-4ec0-af2c-b861d9c1ce59,1
25ebe6d9-a85d-4d78-957f-7618f320e623,c0f993cb-faed-407f-b318-250d15ec54fd,3
25ebe6d9-a85d-4d78-957f-7618f320e623,62365db6-8608-4942-89d1-2815b6166c5e,4
25ebe6d9-a85d-4d78-957f-7618f320e623,15c9a7bd-b75e-4b64-82f0-9b1e631cc879,5
25ebe6d9-a85d-4d78-957f-7618f320e623,dadc1aa2-55e9-4a9b-af4e-05a8f2a0aab1,5
25ebe6d9-a85d-4d78-957f-7618f320e623,45804a1b-fe9e-4589-8861-f132ba917942,1
25ebe6d9-a85d-4d78-957f-7618f320e623,33d89ad4-3783-4ea3-9f0b-62bf84733e04,4
b6da6cdc-1524-4f38-b373-221e7e21739a,cf0f1ad8-e6a3-401c-b5cd-46beca2b9c3c,5
b6da6cdc-1524-4f38-b373-221e7e21739a,42be6213-6ca8-48f7-b2ca-d4d0f19b84f9,2
b6da6cdc-1524-4f38-b373-221e7e21739a,56a91bd6-1f0c-415c-8bca-97c97729723e,5
b6da6cdc-1524-4f38-b373-221e7e21739a,1b62bf98-f790-469b-b05a-f1588912aba4,4
b6da6cdc-1524-4f38-b373-221e7e21739a,4840e1c9-2f11-4328-9ddd-e5d532999cfa,2
b6da6cdc-1524-4f38-b373-221e7e21739a,6819c966-3343-4854-801d-65c660add0c5,5
b6da6cdc-1524-4f38-b373-221e7e21739a,a70c4521-aea9-462f-97bf-64e1f2582c81,4
b6da6cdc-1524-4f38-b373-221e7e21739a,8bf864cb-d8cb-4941-b2f9-4460da3532df,4
b6da6cdc-1524-4f38-b373-221e7e21739a,10c093b0-1b91-41a0-b585-36da507bf621,5
65b3fdb2-2b58-4058-85e6-3c3122afa05e,c074d3d0-817c-451e-b3ec-dd3381ffe5a0,2
65b3fdb2-2b58-4058-85e6-3c3122afa05e,7944937b-34f9-45b1-a681-7916ce9cc2fe,3
65b3fdb2-2b58-4058-85e6-3c3122afa05e,de10246b-4305-4de3-be2a-31c8d0e80874,5
65b3fdb2-2b58-4058-85e6-3c3122afa05e,f7079f47-7e61-4bc4-9fca-9527c6ef580d,1
65b3fdb2-2b58-4058-85e6-3c3122afa05e,374fab99-e82c-4d59-aac5-b286a712ffa1,4
65b3fdb2-2b58-4058-85e6-3c3122afa05e,2fe24f08-dcb9-46cd-b51f-7f1f7fbc3173,1
3d400ca5-10a4-4f7e-a2b7-13aa6bab29d1,857976e5-a949-4844-b642-67eb9d6d3534,1
3d400ca5-10a4-4f7e-a2b7-13aa6bab29d1,52dceec5-f8fa-4b61-8d4c-b625e7730555,3
3d400ca5-10a4-4f7e-a2b7-13aa6bab29d1,b6ddc53b-5896-43a0-a382-4c81e5051fd6,1
f3ebfc4f-de15-4fc8-8d67-fcbfa2f94965,13d50260-3ac2-4b4e-bd41-d85705d2d142,2
f3ebfc4f-de15-4fc8-8d67-fcbfa2f94965,0c58d363-0cdb-43ae-b473-434ba8cd9018,4
f3ebfc4f-de15-4fc8-8d67-fcbfa2f94965,8aab58a7-7b4d-4d63-8ea1-aafaca95252c,1
f3ebfc4f-de15-4fc8-8d67-fcbfa2f94965,821f24e9-2c45-4726-ad6b-35ad258ded14,2
f3ebfc4f-de15-4fc8-8d67-fcbfa2f94965,da06d164-a1ce-4b8e-904f-a8750b94552c,3
f3ebfc4f-de15-4fc8-8d67-fcbfa2f94965,7cea0946-f4c0-492b-b568-59d18ca90ade,1
f49cc707-a133-49e3-88af-397e2bdc0b71,9482c473-c7d7-4884-be5f-65a1355576e5,4
f49cc707-a133-49e3-88af-397e2bdc0b71,90c4c855-785a-46da-b981-f88dfa724da5,3
f49cc707-a133-49e3-88af-397e2bdc0b71,1fa45461-377e-424f-acb2-d319f28c9aa2,5
f49cc707-a133-49e3-88af-397e2bdc0b71,46c9e4ca-8c92-44cf-8982-bc28eeacfa45,4
f49cc707-a133-49e3-88af-397e2bdc0b71,bece651a-3eba-4b2a-a6d5-c181889fd60e,2
c5329250-69c5-4e6e-89da-7702e4458c6b,a6207880-8258-47e7-88d6-cbf4accedcaf,5
c5329250-69c5-4e6e-89da-7702e4458c6b,d746c2e3-59ed-4bea-9f1c-86e065ce23f6,2
c5329250-69c5-4e6e-89da-7702e4458c6b,1e9a5454-fbcf-4e6b-95d4-86d3e346b6e9,3
c5329250-69c5-4e6e-89da-7702e4458c6b,d6f01853-821a-4304-a98e-5df4fa26d9cd,5
c5329250-69c5-4e6e-89da-7702e4458c6b,3058ee6d-68d3-4e93-a6eb-c2689223f423,3
c5329250-69c5-4e6e-89da-7702e4458c6b,14d74999-f44e-4e6b-adab-444dfddc7391,5
7fbd1d95-8e11-4145-9c86-d0045a7cb1cd,dbd75e63-c359-4072-b94b-6dba6393dbc9,4
7fbd1d95-8e11-4145-9c86-d0045a7cb1cd,4d56f4c4-a89d-4f23-931f-e804c573b7c6,3
7fbd1d95-8e11-4145-9c86-d0045a7cb1cd,10dda0b4-26d4-42a1-92e0-62611285c216,4
7fbd1d95-8e11-4145-9c86-d0045a7cb1cd,a96000d5-9246-49df-b6b7-8608fc227c27,1
7fbd1d95-8e11-4145-9c86-d0045a7cb1cd,31133621-a32c-44e1-8415-1e17bf6f3221,4
af32ca75-264e-4e11-8caf-1314c4fb039a,cb81ecb7-46d1-4859-b5d4-cdca28af0ea5,1
af32ca75-264e-4e11-8caf-1314c4fb039a,7185ab0e-3cce-40f6-a564-3bac88d5b55a,4
d691ae14-5764-46fd-b6ab-0b933a78732f,f1c9f28d-204c-45c0-9580-15ae30f95a6b,1
d691ae14-5764-46fd-b6ab-0b933a78732f,4777d629-ebcf-4f0c-8b02-414f01e05193,2
9d2331ca-a6b1-4d7e-955a-2138ee899e0f,fa9fd19a-ee9f-4e64-9915-6b2cd767ac3c,5
9d2331ca-a6b1-4d7e-955a-2138ee899e0f,b8ac4f2d-f4ac-487b-85f0-bad1d8bc8928,5
9d2331ca-a6b1-4d7e-955a-2138ee899e0f,7f93cd22-9c91-4b27-8b85-411485aced2e,2
9d2331ca-a6b1-4d7e-955a-2138ee899e0f,2f316e82-9ce9-4cbc-ba4c-b6670311826c,3
9d2331ca-a6b1-4d7e-955a-2138ee899e0f,3e41402a-a3b8-47c5-b9c6-65f796cb2b58,5
29604646-51e6-4b8b-8c4b-86c02ea367f4,5425f963-d122-4edf-bd95-245f1172e94c,5
29604646-51e6-4b8b-8c4b-86c02ea367f4,7eb00c3d-c3c8-4253-b23c-1021e808f8b5,5
29604646-51e6-4b8b-8c4b-86c02ea367f4,5baf969d-f67d-4f30-bea8-c09ae9dc0168,4
29604646-51e6-4b8b-8c4b-86c02ea367f4,f06cbb71-4088-4823-91ca-f08c2dbed3fb,2
e6e2dcac-a907-4820-b8e7-df65b869ccaf,26d7111c-ac28-4ab3-bbce-54e9430227dd,3
e6e2dcac-a907-4820-b8e7-df65b869ccaf,865eba73-c5ba-4577-bec4-88e9f1a2cf1b,4
e6e2dcac-a907-4820-b8e7-df65b869ccaf,04289942-90d5-4f7b-8c53-04fa9502d67f,1
e6e2dcac-a907-4820-b8e7-df65b869ccaf,d74e8739-64a3-42c2-93a1-95f8dacf9413,3
e6e2dcac-a907-4820-b8e7-df65b869ccaf,7d4324fe-c4e8-480e-8f11-ea6fd8a9e0e1,3
bbe4c7b2-a92d-4798-804a-b36d8c8dd1dc,937e5e90-702e-416a-83fd-f46fa1af2434,2
bbe4c7b2-a92d-4798-804a-b36d8c8dd1dc,7b4f41cd-4b48-4628-be75-e31d692d0c3d,1
bbe4c7b2-a92d-4798-804a-b36d8c8dd1dc,5e3fde4a-ae22-4f24-8050-9ce4c6b61a44,1
bbe4c7b2-a92d-4798-804a-b36d8c8dd1dc,525274c2-c53b-4c84-b415-6777b7dc8cc8,3
bbe4c7b2-a92d-4798-804a-b36d8c8dd1dc,074362e5-ab01-4394-9298-4e3316764786,3
bbe4c7b2-a92d-4798-804a-b36d8c8dd1dc,5a30f7b2-ac1c-48d6-8090-56c873a1e72b,2
bbe4c7b2-a92d-4798-804a-b36d8c8dd1dc,8dfcd9fd-6818-4866-87a6-38781000e925,1
49813da3-c11f-4295-95b8-d5aa55581ece,b1f14f57-100f-4948-b1ee-f93543fafdab,5
49813da3-c11f-4295-95b8-d5aa55581ece,4ba2e3c6-24d3-4307-bdbe-0cb4c5b9418e,2
49813da3-c11f-4295-95b8-d5aa55581ece,346fba72-2370-4364-a1f9-d0c32b1b8fc3,5
49813da3-c11f-4295-95b8-d5aa55581ece,f729dae2-ffc9-4c28-a094-b0de57fe0321,5
21c341d2-ea80-4430-9a56-a70159e32833,f03725a9-3404-4f20-a5ca-af03a30ac172,3
21c341d2-ea80-4430-9a56-a70159e32833,4f0244c3-611f-43e2-ae96-7ee8e2f737f0,3
21c341d2-ea80-4430-9a56-a70159e32833,93034f9c-24ff-4e0f-a551-68c4fccf49f1,2
