MERCHANT_ID,MERCHANT_NAME,COUSINE_TYPE
dc8add21-c256-431f-90f6-d1ecedc83317,Marmita Hélio,Marmita
c7a337d7-fa09-488f-98d2-b37442ec915f,Pizzaria Eleriane,Pizzaria
4270a5ad-1a5c-4766-9bf5-ff8c5f560e0d,Italiano Nilo,Italiano
62a41c7a-5f27-433f-bd4c-7ba84a91539c,Marmita Jason,Marmita
4f8a23fb-d5f4-4b6a-a34a-b71b8211e4e3,Italiano Daniel,Italiano
dca0f025-c3d1-4cd6-a6d3-388944fd565a,Pizzaria Margarida,Pizzaria
29c39150-0c1a-4cd8-9495-9644bc13c249,Pizzaria Yasmin,Pizzaria
904bfa20-c94f-4517-a4a8-60d7d1af492d,Hamburgeria Yolanda,Hamburgeria
83d52fdf-156e-4bee-b898-0cc9222c11d5,Marmita Ariana,Marmita
e65357ae-c12c-471b-9c4e-210e5b3199fe,Japones Felipe,Japones
b41d7885-5627-4808-b325-d63e71186b2e,Hamburgeria Maria,Hamburgeria
8ed35fc7-1c6b-40b6-a4d5-934f166830af,Marmita Damares,Marmita
51c0beda-1029-4e12-adf2-c83c3f6ebadb,Marmita Anderson,Marmita
6afb6a03-7d35-4a64-b66e-8b3022f412bb,Japones Nathan,Japones
457f1d5b-671d-4435-b056-db4cd270b961,Hamburgeria Tatiana,Hamburgeria
7b74c66c-2189-4deb-a60a-29a294d77ede,Japones José,Japones
c78bab3a-68f0-4ddd-a34b-ecf2344bf1d8,Pizzaria Talita,Pizzaria
5fdd735c-7023-4e42-b7d9-c3a7c24a30dd,Italiano Josiel,Italiano
25585676-b824-4cda-9f0a-219d5b5fc310,Pizzaria Hildebrando,Pizzaria
7eba7343-1268-4b7d-84e3-f40a0760c55f,Pizzaria Sandra,Pizzaria
4a2f5deb-22da-415d-959d-240466966164,Italiano Paula,Italiano
965ee6a2-f26b-403a-a811-259e8da1dfd2,Hamburgeria Larissa,Hamburgeria
a7b70ba1-f1d4-42ad-8c7e-137c07055251,Pizzaria Yeda,Pizzaria
a0916d10-2b5e-4993-bb0c-c139fceb395a,Hamburgeria Eric,Hamburgeria
07c257cc-acfc-439d-bb6f-5bcc4d74063c,Pizzaria Tainá,Pizzaria
80e80539-a931-4837-a345-f441e9766bc6,Italiano Ingrid,Italiano
730d79f8-ed86-4417-92e7-c785352c8d48,Italiano Laís,Italiano
e382620b-fa3e-4e1e-a47f-99a4570aaee2,Japones José,Japones
7ca95a61-e695-42be-9a2f-e564a11d67a4,Pizzaria Nathan,Pizzaria
c13c81b0-2893-4545-8f17-2d6353a6dc4b,Japones Sônia,Japones
2b2ae8eb-7fac-4dc9-9c69-db9b4a097587,Hamburgeria Xilena,Hamburgeria
bfe739e2-ad55-4f88-9d9e-619e1a6bc4d7,Marmita Martin,Marmita
30f0287a-587d-45bb-9573-a2944151200b,Italiano Charlene,Italiano
ce4bfad7-710c-4db7-9e2f-d8833d094800,Italiano Leandro,Italiano
bf5686e3-80b4-4fa0-82d6-966d79d85428,Hamburgeria Quitéria,Hamburgeria
c12c9c28-0fc3-4cf7-a75c-7d4ec56bb436,Japones Junior,Japones
eed54695-701b-477c-b27a-a6822a34c745,Marmita David,Marmita
99c5c940-5377-4777-b953-e4d6bf7bd4f1,Marmita Saulo,Marmita
c7c7f52a-0948-49f5-8a06-c8a911dc0293,Japones Bete,Japones
fa40c95b-c53c-420d-82c0-f67abf88f378,Marmita Ana,Marmita
ef1df052-db9a-42f0-83eb-0b92710138df,Japones Suzy,Japones
bda330a5-4f6c-4c38-888c-27991293f41a,Marmita Marco,Marmita
53a3c1ed-3810-4213-8efe-613add4685ce,Hamburgeria Pablo,Hamburgeria
ea3926d1-f517-4362-87a0-e464a45d3897,Hamburgeria Luan,Hamburgeria
b3de1481-84ba-46cb-a5a6-bcefc40ad107,Hamburgeria Solange,Hamburgeria
563d122e-7c5c-4cfa-a1a5-2ddae092b4c5,Marmita Eduarda,Marmita
ff2693ca-a8e3-49bf-8d83-094e40d41ff0,Marmita Elias,Marmita
7ea7a59e-450b-42a8-9b48-b82057e2b53d,Japones Selma,Japones
869dedad-863e-4766-98ac-616dad699f8a,Pizzaria Guilherme,Pizzaria
c5e6848b-0a33-4e1c-8bfa-7f7c350edc95,Pizzaria Manuel,Pizzaria
035dc5ad-108c-4508-ab4e-b6616502b0a8,Hamburgeria Samuel,Hamburgeria
c3a6cac6-9f9e-40c6-96db-25c2bf823106,Pizzaria Fabiano,Pizzaria
836b5c32-ce2b-4055-a454-5a6e294cde7d,Marmita Rose,Marmita
70efa9fc-48b7-46a0-93cd-3d7f348f8af4,Italiano Emílio,Italiano
28c6d0d3-927c-47d2-9b96-adf2267fce50,Marmita Décio,Marmita
8f480a7e-d9e3-4290-aca9-c1938ec2a7cc,Marmita Alberto,Marmita
366ae0f6-f8cc-41d0-89fb-2ae3e26a081d,Italiano Ramon,Italiano
9b1822ca-c22f-4e6a-9000-a7e623665773,Hamburgeria Jair,Hamburgeria
cf49d0c1-0be1-40e0-989e-d9d02f8f1417,Italiano Frederico,Italiano
ebeb9743-1df7-4cd2-8914-13dce8cd0ad4,Pizzaria Ediane,Pizzaria
951452e9-b334-4fe2-ab75-5b58be711850,Pizzaria Roberto,Pizzaria
f1bdd1fd-2c98-4a37-a6ca-6136c63959a9,Marmita José,Marmita
62cd4345-2580-4ca2-b4e6-f47432301006,Hamburgeria Silvair,Hamburgeria
85a33f83-b4b7-4c6f-a5b6-eddd76addf46,Pizzaria Eduardo,Pizzaria
f542212e-6245-4b58-893e-b0f0f95c74a3,Italiano Telma,Italiano
e20171b6-db20-4e30-b926-721f486dda86,Japones Marcela,Japones
908ec090-a147-48eb-9211-dce5f2167bea,Marmita Camila,Marmita
6a017d00-ea62-4b9e-aac0-2c72f1424bd1,Hamburgeria Francielle,Hamburgeria
9123e3c1-d65d-4a74-bc60-b92d48c545c3,Japones Túlio,Japones
7154b7c0-3055-4ed6-a600-9e08560cd3b6,Marmita Lena,Marmita
2e18b0d0-024c-48cc-86bb-066cb4d600a6,Japones Augusto,Japones
14092cf6-36e3-4bf2-9792-37574917e543,Pizzaria Demilson,Pizzaria
1ba6fb64-95ce-4635-aa7d-7fce2e000b40,Pizzaria Soraya,Pizzaria
4accb89d-d89e-4459-ba6b-bad717a3d6d7,Japones Eleriane,Japones
0bd7a15a-5177-4c6c-9096-0f6cd813d70d,Pizzaria Bento,Pizzaria
e8f4d312-e4e8-44b2-99e6-d7b4aa70f4b2,Italiano Gilson,Italiano
35faad60-d76f-4b56-846b-c620f39fa2a2,Marmita Lara,Marmita
b19d7c6e-7f68-47fb-ab21-c3c9c1f9b1e3,Pizzaria Rosângela,Pizzaria
ec4fcda4-9ac8-4c81-8f1c-c4bff2f42fde,Marmita Thiago,Marmita
2f306682-f858-436e-8155-55da221c9c23,Italiano Emílio,Italiano
49b0c311-ec90-40eb-9155-a5993f0e1146,Pizzaria Jack,Pizzaria
012d4da4-a078-4e1d-bfd4-a7c66c276fc0,Hamburgeria Luís,Hamburgeria
dc5327cb-7979-4de9-9313-6a06922c1465,Marmita Marina,Marmita
3f561285-1531-40d6-a6fb-80df9074c728,Marmita Zulmira,Marmita
deb13eb5-4ce0-40ed-9d53-0e4d7374e8eb,Hamburgeria Carlos,Hamburgeria
36db4e3f-d04f-4f29-97c4-5eeef16e612c,Pizzaria Plínio,Pizzaria
6d1cee60-f35e-4d4b-86a5-4eaeb5331063,Marmita Joyce,Marmita
a584525c-0650-4ee3-b90d-5241b1def5d3,Pizzaria Adriana,Pizzaria
2bef443e-49a8-43c4-9875-18f6aa04b8c0,Italiano Severino,Italiano
761a5b5d-01e6-4c10-b6ac-acc6d708dd51,Hamburgeria Miguel,Hamburgeria
0064bdfc-ff3a-4cd4-b34f-caeb4fe586eb,Pizzaria Meire,Pizzaria
d2b2bf34-c47d-4bd4-a091-17277a906ea5,Marmita Amália,Marmita
e1594e02-8bd3-4147-b1c2-b3bb307e4f9e,Hamburgeria Yasmin,Hamburgeria
001ab330-4813-4ada-84a4-6116cd5d7344,Pizzaria Kiara,Pizzaria
71e2a92d-16a9-478d-a14c-82ec7c2eb1fa,Pizzaria Tainara,Pizzaria
22af54e7-4c5e-4a71-8243-7af9df8c80f4,Marmita Everton,Marmita
18f97a48-1217-4740-86b3-fac1a31309da,Pizzaria Edilene,Pizzaria
7323320f-da2f-4308-9ca2-a04a48e19fa9,Italiano Marielle,Italiano
76f31b95-1d09-4aad-938f-cb18a4642fa0,Japones João,Japones
968a1e17-4a4b-456b-98b7-11a8f528abbd,Marmita Vanda,Marmita
d00ff28a-2e9b-4fa4-8c21-4995d050617d,Italiano Raquel,Italiano
4164bd22-e79d-48ee-84f6-f840f853f512,Pizzaria Silvair,Pizzaria
d8f83d29-ee59-4082-a980-2c358612a628,Hamburgeria Lena,Hamburgeria
cd3b72a7-4c46-4f92-a39f-e1488ac79b95,Japones Elizabete,Japones
de4b843a-b44f-4660-9ff0-55c501c06555,Japones Cristiano,Japones
7fb935a4-f1d6-4768-a570-a49de0715d7e,Pizzaria Jenny,Pizzaria
7f8ecaaf-2ae7-452b-b8e3-ab44ac3166c2,Pizzaria Valéria,Pizzaria
d9c0cd8e-2c30-4e22-8f82-1967594da685,Italiano Laura,Italiano
509d4d22-e256-4e30-947e-8ffb0ef2e464,Pizzaria Sandra,Pizzaria
9c3944d4-ca95-4eaa-8c13-281b62582b79,Japones Tiago,Japones
27efdef7-c6ad-4a19-b8be-acb7dc2f630e,Japones Verônica,Japones
be8d6b57-9759-4481-950d-6edfb185b940,Italiano César,Italiano
86bcc7ea-d58c-492e-bb64-a51120f24c83,Marmita Ronaldo,Marmita
ca680264-dfd2-4f11-91b5-fd35057bfcdd,Italiano Roseli,Italiano
64591544-335d-4189-8a8f-cbec37177755,Italiano Robert,Italiano
8242ed14-482d-4582-a4d1-0f830ddbeed9,Marmita Thaís,Marmita
c5302ae5-bc89-43e4-b0ea-81bc3ff27401,Hamburgeria Tatiana,Hamburgeria
7f3cdc7d-aece-47a5-b025-173986f89279,Italiano Luiz,Italiano
2aea314e-94db-49b0-922c-7206b646e389,Italiano Domingos,Italiano
dcd327c0-608f-44c4-b7f6-b16a3c64dce6,Marmita Eduardo,Marmita
c1b8c455-cb4c-4090-8ca9-c86e47c4c3b0,Pizzaria Everton,Pizzaria
808feda8-d315-42e4-9ab2-1a7fe82923e9,Hamburgeria Damião,Hamburgeria
3306cf51-697e-426e-8a4a-2187d370f685,Italiano Maria,Italiano
e9d04926-2377-41ee-ac01-7ffbe3790f68,Japones Gilmar,Japones
2dfdb703-f72a-4632-97f7-f0ec9ec8fbac,Japones Romildo,Japones
daeb9802-0aea-4e22-810e-d5a9dcd803db,Hamburgeria Luiz,Hamburgeria
a3582cdb-961e-4ab7-b2cf-1d001c60cca6,Pizzaria Rosilda,Pizzaria
3b7588f3-0e41-4850-b2b1-599d4cb23b44,Japones Geraldo,Japones
b0a1cddb-6f01-4750-bd55-1c4f16251cd3,Italiano Mirian,Italiano
ee4e158a-b0d9-4c42-9bc8-b3c3c31ad63b,Hamburgeria Zulmira,Hamburgeria
a319e797-5d27-4258-8381-febcf2320b3c,Marmita Dara,Marmita
c46eb97b-6d07-42ea-81ef-692d93444029,Pizzaria Alan,Pizzaria
8c245046-3a74-4145-bf2d-bae771926607,Hamburgeria Edilene,Hamburgeria
7fc57f31-709e-45d3-aa0e-e5f49daad052,Italiano Gisele,Italiano
25b718a8-410a-45c9-9234-f8707f76931e,Hamburgeria Gilberto,Hamburgeria
5633a900-016d-4e97-9e23-f544ecb17218,Italiano Alessandre,Italiano
abed6cc1-7f7e-413f-b331-13f035327620,Marmita Nádia,Marmita
18972c3c-78ea-49a6-a156-375167307860,Pizzaria Flávio,Pizzaria
d3652cb4-f7f4-45cf-91f5-9b658c1e68a3,Marmita Maria,Marmita
f43dfbc1-afee-4908-bfba-81f7f1f917df,Marmita Hércules,Marmita
0080e501-aac5-4946-91ba-6a48d0812132,Pizzaria Fabiano,Pizzaria
c0e4def7-ee22-4e46-a4aa-a11e15d4acb9,Hamburgeria Felipe,Hamburgeria
5201c217-4a1e-41f6-b861-68c2dc32289a,Italiano Fábio,Italiano
ca9f1b00-96f5-4746-b162-b47653c5d98b,Hamburgeria Nilo,Hamburgeria
1ea7c4ff-1afc-4b02-9a5d-fdfc21936c50,Italiano Leandro,Italiano
44ef5543-2c4c-4acd-a9fe-6272f5bd4c6c,Hamburgeria Nivaldo,Hamburgeria
625baf9f-a980-464f-9cd9-f28710b2bf45,Marmita Bruna,Marmita
1827c19b-f444-47be-9238-f01b23fc8446,Pizzaria Cirilo,Pizzaria
cdaa6c97-09e6-4dfe-9d18-c648824fc7bf,Marmita Caio,Marmita
5a44de52-a328-4a42-a966-fe72d44c207e,Marmita Luiz,Marmita
61e60bc2-ce3b-440c-b583-563085d19e3f,Pizzaria Madalena,Pizzaria
341236f3-91b4-4b52-842c-23661da30f59,Marmita Melanie,Marmita
0cf1b37a-05fd-4948-abd8-ad021364a15b,Marmita Keyla,Marmita
5adc8134-9a5f-45c7-8378-64ed0ca2f0a4,Japones Márcio,Japones
1fa0c123-f7d3-4ff6-98b0-f6338b266172,Hamburgeria Ediane,Hamburgeria
e2a306f4-d2db-4fd7-86b8-adf92da7e1da,Pizzaria Priscila,Pizzaria
52b55ce3-a60d-49d3-a04b-18fe9e57ce96,Japones Charles,Japones
55d09e02-9f56-48d9-80f6-a3611fdc71b9,Pizzaria Ângelo,Pizzaria
74dda0b1-f51b-4fd8-a0ef-89d144bf5592,Japones Mônica,Japones
a044d40a-5db0-4aca-8a5c-85bd16bf99cd,Japones André,Japones
6b39841e-b301-4025-bfc6-a623606a3c6b,Italiano Melissa,Italiano
a5b4b3ae-2d32-4a2c-adcf-2d76f431770b,Japones Martin,Japones
0a9e1bcc-e560-4003-9c91-02cf75255976,Hamburgeria Elizabete,Hamburgeria
4f459955-c80e-4908-a43b-11ea01310b5f,Italiano Felícia,Italiano
ec28a217-ed28-46d2-9ac4-e487ef1d236e,Japones Fred,Japones
1aec2476-c9e0-4e6f-b052-ba91f17ecbc7,Japones Suzana,Japones
671ac224-0a53-4128-8115-fd0c9835773b,Italiano Susan,Italiano
e329611b-6793-4bea-a7d7-329f94b97696,Hamburgeria Charlene,Hamburgeria
bf4e0e0c-30fa-4a61-a833-87ee28925fc2,Pizzaria Vânia,Pizzaria
02414a3e-3938-4176-a488-6a76a1bb6a2a,Italiano Rodrigo,Italiano
31d569b5-4adf-4a73-a1a0-6f59490150bc,Marmita Ana,Marmita
e1addf87-9b26-4cb6-8daf-028509900f85,Marmita Edu,Marmita
41c66e1a-dc69-43df-8b06-1ddd56237ef1,Japones Luciana,Japones
9f1da247-699f-4c39-bf77-7167fa649d34,Italiano José,Italiano
73c2a3d0-6136-4814-bb77-53df37e11872,Marmita Itamar,Marmita
5f9964b9-a47f-43b0-8d9e-812653123d0d,Japones Eduardo,Japones
7a56b8a3-a3d9-4c40-899b-2b2c8bef3c90,Italiano Ivone,Italiano
4998965f-5443-464d-aa75-eaed63693d25,Pizzaria Mariano,Pizzaria
e2d6fd1e-dd4b-4ef3-b6d3-8e2d34389dd8,Italiano Michele,Italiano
0d77248d-0e99-4be4-bca3-467221c3393a,Italiano Marcela,Italiano
c87da9d3-33c3-48db-9c69-4bdb1b6b8ff7,Marmita Benjamin,Marmita
c078131c-9d45-4d8d-8fb3-2ed52b2f94da,Hamburgeria Mateus,Hamburgeria
1e14f2d6-80b6-46c5-9e89-e3e3b5a26b31,Marmita Alex,Marmita
7e3f1af3-2e21-4d4d-8545-91f4ab4de8b5,Pizzaria Willian,Pizzaria
cb4df156-dfee-4bcb-8185-8ef78cb4d9a2,Marmita Jânio,Marmita
933c10d5-a023-4f78-b834-5bccfac329ea,Marmita Wilson,Marmita
70bdceb2-91db-4aad-9510-cfa289cbb46e,Japones Filipe,Japones
2fdbe191-9313-4eeb-bd34-4e0578f3a9f1,Marmita Matilde,Marmita
db3890da-37f1-46e3-8f2f-e3b252dc6d35,Hamburgeria Rosana,Hamburgeria
a50ff88a-9d0b-40ca-b5e6-c5d5da78ec0a,Japones Teresa,Japones
76695d86-f244-43d9-8411-436dafea7962,Italiano Matilde,Italiano
3e356946-18d3-45d7-b602-7434fc843613,Marmita César,Marmita
7e6e03c2-9039-418f-ae55-7e464996a6b4,Italiano Valeska,Italiano
2b89b85a-0e03-4c03-a55a-efef32d3f01f,Marmita Eleriane,Marmita
457f66b2-a21c-431f-a538-8248405c5ddf,Pizzaria Félix,Pizzaria
9f35e27d-8df6-48f2-ba9b-0e1f1f0cac30,Pizzaria Albano,Pizzaria
a89ee640-4cc9-4318-b72e-c6e4a56c9a69,Japones Fagner,Japones
4b9460eb-4d5a-4be7-89f4-148003c4caae,Italiano Nicole,Italiano
76beac4c-6672-4379-a7ce-0de455653180,Japones Heloísa,Japones
0ccbab1a-9332-44a5-8a6d-4dfd63be5445,Hamburgeria Uribe,Hamburgeria
d4505c2b-d60a-4405-9008-80fd377612c3,Pizzaria Poliana,Pizzaria
18b221aa-c1c5-443f-9a9a-52592661ed9a,Marmita Olavo,Marmita
76058a06-39db-42cb-b3bf-28d391b6ca70,Italiano Poliana,Italiano
a1b9d5ca-dd2b-4ba4-8d25-1f8086e416e0,Pizzaria Alex,Pizzaria
03efa072-0499-4f32-8d5b-b2d457b734c8,Marmita Adrielle,Marmita
73212ad9-df5a-4f4e-9a93-b25e6c84f98d,Hamburgeria Ediane,Hamburgeria
6af7acba-8383-4429-ab42-d10936944080,Italiano Wellington,Italiano
f1080d18-aa62-48a7-a989-38043a220f11,Pizzaria Wesley,Pizzaria
f68e95a9-d6ed-4438-9e00-4f3877c6ad6e,Pizzaria Walter,Pizzaria
84d35696-9dd0-481d-93ee-6cbb1fdc34c6,Pizzaria Wanda,Pizzaria
d79fcc79-8c75-4c64-b52d-7b67536ab8d1,Hamburgeria Lara,Hamburgeria
40c8b986-8e19-4b0b-a08d-ea37b7e64bfb,Hamburgeria Amanda,Hamburgeria
8d39bd32-cc81-478f-83b8-567ed96db468,Hamburgeria Ademar,Hamburgeria
ad309928-8758-4584-997e-e8c6db0dc84a,Japones Sâmia,Japones
1c6b58f0-5fbd-48e5-85c5-3223935627a6,Italiano Jonathas,Italiano
1844990e-fff7-40d2-9d85-5bfa7bc85c49,Italiano Heitor,Italiano
db29cd25-6d8e-49d9-885b-2602410036e8,Marmita Adílson,Marmita
60d15f16-bedf-4b6f-bdd8-d4aaf0c8ad02,Japones Elizabete,Japones
985bc759-1c9c-4653-b578-5f8b47345102,Italiano Artur,Italiano
7bebaef7-9fc5-4976-9b0b-6b5135902d90,Japones Hélio,Japones
eeb93ad3-2fe9-4a2d-a8c7-f54bd07869c2,Japones Paulínia,Japones
b494dd9b-90f6-4127-b8d2-54e40be83ff0,Pizzaria Eleriane,Pizzaria
0c1b00bc-0fb8-4e87-8bcc-14140df83211,Italiano Raíssa,Italiano
e9029098-df77-419b-baee-f09be49d7f30,Hamburgeria Carla,Hamburgeria
a7f07edf-a98a-4c56-8ccc-39b03686c949,Italiano Inácio,Italiano
7d8b97e5-957a-474c-bf6d-d3ab4ce3995c,Marmita Jairo,Marmita
936d02b0-c2da-48fe-a5af-743ea674a9cb,Marmita Olímpia,Marmita
d0994c23-68a8-4e08-bc75-6b749da6f06b,Italiano Vinícius,Italiano
1ba50820-86c1-484c-8e50-1331765635bd,Italiano Wanda,Italiano
ce7df8e1-6512-477d-82f2-40c2b6c46dcb,Pizzaria Wilma,Pizzaria
afd2f2be-956d-4751-9e11-3703ba6fe8f1,Marmita Roberto,Marmita
5d334a8e-5d5b-464c-987c-e038876c00b5,Japones Raiane,Japones
405a09e2-990a-42ea-a320-557d33213ca8,Marmita Taís,Marmita
6f62d2b1-48c9-495e-8247-725c22e7febb,Pizzaria Maísa,Pizzaria
69fabfd8-89bf-4b1b-b748-ab1c240d85d2,Italiano Leonardo,Italiano
49319a86-ea96-4e9b-86f3-250094dde542,Pizzaria Ivete,Pizzaria
76def680-eb20-4d53-b47a-a815de35c953,Hamburgeria Ezequiel,Hamburgeria
2d934e76-0bb0-4f09-b385-796fca0b1888,Japones Paula,Japones
2dff0478-5d34-4ec9-b81a-add9dfe9b8c2,Hamburgeria Jandira,Hamburgeria
