ITEM_ID,ITEM_NAME,MERCHANT_ID,ITEM_PRICE
942e4ee4-5115-48c2-abce-08e63e5719d8,FOOD5,3824ab9b-ae0b-4a04-b8de-2c82a4a3d60d,27.11
29d57f6b-d288-42ad-9cf1-66f62debdf1a,BEVERAGE1,531f05a2-b46d-4051-a808-e8bf6c732c84,37.43
e008dff2-5351-4884-9e98-a68f50926918,FOOD5,eb2c158c-5a15-4f27-8d0d-e9f06992dd12,17.9
5bb52e7f-e4d5-4791-84a3-91e319840bf5,BEVERAGE5,758fda96-85bd-47b9-913f-bfe480335bc8,14.88
e7cdc165-4c8e-4948-85ed-1f1fa49f538c,BEVERAGE3,b19e3a3b-f4f4-4a40-acd4-ac154b4e2364,43.09
27f59107-3227-4d38-a82b-8e11897e53d8,BEVERAGE5,7cf9b02f-4c7c-43e6-b5a9-6bffc0681317,22.59
887c26fe-fa74-45e9-9d6e-eb21d388930d,DESSERT4,968ebff0-65a5-4bf7-95dc-389c2e893e66,37.19
e0318f96-9f37-4eaf-8c40-2c428fd76ae8,BEVERAGE1,507937b6-3037-4a96-8891-9f309c0b1bce,31.3
be471d4f-e49d-4ddf-a563-7961f72c7fea,DESSERT1,79ff2c5e-2bf7-4eba-90ff-5f96157c95f3,14.97
4226226a-6dc0-4d8e-a61b-e32eb79c7c55,DESSERT3,fc0261a7-815f-404b-870a-e73691459955,40.88
9c1b40e0-3906-4c52-b3f4-9a4694290722,FOOD5,fd42a966-06bd-430c-b856-8e0a5dc871fa,47.6
42db673c-2711-422f-ba15-1648e330e7b0,BEVERAGE2,f2f744e7-0241-4916-a825-1db08855750e,17.53
5ef665ed-d4e7-4dd5-afbc-64dfdc2ef459,DESSERT1,70efa9fc-48b7-46a0-93cd-3d7f348f8af4,24.73
02fac2f1-964c-4d93-9758-72e7102edf81,DESSERT3,dd9a6178-acad-4cc8-83b4-65f97d998344,37.97
cde9a4cd-c9da-4e58-a189-da7a44da661e,BEVERAGE3,486b2175-9839-467f-aa04-8baef27cea17,22.38
ac23d383-36e6-43ab-bf48-2fd01bb79fe5,DESSERT2,7fd35fd1-8eeb-469b-829f-5a07a4fe1666,38.12
0393c5c6-9854-482d-921c-32cf10224a02,BEVERAGE2,76639357-3071-486c-a92b-1e2e88b4a28d,33.96
45376c4f-32d2-4d51-b6f4-2229404401ef,FOOD2,8db537f8-f5c8-4864-b079-99973b0a8fca,46.11
efd22af9-fa30-4a61-8baf-e86605597299,DESSERT2,56d9a957-5d9b-47bd-b7c1-b630464314c2,22.25
30bf49e4-b2f7-454a-9449-ed18d2a22b7e,BEVERAGE2,7ba4d76b-ca2d-4266-925a-4fb6b8750288,31.85
4feb0052-7b92-434d-a397-39cdff1c9aec,FOOD1,b8351be8-463f-44de-80d6-361e19342e1e,12.56
e6963cee-985d-4c5b-b7dd-fa84ca8a24ad,BEVERAGE4,9c7c989f-296e-4ec0-98c7-35753441bb88,26.85
98e1baeb-77e5-4237-9312-2902b93c664d,DESSERT4,fe93c8d1-fa96-40f7-90e2-bfb3ba4e028a,16.77
21ea9b45-32b7-4261-9dad-d6e4a67180ec,BEVERAGE2,d20587f1-f22a-4368-9f3e-d29d78a5ef28,30.3
02d37b60-96ea-4670-8e9f-5c3a8704b6b9,FOOD3,cd070248-524a-407a-85a4-86b8ac2daf1c,16.91
39c91b79-48da-4970-941d-33e568790201,BEVERAGE3,08064da1-6bad-4f61-8c04-9d5536c876ed,11.07
9d393a90-466b-4f92-981e-574ee806a0a2,DESSERT5,fafb2701-73a4-47ee-a317-b5f4a6b236ae,39.56
e7488e04-9313-4156-9687-a9c0ad6ea78f,FOOD4,c812d124-8348-41c2-87d3-281e382d089f,16.55
6b325652-a2c4-4fa8-b2ef-b6f49153265d,BEVERAGE2,2f306682-f858-436e-8155-55da221c9c23,17.08
098e6a2c-6508-4779-9c1c-caa3cc7d1214,DESSERT3,c4268b93-5a23-44a1-856f-5499a8029794,45.02
242433fa-b59f-465d-886f-4c67df0c8ef1,DESSERT5,b3de1481-84ba-46cb-a5a6-bcefc40ad107,49.09
1cd5f2a4-314c-4f77-969e-7fa7d5ab75b9,DESSERT1,23e15121-a0aa-4ab0-a925-34f2367a8484,18.38
74d98b88-6bba-40f0-80fd-94e1b09a6340,BEVERAGE4,132c13f9-3064-48ce-a47d-b4c890b9fd50,44.67
b15df1e2-8023-40cb-be79-66c3ed91e35a,BEVERAGE2,133491e0-5157-4b0c-810b-6b6d148e30c3,35.26
7acea5d5-36fb-4330-b9a6-1d077d9566b1,DESSERT5,cd62aaa5-8650-4172-b07f-a5f30eb810f2,49.96
23c1db57-b272-4577-973a-78fabb82cd1c,FOOD3,239632ae-05fd-41cb-a6fb-64b4fa175f20,40.52
110ddd0f-1958-422e-93b6-1290aca98559,FOOD4,83451c0d-78af-421e-9cea-cf4630288c6c,47.9
25d1844c-59e7-4070-abf4-aca1bb070b08,DESSERT1,d0553e6f-a454-4ac0-b5bd-5c80282e4c4a,32.95
4946ab03-85b9-4690-a929-3dae9af9fb79,FOOD3,8c3e319c-09d8-4460-ba7c-20ee0c2c7c66,20.61
09e8ef0e-9698-4767-8eba-2efde687c0f4,FOOD5,11de4213-7e3d-4561-8148-ed45c77addaa,17.49
3b3e382e-712e-4813-b563-9a121dd3a60c,FOOD3,b985947a-903f-478e-b4cb-321a10cdb8e6,20.3
0fd115e0-6170-4765-8c16-32a953270ec2,BEVERAGE5,d9c0cd8e-2c30-4e22-8f82-1967594da685,33.87
af7c3412-1928-4cc5-a1fb-7e41fa811227,BEVERAGE5,ee00a3f2-8178-4d21-b806-8d9825b899dd,28.02
dba50c53-cf07-4082-9476-40fcb1ea9f73,FOOD3,eeb1b558-b199-4b3c-97e8-c04724933241,40.19
9df34a7b-3fa4-4953-9f25-41df04e11e8c,FOOD3,be7a5580-36a2-4719-be83-00af74a85cda,41.25
23aeabc3-88eb-46dd-91d0-c0878bc4a6a0,BEVERAGE4,cb0cccd9-cbc1-4f4c-a94c-e1a4d3c7b7c2,41.82
cfeecb3c-c9cb-40c2-ad26-a9f0484f5568,DESSERT1,859d630d-c548-4b5e-98d0-4e653587c72a,30.62
00a4a4d8-0248-4a46-a98f-595510098436,FOOD2,03645e2a-9f3f-44d9-87f7-bfebbdcfe31b,41.04
42882d21-1556-4b1c-9ddb-b5db319a4087,DESSERT4,ac904afc-1631-4fc0-88a1-2a6e5cc82e31,47.04
8df71e7b-ffe6-4d99-91c9-9d8570e57820,BEVERAGE1,e8893ad7-7805-4962-a79d-13c3ae3eff28,20.77
ff76dd5f-bcc2-497a-9385-3aabc4763dfa,DESSERT1,30bc4e17-72c1-4972-ac4d-bfc5518c9967,37.22
c8e65e54-f74b-4e86-8e79-861d9dfa52eb,DESSERT1,366ae0f6-f8cc-41d0-89fb-2ae3e26a081d,45.61
c1523a3d-3c6b-4864-92ff-ab64bc8adcfc,BEVERAGE5,0fb0bb35-872d-42ec-830b-5940ea3d2fc4,41.75
0cfccb57-4738-4b7b-8f96-09693271668c,BEVERAGE4,951452e9-b334-4fe2-ab75-5b58be711850,14.96
485221e1-9f93-48d9-ba94-68c14e76c415,BEVERAGE3,4ff32776-8972-4a01-ae52-1149820546c0,14.14
a861a15e-86c5-4477-931b-e6472267cc4d,BEVERAGE1,8c9d3709-5286-4256-92cd-4f11edf62260,20.36
7769eeb7-125c-40d5-9015-d9fbac1b4b71,FOOD2,3fc484d1-bbeb-4a35-b482-7992d78a97c4,29.8
177f2a31-d5de-4c3d-894e-f437681f675b,FOOD5,8c19d087-e9c3-4db2-89db-f84714df1856,23.51
9e3f2b31-9fad-46ef-9610-4a418dee3cdd,DESSERT4,b913079d-c99f-40f4-a611-eee3f194a079,29.27
866a19ad-80fa-455b-b16f-4155b6a2599c,BEVERAGE1,ca59ac89-226d-4118-b3d2-3e2ce5383269,20.42
3f9621ca-3271-4175-a8aa-1bf692b96b3d,BEVERAGE5,3f643b6e-3c54-4c63-a57d-2f7501ae15e4,16.81
1ce54d59-4faa-45aa-9dad-eaea7df07cae,DESSERT5,93c6274e-3e48-4fd6-bd0c-e2453acd51ad,11.0
843268f1-cd6d-45ed-b98f-86ea353a08df,FOOD1,8bee4091-f1c7-4e74-9f5e-e8d2faccdae9,15.63
fc93ab25-3626-437c-ada7-4fc896e84e7d,DESSERT2,9318f4bc-b954-4e4c-bba5-3c3173cbd2e4,21.81
845106d6-5929-439d-a16b-8515e127e5d7,FOOD4,32e7dc5b-7fec-48ea-969f-978a261d345b,12.21
6bf1011a-0a98-42bd-886e-2d3398f731c5,FOOD3,1cf7466d-1d8f-487c-82a6-e48ac02e5a18,30.07
5c772616-cc2c-4900-b765-b2a669176883,BEVERAGE1,c355ce6f-a05a-4e9a-b48d-91b21738041f,30.61
f2914acf-d8f5-4917-8e20-8c19f6c1ce7a,FOOD1,42542c50-8467-4465-bc34-e5c5cf219e24,28.46
6fa02122-a96b-42dd-a059-a5f474a3e079,FOOD5,00b6a65b-5439-41a4-8f0c-94c19f1c5793,21.2
409ee222-c4b7-412d-abea-04baa76692eb,FOOD2,c0b8eed6-37f0-4c17-aab3-10467cbfd0ac,32.65
324c594b-6651-42ab-80b5-6917230dc882,BEVERAGE3,eeb1b558-b199-4b3c-97e8-c04724933241,33.56
bdd1683a-28b3-4d5e-8aae-0a3e0462aad7,DESSERT5,380f77bc-66fa-4a92-a6a1-f31570e6ad21,34.27
db60eb5f-8cf4-43f5-95d1-6d499deb74d5,BEVERAGE4,3bb583cb-68d7-4f65-b371-43e009e8fac9,30.85
ea157c1a-4695-4d47-a669-808c469cc771,BEVERAGE4,a5d84678-0460-4c15-95cc-f7962523f493,22.11
8eb5fdc6-a071-4a2e-86ba-f933002f6210,DESSERT5,4bb67bad-8156-4dca-a50d-0d37ee600599,13.07
41246c71-4f90-490c-9ece-e17ada6c22cd,BEVERAGE1,b9b6ae2d-522d-4a5d-b895-c13ee53c3a6d,34.0
40f89783-6b0a-4db7-b51d-94dd169c05ba,FOOD2,5b998d32-0879-472d-b0d5-50cb9df1d4eb,16.59
c5c59fa7-fc57-4ad5-8f55-80fc243b2808,BEVERAGE4,97cdafcf-a403-4afc-9461-ff582c00f544,11.66
32088a1a-6418-47f9-812e-539977fb545b,BEVERAGE1,8454dd81-8099-459a-834e-9b7aef6e7178,18.87
4fec2c81-c46a-42a5-892f-b687da7f647f,FOOD4,25aa11a7-8023-4a6f-9387-9556460556dd,33.51
5daea054-487c-43b2-bfb2-6927cd7ce12b,BEVERAGE3,09366389-a30d-4eef-9682-1d353b68738f,39.59
bbbfcddd-0ad1-4818-b06e-95a51b5cd84a,FOOD5,89ea9501-3a74-47b4-af7a-4751159b674a,18.61
c904b97f-fdc8-480e-bf1f-e63ead6eebe7,FOOD4,eee0c640-e07b-403d-935b-4eee186fea2c,14.1
1b7e398f-3c9a-4e2d-b324-ea0bdb8179bc,BEVERAGE2,d3452f57-2e09-4f15-b657-35b82c8bdf35,12.77
41d93185-c97d-44c6-8633-49b8c4d7a3b1,FOOD3,591df3dc-fce6-4f19-b94d-c33016538cfb,30.97
452dbc66-548e-4865-9fe8-7decd2144be3,DESSERT3,d448488b-b7c5-4369-940b-100e2ee58ec4,28.49
6d35d789-6f44-4383-86ae-28925f84c0d4,FOOD3,5adc8134-9a5f-45c7-8378-64ed0ca2f0a4,16.81
9bee1586-a6d1-466b-b16f-3920199defaf,BEVERAGE4,7ac94b98-0e91-4a8c-990c-b59b3ebec598,26.66
5e1d2fc4-2c5a-48b3-87d5-e0128f58af62,FOOD5,8db537f8-f5c8-4864-b079-99973b0a8fca,46.95
9a158f4a-14b9-402a-9cc0-eb5a39e49f07,BEVERAGE3,03b088f1-ab9d-45bb-9b60-6a2993d84899,41.55
af3f5dbd-80e8-4b1b-8f13-1750f47acc9a,FOOD1,cc05fb77-ade9-433b-b399-49d3fd148c29,41.76
a75e8746-da3b-457c-99ff-2bee7a360c1f,FOOD4,c5746c72-503e-447a-9d25-03fe97a8909c,27.12
4bc233f3-aee6-4198-b33b-3c0e6f256832,FOOD3,f99293c2-2193-4660-906b-f2daa153ea0f,37.37
b5963560-2a7d-4283-a21c-cdafd6feb78c,FOOD5,d82fade1-8125-48c2-aea9-b0ae78449e35,21.5
c94e8fb0-cd87-4ce2-8995-3db2617b30fb,DESSERT5,25899da7-5862-4b51-8c70-3a3e02c71e04,43.27
78a82e4c-e912-4ec9-a479-5e58b86c6988,DESSERT5,9cabeaef-717d-48cb-a9e4-556e287982e4,35.62
43460978-42a6-465a-9ddd-525131a740f6,FOOD5,baeee9c7-ebb2-4b82-b6b0-6a6ae373e093,34.55
3a63683e-acd5-46e5-aca5-2a5c4c8e7a5a,FOOD1,ca6e985a-a54c-4b18-976e-27d0a4ea6ca3,16.28
f9a219ee-3835-4bbb-9a3d-2bc7406dde8a,DESSERT2,38bb2f85-c08d-4024-a68c-f7f627a443e9,28.79
45bff299-437f-4142-bbdc-b1be54100c03,DESSERT4,3076d0f7-7a1e-464d-8591-521c7833b52b,20.89
7b4ecb25-6d81-41a5-8dac-dcf3facdc3a3,BEVERAGE3,fc0261a7-815f-404b-870a-e73691459955,27.49
ecfb9175-dedf-426f-bd22-9d67792e298c,DESSERT4,92f815bb-cbb3-4f32-813b-cb578229f0a5,45.87
8a411f1a-26b6-4457-90fd-567e30ea9ebf,BEVERAGE3,6b1d9e7d-bec2-4325-bf33-94fdbafb2943,41.28
d769415b-1d08-487d-8cb7-d613b8d5ed0e,DESSERT1,30f6eb97-dfed-4996-9827-97437aa016a2,43.26
c76a7039-19da-486c-9e89-947d9b38445e,BEVERAGE3,27abf1b5-3209-4ea9-a484-a28e56f68b64,28.68
8a9270bc-4c6d-41fe-bae2-d9f6b7b8d4ca,BEVERAGE5,bf5686e3-80b4-4fa0-82d6-966d79d85428,48.32
b22bc7c6-f104-49a1-9e6d-bce7f3621c01,DESSERT3,ef489a89-c372-4867-bf80-a8c3d68573e0,11.54
1f6ce2a0-3687-4f67-9cec-395b3b9ea6e9,FOOD1,4714b8f9-64ad-467d-aab8-c9811ad01844,24.26
e9b5711a-4ff1-48a7-8771-d2d3bced537e,DESSERT5,5f24f119-9156-4dd1-9efe-349441f1fb00,23.3
14537f7a-479f-4638-938b-220df34a22e1,BEVERAGE4,08c207dc-d46d-4100-84aa-603c700897d0,35.32
4470f8ad-ed98-4dba-b166-6385a14ac384,DESSERT5,be929d65-5db4-4563-8689-45d608001b7e,41.95
5132ee98-9a8e-45c9-a3ad-675cbcd12e2e,FOOD4,7f86633f-5c6e-4341-b875-3be17d2a1acb,26.51
aafb21a4-804a-430d-916b-4baaa9e3cb33,DESSERT5,e0e81218-bdbb-43ed-bd03-a9ad85e21723,40.16
297dbf0a-403f-4ea3-9f91-040ac34c1069,BEVERAGE5,cc62191a-71cd-4ee8-9683-aaa87e6f085b,48.15
ffb29c39-e818-4804-92a3-c4ce606a5b09,FOOD4,af1160f6-27b6-4a52-8cfc-4425a0858605,23.03
d9edea25-6f14-4220-ba58-770106dc99c2,FOOD3,04a01883-207c-4218-b279-c9fcfb02c8b4,29.93
c2c91965-1abf-4beb-893b-b32fe87f70a4,FOOD4,e3d45e3d-5c79-41fd-8857-d51655747be6,34.75
7ab8d65f-992c-40f3-b478-82c574aa69d3,FOOD2,3306cf51-697e-426e-8a4a-2187d370f685,38.55
e76fb565-85a3-4b00-8892-5d495c1cd8c7,DESSERT2,bf990cca-4974-4e5b-bed9-8f86b41986ff,13.58
f31b8ef1-558c-4c04-a02e-4489c2ba4fbb,FOOD1,77ee1c69-cc51-4cf2-823f-48fd7efd3ad3,24.86
0ca8f104-c6db-499d-936f-996964a56493,BEVERAGE5,f00f76f7-ddeb-4006-9b12-faf314cbc725,13.74
f9883a2a-f6a6-4154-94d8-6efcfeafa486,FOOD2,1326a2d8-af8e-418a-9fa8-c2d22595abbf,20.84
ee8e6d8f-1a59-4eed-9bbf-db96dd310ba4,BEVERAGE3,23db2976-e996-45a9-916d-f45c5dab7552,13.81
56e491b5-f054-464c-bd7e-8cdacb9f1d58,FOOD1,b349adf4-e4f2-47d3-824d-d19effc0b664,35.64
8a3b9aba-da49-4da9-bbf9-0ebee1e0852b,FOOD1,96febfa9-ce61-47a6-96df-426a19770366,47.71
45a09c20-9879-42e1-956a-357dd2cab758,DESSERT1,2dd9bee1-fb0c-420c-914f-b1286ab82733,36.35
561ef13d-8521-4ca9-9982-4aa956308add,BEVERAGE4,21e6c69b-13e3-4c5c-b906-350088edcb77,22.17
17417c45-e6c6-4a74-b137-f17078853937,DESSERT1,48696bce-ad2e-455d-bdd2-1983fa2cbdb4,15.25
bfe27094-4042-4ce1-9a5b-df20d032ed0b,FOOD2,2e12ecb8-ad32-4987-8cde-243772750d49,40.94
19a527f2-9289-47ff-a22f-3955f1c1fcfb,BEVERAGE5,30882db5-6f17-41ae-b2f1-18b978493473,22.88
ade5f2e1-e332-4509-bafa-dfca528bc4d3,DESSERT3,93f68d03-62e6-4b9f-808b-5f2f1e793bff,32.11
14afef01-1fab-4fc4-bb55-3fdfc2ee3ae6,BEVERAGE5,0e05d646-887e-4f88-bd64-97f72e801b46,14.09
a8f924d7-6b1f-4a73-8663-d280666d1b6c,FOOD1,6c2594de-94f9-488f-94e3-96355a82e46a,46.08
ce31be46-c615-4b32-8ea6-ca9283121670,FOOD1,8ae0e4a3-86c1-4d4c-83c6-2124c9688865,11.75
587ce37c-c299-4d49-8ef7-12d3de2f5f1d,DESSERT3,b8e9feea-b760-49ad-8092-d2320a01c33b,21.21
1fc0bf7d-8825-4098-80dc-4464a3b14ca9,FOOD4,c3a6cac6-9f9e-40c6-96db-25c2bf823106,25.97
dde520a6-4067-4d88-8e47-237255aa5488,BEVERAGE3,4e6ada9f-89d3-4a97-a4a2-8270a17d448a,26.81
48e388a4-7d38-4f89-86e6-70e925a4cded,DESSERT3,777dbbd0-9ce0-4655-9614-f611efd54896,27.68
be63af11-c3f6-4b30-ad41-b4d78591062c,FOOD5,e8484fc0-e99a-43f7-9aa0-59ea012431ae,23.9
8abc4d63-fde4-42fe-a290-15a00d2943ae,DESSERT3,1c89f951-9511-422d-b6f1-807273c866ff,16.75
78f72ab3-537b-4282-94ed-d4c37ccf7c17,DESSERT3,ad03a932-3aa0-4abf-a3db-58856a9b3b18,42.75
bdd2513c-ad03-4d06-96e4-ec1a9c942d63,DESSERT2,87920218-c950-438e-b841-14f6f09889af,17.39
e202c89c-3115-4d4c-82e8-ca95e8081cbf,FOOD5,325a4c8d-3719-4c52-97ce-d68307c7bad1,48.02
ccd1399c-d3f1-4e3a-af33-cb4a2b6c9a7d,FOOD5,9d51d78e-cd3f-45d7-9880-aeb32dd304e6,16.93
7ad8ee55-d403-4b2c-82ac-86d7a40f9198,FOOD1,ea5868ff-1844-4cd2-b3f5-f3e2d4faf190,34.08
54ee6123-665d-4f25-9b14-c577824f7a97,BEVERAGE4,de78b48a-e926-4168-91a1-28eec9f921af,41.08
5269173b-5b30-4725-b2b5-9b243b7f42de,BEVERAGE1,6723c43b-7548-4d60-9700-b112f26936eb,21.25
c23b3575-9d65-4e1a-8bdb-7168fbca9a55,BEVERAGE3,4506a728-8b09-4afb-afb2-a60671851aa8,29.25
41017c76-6590-4406-97a4-ba48e507a2ba,DESSERT3,22af54e7-4c5e-4a71-8243-7af9df8c80f4,13.03
c9ce389e-5222-49e6-8c9e-18e974a2a598,DESSERT2,652b2e19-dbfc-46fa-9d24-ea67174e448a,39.99
6fb0b7f0-7ed0-40fb-bc63-fc3dd8593930,BEVERAGE3,ed805b49-371e-4cdd-a427-32d214fbc7b8,21.51
a0760a44-0eed-4954-a9ed-1b5719359f88,FOOD5,c4f46683-1eae-4061-890c-69ef16e4d858,36.57
bd6e28f6-6a32-4040-a4b6-c25b00875cb9,BEVERAGE3,6ed71be6-5cfa-4fe9-8e39-344a3babc785,30.29
325d673e-dfb1-4276-8a5d-bd94932ab409,DESSERT5,2a86db9d-e82f-4965-9cfe-a48523688102,48.46
de96e261-4787-4bee-8c04-1afe55818f27,FOOD2,0e928261-e5cb-4d46-8a96-37902373721d,43.47
e02ed7f2-588e-467d-a09f-f3a6230974bb,DESSERT5,fd133b67-7b5b-494a-bc5c-dd526c491270,38.39
4ad78367-2883-469c-a741-ef106f600962,FOOD4,adbfa22b-e94c-4e42-9f8a-b8504787e139,23.17
cc5f8393-5b94-42b3-b3c9-63c5b6e501c7,BEVERAGE1,363dbe84-912d-4ee7-981c-20359033f877,35.84
a245e79c-d15c-4386-9b42-e7f26bc6e194,BEVERAGE2,a02de406-b24a-4e13-8b9b-b0041661ac2f,21.76
96f09a05-0869-40b9-bfd7-be13cc4ff5b6,FOOD1,2f5ed463-19b1-4ebc-814a-9d2e56a20287,26.31
a14c773d-e782-4383-84f3-d6cc396a63ec,FOOD3,b7d75dbb-6557-41de-b6f1-f9f1e64a3e5a,10.87
b66a0f18-4bc7-40f3-b0a0-54fd846e9713,FOOD3,b9493055-6aa1-47e5-a9ba-30b51c638f7d,36.81
6c190406-b0cd-44e6-9323-d9fba2357d65,BEVERAGE1,4d194e97-baeb-498d-bd70-c8369c41cf7b,12.16
3ba5a24c-67ac-4edc-bc41-de59afb4f0d0,BEVERAGE5,cced59e5-49ff-4bfe-9e02-dc707e899029,38.14
3de635e1-0e6c-4210-8936-69a96485e568,DESSERT2,e64b4239-89fa-4b92-8d43-b3b7cdc0bb9d,42.69
43cca03a-0c26-4cca-a0d6-da99c3843cea,FOOD4,d5180a69-7a38-4121-9d61-589356cd7e2d,10.76
77ce1e23-3ef7-465d-b62c-c5cac881f39a,FOOD2,b82623d5-4c6b-4e8c-8151-1774c10d21ac,33.84
3606f728-bbfa-42b5-9f29-c380f5f85293,DESSERT1,63948c15-830f-4391-8faf-478e104d98a9,18.45
7f19ae28-7cb8-4895-9a42-5f251c9a0da3,DESSERT1,ea353c7d-53d4-4310-baa8-4a31eb1ecc88,18.89
de1c23b3-bf3f-4d3a-ab51-18f3748b1745,BEVERAGE4,44dd042e-d310-40cc-be56-e347d90f6ae8,49.06
161be06b-97ce-421f-a023-c4a7fdaa0068,BEVERAGE3,fbbc2bea-c52a-4d15-86a2-8386a7763acb,32.41
