ORDER_ID,CART_ID,DATE_ORDER,TOTAL_AMOUNT_SPEND,PAYMENT_ID
4aecbafc-43f5-43c8-a945-65b28b47d55a,01145aac-fc09-48f4-b28a-8dcaa894f2e5,2022-10-18 17:15:20,1111.72,6b4ba1c6-3178-4a9f-9673-d9301f622b0d
aef25548-15df-4f8c-86dc-fd3378d9a341,01205c1d-3ef6-4ec1-9ec4-4a31705c6290,2021-06-19 12:51:09,535.9100000000001,2d6742d2-e0ac-430f-a637-c5497c4d4a39
27d1cc8f-7d4a-421b-b9a4-9bd6366470b1,0133a0d0-33d4-49be-95fa-8fb0e356c562,2022-03-03 06:07:35,218.18,64276180-be7f-413b-9f87-bcb52227e43b
70a56786-c5a9-4285-82b4-5caa2d715907,0136f4a8-342c-4edc-abbe-1281f9c0c535,2022-10-04 06:57:05,923.68,b1d2e349-5bbe-426a-9040-4a54d76a3ff0
e281406f-90c1-45c1-908b-61a381cf3b35,014e20c9-a27f-495b-b4bc-8227ffd3c972,2021-01-23 00:01:01,135.12,2964bcfa-dfda-4bdf-a1cd-fbffae2f3da9
33a871e1-339a-4016-9354-cf7864cda5e2,0168682d-805c-4b57-b020-fe7d95e1d09c,2021-09-03 11:06:34,123.45,663a8385-b147-4181-a5c6-e6d959fe694f
9d70ba3b-a54c-4bd7-b706-a8f1bae8255a,018f5d8c-cf93-4dca-980c-97f504756f57,2022-03-27 15:59:20,700.1800000000001,eb39ccea-1450-4e11-a021-7ffe53c68502
d067b87f-8b26-4a1a-ad9c-d661e5f3d134,01a76d86-45a8-48d2-9aa1-ce23b26414ea,2021-11-25 15:43:29,640.33,ad94dc58-32f3-4b7f-a143-81515f852354
554dead4-e5aa-4eca-8f1a-7daf44b8694b,01ab679b-e480-4c57-bc67-7619dd9360a6,2022-04-11 17:08:40,767.0500000000001,a73ad3d5-95ae-4a08-b5be-97475b7fe4d0
d291d822-fe0d-450a-9586-864b5b80bda0,01b25c73-4d63-4426-8567-237cb89cde0a,2022-03-11 09:04:16,730.09,a5018e95-1f9b-4fe7-827c-5c97603021d3
76eb3afb-5fa8-45aa-b743-ec1fd7abcf98,01ce579e-f3c4-4ef5-8b17-e4b434dbe9d1,2022-04-07 10:28:15,356.15,a1248e95-5cbd-448b-9ffc-6e04ecfae057
c66753fe-0d08-48fa-9a4b-5903b4d4177a,01ee8779-f3d3-41a5-9e8a-54a35709064c,2021-08-20 19:07:19,603.11,10eab030-813c-477c-98f9-7a912b5f61af
28aae5f4-a665-427d-93c4-964908c859a7,02007569-393f-429b-b4ad-f7c89061fb26,2021-05-29 11:34:11,533.97,7966cfd1-bfe6-4efe-91e5-19bb66bdba0d
333d8235-d2cf-4780-98ca-ccc825049b7c,0203c71e-846b-4e4a-8eb6-cbc578cf8bf2,2022-06-10 21:42:49,281.86,5776d343-556b-4e0c-b543-851bb9fc0d41
f33db165-ab81-4fc5-b537-aff80dbf5a57,0222e881-745c-409d-bbe2-000e5e8e5b05,2021-01-04 20:39:30,820.8299999999999,a620cee0-6d76-45e1-a42d-73b291bc88bb
111ca39a-53b2-4ce0-a263-f3b3ca5cbad3,022b643c-f45a-44ce-a3b3-c5e661514d0d,2022-05-29 20:04:54,419.24,cbc8c18b-12bc-4ac2-ac86-2732896b1c7e
515d4fe2-78ee-415b-9831-242d88271a82,0259ee9c-cc63-45eb-b1d6-f42f8a0fd942,2021-03-29 19:53:24,282.48,f033098b-a816-4787-b42f-40917e2bc2f3
2ff2973e-f72c-4110-ac14-095103b8c1fc,025f419d-819a-4973-bf38-315d44d6939b,2022-08-22 17:11:19,476.96,048fcf65-0c48-4cfb-8c3e-3aa2d804be8a
51270952-76ab-4adf-85f7-118ac7885cf8,026c3c80-0334-4980-a6a7-04b44947071f,2021-10-13 13:35:41,541.1,6a9627cc-4f02-43db-8ad4-6b3effdeb06d
5444f220-eb05-40c4-bbab-56da28b71a79,027394df-5080-499b-9d4f-fc3410e10d50,2022-11-02 09:03:51,258.28,35c5e74b-a565-455b-854b-e7a92ef05e76
51c052c0-5101-4fac-a513-2623b55316a2,02965107-9a37-4115-9841-787f97514cc0,2022-09-06 18:19:24,328.54,8f181be1-1b63-4eb4-bad7-7f91839c9a54
a8c51009-b3fe-4f5b-86b1-de6023706fb5,02a5642e-151b-4803-801d-979a3a0a48aa,2022-07-08 13:05:46,537.1,47415132-838e-4874-8783-81e2e0d9f0ad
e69156de-cd92-4922-8aa7-e41dbd3515ee,02bcc4a4-40b5-4fc3-9e26-2b99217b6d14,2021-11-24 20:34:58,403.29,3dd896fc-526d-4622-badb-b66693e579cc
7181c4c2-5a53-49b9-9238-6770efb9e327,02c50689-244d-45c5-a47a-350869912e17,2021-09-10 15:03:19,200.43,37207b87-d9b8-4b73-a929-5206a543a0f3
59f8bd01-bace-4082-b696-3c2bfaf71a9b,02c58113-a492-471b-984b-606640cf19c3,2022-08-10 01:13:06,637.73,82049ed8-c738-4964-8c7c-68db0f5b5ced
87c48bbf-3d79-4211-8e87-7a6f741aed53,02ddc42c-7722-49f0-ae10-4052cb14a529,2022-02-14 08:53:52,329.58,7aff2813-3559-4586-94c0-69ad2c42f970
67e87c69-bde2-44ff-a380-bbe32e0d95ef,02e53e75-dc0b-47f4-a0bf-c1608b2a68f3,2021-04-10 15:45:27,234.39,7c6c3ded-0ad8-4193-ac4b-d642d1be92e9
768ae121-643c-4cfe-ad23-a1f550d8ec48,02f5b465-eb28-4f55-95c0-11faa209b00f,2022-10-29 03:30:26,259.07,5e973785-5d46-40c1-bc88-24379b824481
6718935f-e982-4353-aa06-795e68a6ae41,02fa2854-557f-4640-84a8-51a221648400,2021-03-02 12:17:52,449.64,5c74135c-8a6b-44eb-a2e3-8300ea3a07d0
0b660da6-1603-4c81-bc7d-adaf3db35201,03112725-878b-49cf-b0e7-b3a88afc1f78,2022-01-04 17:57:26,722.61,50b2368d-24c6-45c7-97ac-3299e15f5902
7cb6c434-1f98-41c0-be25-f9dceb2db20a,032cd3d1-79c8-4719-aab7-d153327f735b,2022-06-16 12:59:23,490.42,eb23af96-0098-4880-92c4-f44e9b629a26
c2fd1d65-3166-4d1c-93fe-8bb5a187d416,03376f2b-5764-4635-9e33-47ba6bcc9e0c,2021-05-10 03:54:29,268.57,c2e14bba-adf2-4657-b6b5-11aba8df7b01
668a04e1-9429-499f-9f2e-5f7818a82c09,034d82be-94a3-403f-9881-1ab97649a98d,2022-02-28 04:44:59,167.68,686b440d-d952-49d1-a431-4a410c28092b
485d114b-e8aa-49ab-98fa-5c7be68f7335,03644a9f-6411-48c2-8f5b-39b3ed0f16f4,2022-06-10 00:52:04,585.08,63733891-7668-48f6-88d6-95ad7e8b2859
f5ec6e87-365e-4a8b-a25b-ca7fb141cd92,03663e07-08c8-4da4-bd15-d8e6aeacf697,2022-08-08 21:05:58,675.8199999999999,1677020a-7644-45d0-b71d-8b5196dfd4b8
e5534c8a-36ab-4c7f-8e42-6b9faa99f241,03696443-a527-4dc2-9b40-e4fb341ac47d,2022-02-21 12:46:59,637.09,b96940a8-ff92-45bc-801b-0d85d9cdcc27
01109d57-455f-4345-b44e-539724ad3c42,036cda4a-8074-4c6c-944b-3963026fc3f7,2022-01-27 02:09:11,573.35,15944148-3cb4-4bef-b627-eab4cdee6e39
3dac92d1-263a-4e8c-ad4c-56d5c9a701e2,037b01a2-3991-4499-840f-81e4027094ad,2022-01-29 00:04:16,589.16,bccda115-b896-4d9a-9215-5189932eed36
bb2a2f9c-5427-451c-8436-aed0db4fcefc,037c6352-c114-4ee8-88fe-6c96e44a7522,2021-01-05 22:02:27,62.6,29fc2733-0eb7-4ede-bd4a-b2ec22c7c44c
9b951fbb-ac8f-459b-914a-3e9f148243cd,037cb3c3-865f-4031-9322-68ee936f7ade,2022-10-03 05:09:14,446.57,999b8d78-c2ee-403f-8a2b-89a8d9507e70
209dbf5b-52b7-4f0e-b310-8c278a3c47e0,03847d2c-b586-4787-919a-30ac18e0df46,2022-03-25 02:49:45,565.4399999999999,3a0e805e-6827-47fa-88b8-af0ccb0bdcf7
2e4f3212-a5d3-4695-9a47-ba250fa4b460,038fc2d1-a53a-4dbb-bb07-2fa4671c82a6,2021-07-24 15:13:38,796.24,3a8cc82a-3b85-4d55-b034-ed5163fb0685
585421e2-ca77-472c-85db-79ac5c4de5d8,03955d13-adb9-4d24-be38-4762d61be0da,2022-02-16 11:51:19,277.53,255ccb36-7f32-452d-821c-9a0644c79483
6a02f064-213e-48c9-8e53-8f095418bb34,039cdd44-d6f5-49c8-a061-4207d1812432,2022-12-23 10:24:21,683.1,e545bb96-8030-4d46-9607-4104c762131f
8844831c-e978-4070-968c-46047ca300bb,03af0808-6f4e-4161-9510-1f01080fcc1c,2022-11-26 14:38:31,183.86,77872a29-1a27-4e59-9588-8ce2f47816bb
72eeac79-1c26-4eeb-9b8b-122b360aca40,03d17cfe-1992-42db-aeda-85fd85cca9ad,2021-11-16 10:08:20,1002.15,8698e346-d30f-430c-a5d4-c2cd2745f99e
8b3f07f0-9925-41d2-bc14-f139cd22bc20,03d388a5-8b34-4c76-afd9-203aed498141,2022-09-21 11:16:01,477.14,d88d8c4e-c8a5-4a8c-b16d-de2b221bc239
408667e7-5dda-4473-942a-fd697fbb8ccf,03d4ff23-35f3-4f31-847e-e6e10a65e7a1,2022-10-17 05:28:21,367.43,6809e175-c6d4-4f22-981b-b01722b5e8a4
994fdfed-7779-4a05-aade-5f9c26686b6c,03dbde0c-b6d2-49b5-9b94-2e575f0d5d93,2022-05-06 20:22:15,201.89,0db5bd4a-ad02-40ba-8443-759459fb7341
40434445-d1ef-492b-ae53-24217fbba585,03fe921d-c0b2-4c2e-a6dd-7d1f3fdb6a26,2021-02-04 19:24:05,778.27,960b019a-f501-4272-9edc-ccd64f3b24d8
0e164bf1-9b94-41ac-9ae1-4ee30255b02b,0400f7e8-f445-4af0-bd40-360b81fb15df,2022-03-16 19:05:43,859.06,72759b28-9906-4b7d-97c3-3c16975870b8
5c1bc267-22b0-4f4a-9ec1-48377176d2fa,04064c6a-0dbe-407b-be28-cf302bbd2ef5,2022-01-21 05:11:41,624.36,ee831656-3578-48e9-8f95-ea7b78bedbe4
683dc0cd-42d3-46b6-8a7b-734a859bdb29,0408840b-27f0-497d-9192-c0fd373f6cdf,2023-01-03 02:05:49,183.21,3a7894ed-8cd1-4588-a9b0-f2e83fff0c80
627f9a25-0e56-43fc-8f92-6847d47f259f,041a21dc-d02e-4f43-9e05-0b147cd96bde,2022-09-17 19:55:15,529.76,7f451a60-8f86-4279-9c9c-cf26c33c1b80
d06ecc51-8d7f-42ac-af51-fd8db57de539,0432b3e7-96a6-4f67-9e88-1f72ef802107,2022-07-13 21:17:18,710.7800000000001,db79b0c8-761b-4a47-9e1c-f70c77019f2d
c6589e44-9169-4720-b406-f619e5d71bd3,0447b349-38e9-4bd6-8ddb-322c67e45974,2022-09-17 13:51:45,936.91,6c16d515-2797-45ae-99af-5d7e7d32d3e2
5dc72384-33cc-4300-8446-73039c15b819,044aa044-caf9-4479-a86f-ac5b34e1d4cf,2021-09-16 19:54:34,398.46,69ae1d0a-af9e-46e8-b950-0ed7f836c72a
2407221a-9772-4c61-9b68-07c6194826f6,045dadf7-3a4f-4073-b655-91ef0931e1ff,2022-11-15 14:07:40,166.82999999999998,50b9cebc-5163-4d7a-9c18-454dc82949c6
0940337c-21c6-4f6f-90db-4c055f00c0d5,04760f7a-b56d-44db-b0f7-0743a0649dda,2021-10-16 15:42:31,723.62,07c8f9e8-1127-4bcc-b3ef-18070073ea8e
7568dec8-8c15-4c9e-962a-e5c45bca8d21,04819924-23b8-4481-8b8b-81890ef7f3f5,2021-07-20 05:41:02,251.91000000000005,df748dc0-11b1-4290-aba8-aed209c1e2de
6cfd643c-d138-4905-8535-e072b7f05802,04b1a553-98f9-4e85-9810-c78c8e5721d4,2021-02-10 14:52:56,646.12,58ee1d8a-6d1b-44d1-9cdd-6929017f128a
ccafa088-f743-463e-b485-1f5e165d5c98,04b3f307-3cc0-4d34-9c5b-e166e5c5f02f,2021-11-23 13:57:27,442.89,8dfc2719-2526-4a69-a039-d4ab67f38db8
1b1ef0ee-dedd-4ba2-ab99-83568defba63,04bf7677-37b0-4e1a-bf13-be888125f471,2022-05-13 20:52:44,452.31,dd30b221-0ac4-4226-b73d-c1feef90b899
0c636c04-be2f-420d-a5e0-1427fd4a2c5c,04e2c8b5-8bf7-436c-95d2-760f8236bd6a,2021-09-02 01:14:28,487.97,0c9591e4-cbb5-4261-a6f4-8da084673cf6
3fb46fd7-862e-4987-ade1-cb1368827914,050654ca-8e36-44f4-ba36-3dc8c72d44fe,2022-05-26 05:28:19,430.08,9112d2d2-0e45-417a-90f4-97fcf706c199
e79b5b9d-6e37-4053-b666-e53d3f1d1ca8,0509f6ac-4ea9-4bc6-9bb8-606e688f4ec2,2021-09-18 18:19:16,132.45,13ede8d6-007d-4499-b85c-8ed16398c8b0
ac3b238b-b90c-476b-a9bd-e65abe627f2e,050aa674-ec87-4b37-baa0-0e5bee73d905,2021-04-25 15:51:54,101.83,3ceefd37-3af3-4c08-a6fe-8013f6352155
f69d6678-b6e2-466e-9220-58a061a186f3,0512c7ae-1118-4545-bc76-05452b107c7e,2022-02-11 06:28:36,598.88,83389a28-be71-4a08-9ec7-fa9c66f02d51
3799f322-a852-471f-942c-7dd7712a85d1,0525ca6a-a05a-4113-bf94-5eb7aa2a1f5c,2021-01-13 03:59:17,451.38,fdfc29c1-305f-4f91-ae95-d14ee3c1c655
4c07cb66-c625-49a4-ac34-783e3f591a4a,05424077-1802-4db3-a7e6-1d7dca955d1d,2021-05-28 01:56:36,620.8000000000001,35024671-ef40-4a2b-b734-85d8d1aac502
25705c38-2eeb-466d-83c3-913dca4d3fda,055b6cca-6ca2-40f0-adfd-f636f08391d2,2021-11-28 05:18:53,228.25,2a0fb6a7-fc6e-4d70-9a8e-05f8adf96452
6064daaf-08f0-4db6-9099-d716f8224c6d,05722f3d-32bb-44a7-8a00-504bc173ec0b,2021-10-17 21:03:09,440.01,084b3f4d-820e-47a7-a635-0933fb258f8c
5087b892-9f47-407b-a9df-a18dc6b7977c,057751fb-7b34-4ddf-a8b4-cc6c5cd55e7e,2021-08-09 05:36:30,265.68,a1f2dcbd-3908-4259-80dc-f73afc11cfbe
f8de313b-3028-4be4-a11b-369e690f70db,057765b2-50b3-4f26-8f14-b574a4cd4a7b,2022-08-16 12:02:32,442.05,79f917ac-dcac-41a6-9473-dbe31efc2b02
f4b22143-3d07-46ea-9c7a-5e3e3a07e50b,057f65ac-2540-4e9c-ae98-129d17292be7,2021-11-06 10:27:24,619.22,12e85abe-2e73-45bc-8d8b-dcf7b5f2e86d
488618e9-35d8-49b3-a71e-dc378d1aba1a,058ba53c-a29f-4f30-8dc4-7fc26a57d43b,2022-06-12 16:37:20,345.66,14065d9a-ae97-4c1e-b35a-e1f0db34562b
6ab7ef1f-01b9-48b3-818e-85dade224bc2,059dab8d-90a5-4223-9920-6bcd3f5a9007,2022-04-08 15:36:51,262.53000000000003,8f50e4af-3b44-4d93-ac4a-f5c1e2c11876
7cb39cd0-86f5-4807-98e0-30f9f19d6ea0,05a74add-0e48-4012-9ef3-c38f689c9985,2022-11-14 16:22:13,533.95,0f4b2548-e82a-4169-9d04-fc03e4183e35
51a5dd34-d7c2-45ef-a3ae-147e33d6d078,05af96aa-df86-4f6e-928e-750fee433eae,2021-01-06 11:02:08,444.02,ff1d397a-a20e-4853-abe1-624831518dc2
712e3f9e-e0dc-46ad-b678-2c05f4c6f44a,05b7baf0-1e2c-4329-9741-c869e7b0cce9,2021-07-03 03:34:44,276.83,545a7d57-2eb5-4056-bff5-7f0c07021079
0ddf7250-d9cc-4b20-b846-da279866a7a4,05b88e53-16e1-4ce6-ba25-9665011ce6de,2021-02-07 19:52:31,449.53,1b6f9384-fc2f-444a-ae36-0a11172dad9e
de3397a4-538a-4655-bc76-729ed2724ef2,05b8a9bb-f461-47fe-b707-6f3fef7a2899,2021-04-27 12:00:13,260.1,4c3edc5f-b163-4939-8510-19127c2870db
f9b55bbd-4479-4d8e-9e03-d58033f08600,05c408bf-98c9-4ccd-9d3f-4d88f406f227,2022-02-01 05:20:21,257.06,87fcb136-0abd-4cac-804b-b2991658d24a
c17eed5a-c84d-4b9c-a115-4107ffd16d5d,05ccaf38-16c1-4a50-b52b-a06bd812247b,2021-05-22 18:35:16,160.03,2fd14644-9ec7-4b67-b386-8800fb5c6cc1
34397e8a-6e70-49db-93a8-89f64bdcd2eb,05f00286-4c21-40bc-bdbf-2e75053e92d4,2022-02-16 10:49:02,102.67,1fe89b74-0b2b-48ab-8e4a-cbc7d5cc30a5
7be93f4f-6f81-4b28-b898-61d4aa545358,05f1d895-3f57-452b-8d0c-ea4ae68f66d1,2021-11-12 16:02:41,521.55,3c636a2f-ba3d-4edd-9940-468cc4d4a9c5
2ca8e943-0d51-44d0-b0cb-ab21c9863d1c,05f751b4-f232-486f-a15b-53cbf895d2aa,2021-10-30 08:09:37,248.73,71eabeda-08d8-47d9-aafd-07cf20a80fe0
12e0983a-663e-4138-a5c4-925ac1f8fb01,060e333a-f078-4a01-b41e-3b31e7b8c0a1,2021-01-31 03:52:06,150.53,7bdf9127-9194-4b6a-abb3-a379dc23ae9d
50482402-fd40-4648-89ab-8a4cdb7fa2de,061faf73-ffa3-48eb-9f3d-68e83a4b45eb,2021-08-02 17:17:43,854.48,bd34f8b3-ce06-4ba3-a554-6c3f43df6dd5
b737066a-0ac4-442c-9832-afc2d228f98f,0631c766-65b8-43ec-a900-31d4a79c4a47,2022-05-01 22:26:49,301.58,334a75e7-625c-4a44-8414-0c32ac223b98
f0632c4e-2f92-4146-b0a3-73bacb502905,0655d9ff-2328-463a-a481-fa56de04f615,2022-03-01 03:51:06,598.75,ac0cf29b-3fbf-404f-9c2c-291af670efde
d8cd1d26-bc95-4eca-a6fc-3ffc31c5d0b7,065e6939-4afd-4c0f-9dfc-670064b16614,2022-11-06 17:01:46,214.41,4ab20d63-92d8-4c4c-81a3-f5be01bf8910
609b01b2-2ded-4b10-8952-3134d62f4ce9,06971682-219a-4a38-a660-3bd8ae9a5bc2,2022-09-05 05:07:57,666.9,68cf9c1f-496f-41cd-beae-0dbfe79abdaa
55cbfdb5-f46b-4fd0-a80e-930c15a86ab0,06b0bb31-9172-4aea-bcb8-a1cd9ac36754,2022-03-01 15:05:50,408.73,a0421f15-a9ce-4cc0-937c-326e8ec852aa
4bbb0c33-cd2b-401a-b7c5-37c73d322e42,06b2c43e-aae6-4a4c-9e81-1270be28181f,2021-01-26 22:23:11,465.14,f040f05f-756e-4d4e-9b25-ab0e6508fafa
00fd2eb5-acf1-44f7-9d53-aec1e4beb014,06e96476-8d42-4de2-947b-804a07ba9fc3,2022-03-03 10:21:09,70.91,e73fdd0b-1de9-4156-b1dc-20958f2296e8
2da1e5af-d542-4420-8a03-0a024717266c,06ea384a-d195-4708-ade6-33d59d833f7f,2022-06-01 17:33:40,876.46,f62317ad-28db-4898-a344-51d77b42dfa0
93db1fe5-0f3d-4521-96d7-eab3927a6a05,07058806-733b-4507-987b-06af379e7d20,2021-03-22 20:30:23,452.66,0cc18e7b-a492-4ffc-9f03-32d80f3d95c1
b8810255-9847-4817-aa30-877a263c9215,07068944-c3d1-43ab-b857-9a42f30216ec,2021-04-22 00:54:09,197.89,6914bcb6-011b-4216-83ec-0c6ec2e8f42c
7c8bca09-61fd-4193-a1d2-c06b3b215188,072e47f0-a55f-4670-8d4b-28df0a7766fe,2021-06-21 10:43:01,318.14,2e505b17-0b87-450a-901b-489994f96376
7e8a1371-7434-4a34-88dd-2d0ebea0e12b,073c07a4-a6fd-483e-8b74-0568d4b75cc7,2022-02-20 05:15:33,268.64,d21bae36-1652-450b-aadf-c004b9d63b66
fa824fb3-4c43-409c-aa27-b9645e983f24,073c5369-14c0-46db-97b5-a09e1b776835,2021-07-27 04:25:26,898.88,ccdc0178-35c6-43e0-bc8a-285d0b2422c4
172a20ab-789a-4c3b-a880-584b83ea812c,07413293-dc61-46c0-a5f7-024932b2c621,2022-02-22 05:34:52,474.15,f82d0e06-3a79-4883-8d33-d67a59756657
d26f98e6-ff4b-4e60-b214-9ee7ec74d08f,074367bb-671f-4e4e-bbc9-2356505d915e,2022-12-17 20:59:47,334.9,54595e75-65c9-4aec-8de3-1884c053ef2a
0f11c5f4-c414-43ab-a686-b48da9947e47,0752ad14-80cf-4ec9-b419-aadae0d35720,2022-08-02 21:14:31,251.8,45623a87-100b-4762-adb0-a454dbbb443b
6298de88-216d-4850-88a3-31eabd409be3,075da3ba-9075-4b3a-88f0-c6d74e499b40,2021-11-02 07:50:29,1095.36,57868364-22c7-4401-a5dd-e9c26343a461
3f8bceda-766a-453b-bdcd-0c94e1f8d381,075f87a2-835b-45db-8e4c-b7562d3eaff4,2021-03-06 07:48:38,293.88,3f0ff5cf-c31a-47f9-ad3f-045d1c8605a5
d9a8b4c4-7cf9-4a26-864c-4ac3b4bc3a7f,078ab7ae-106a-46bf-935a-af3e9374ba40,2021-01-06 05:40:34,365.47,7e6f6497-58ad-4228-a95f-01a67090b906
bb49d40f-a2ca-4540-9eb3-26fe54aa249e,078f7a85-21f7-4e4c-8ea7-aee329a9e038,2021-12-20 12:38:16,36.81,4ef0b518-1721-462f-bbd6-10ca5234d120
7b37965a-5b9e-48bd-8e95-6c7fbe18455c,079f7701-6eab-4ac8-8307-cd2fcc6cad0c,2021-07-28 09:25:59,874.46,c14d4110-5874-453b-89de-2422cb8a3b86
d65055ef-08b8-404f-8ec4-ac83e1407903,07a3ee8d-de45-463e-862c-1f4d07705cfd,2022-10-17 18:05:02,355.25,5b27749f-a463-4500-845c-0ee85e8539fa
3b5bd691-932d-42df-ab1f-caf86054c4bc,07a76ede-3870-43f8-8be3-976a327ef729,2022-01-19 08:06:32,632.42,f1892208-09ca-4f6d-b99a-f7f70bba784f
2b067a14-c9b0-425b-93c0-d1b6d11cf538,07afbf24-6a2a-496a-b7ad-91f175025393,2022-09-27 00:53:17,540.12,7587980d-6f23-43d8-833c-f90ef70be10c
4ba6538d-97c9-4744-a2c7-3dbbbb8dcdd8,07b6abb8-8094-49e0-a49c-73316af20507,2022-08-02 16:35:00,345.28,7d62e4a7-b316-4ce1-8be7-15bced351fde
0c94279f-e594-4b29-af6d-c4f7d7ff39fc,07c21572-79f0-47f1-8ebf-ec72cf19ed95,2021-03-06 05:10:29,775.26,1a12f3d4-a8f4-49ad-a9f6-fbb78d12eefa
15102478-1044-4da9-9dd3-46f95b560265,07c4933f-183b-4ccc-bea2-56909600ddee,2021-07-19 08:53:29,699.3,26391498-dab2-4fc4-99c2-a71df4d75b60
1091b327-719b-49d6-94e4-af8ef00269e5,07d0fd55-7048-484d-9eda-5384bca5b4ec,2022-11-11 17:10:18,257.41,973eab77-0a33-48fe-a445-03e14bb390a0
d41fbaa0-b389-4a6a-ad5f-d53a590dab6a,0801dc79-a41a-4bd0-b68d-185cee5cc14f,2022-04-13 03:23:25,254.57,120d0b05-4d79-478a-82d3-7ccd3d42bb6c
9cecf5cd-b038-4145-93f1-5cc15f186af2,080bb6f7-acfd-4f0d-a48f-af272269b897,2021-07-10 08:50:35,1119.21,ba2ced6f-be36-4a1d-a3ae-aed5b712909d
0b3752a2-1c2c-4e5d-88a9-28d763a2ace8,0813a1e1-5644-4ae6-9a88-8e87f82e01f8,2021-07-04 01:29:59,381.23,1d61be2e-517c-4945-a9ba-c9cf4844c2c3
3557d93f-6044-4021-9c57-fadee646f797,081ec97a-7d91-4c94-930c-85636b7d5726,2022-09-30 00:09:38,368.03,bb3605f7-f47a-46f8-b3d0-79094e1c79b9
7a481ff4-90e6-48ca-b81a-64e2b29de515,0829c5d0-a33b-4925-a791-2cb4fcda5e25,2022-03-30 16:47:21,44.64,4f88dfc5-9792-4851-a50f-af48473dd4e9
19eafd5e-0a71-4679-9c45-1d818708698a,0839d2b5-6acc-4856-b1d3-112379de2881,2022-06-25 21:26:18,556.81,37119a5f-fb22-4f73-bb50-0ff32595a22e
feb0a3fe-a0d3-44a3-803f-09ad5744d131,08581292-e048-40cc-a60c-92f66e2a6776,2021-02-15 08:24:01,584.8299999999999,9a53bb0d-ef4c-4802-83c1-9aedceb7cf44
483b0f62-f350-4c12-9dcd-49fff45dff83,085e7119-3395-4aeb-aeec-22fcbf1cb658,2021-04-06 08:49:14,884.15,434ba916-78dd-47f6-9b80-e4fff3c40de6
b415cd76-f638-46de-aebe-4dd96fbf9562,0868592b-30f6-40bb-867d-923c7f82d436,2021-04-12 14:43:47,325.5,e965c6f1-f56c-41b7-9573-b9a647e9172a
02ae3349-397a-4825-8705-49973a02f3a3,0885e0fe-0dd4-4836-904a-5b7b1edd8075,2022-06-04 23:26:54,297.47,723e7494-3df0-4017-a633-279d6704cbd4
883c40b9-0306-48c3-ba02-df13609e69c3,0889b6a0-97b5-4cdc-98a9-a56cbfbd7406,2021-06-23 01:58:41,419.36,440d2f13-0cc9-465d-afc6-d6ec2829e256
53bb312b-e4d3-4cbf-9ee2-4ce7fc7b223a,089d8d3b-528c-41fd-9350-6a69d087aa60,2021-06-04 11:48:15,740.6999999999999,d8870a3d-7985-4133-bf68-e36ae3c084d8
