CART_ID,CLOSED_CART,HAS_ORDER,SESSION_ID
00ecac11-62fa-49eb-ad9d-7a2d61b955e4,1,1,9bf6bb6a-0228-4733-a5b2-f8d2f0b01886
00f11e24-a753-421b-9a65-ce2c61b3f73f,0,0,174e6b53-cdba-4957-b3b1-30c23a7fc580
00fd5fb4-dd71-4fd0-ac2e-3cab5cfc41ab,1,1,8738a822-02b3-41a2-afbf-765f621356b0
010a8a45-a60a-4078-8e50-10b9b80db84b,0,0,3f56c836-378f-4171-8815-ce47b2a9f047
010fbf18-fc5a-4239-963f-def4e9eb4543,0,0,3068d7be-8ae3-4e98-b0e6-dacb58bcdbd2
0111fc55-abcf-437c-a7f0-3c186b2e13df,1,1,215c082c-6c81-4886-94ab-8fa03a7b8c17
01145aac-fc09-48f4-b28a-8dcaa894f2e5,1,1,ce864b7a-1e8f-46ac-8b70-4fa409421bc2
01205c1d-3ef6-4ec1-9ec4-4a31705c6290,1,1,ecbe1fb6-08cf-4a98-9d22-9f3263358cf5
0133a0d0-33d4-49be-95fa-8fb0e356c562,1,1,09644e90-83d4-4c92-95b1-3afb965fa9ee
0136f4a8-342c-4edc-abbe-1281f9c0c535,1,1,b573a579-8919-4fc8-a4e3-d1ffc0ed2605
013a04ed-979c-4976-88ab-30e7d475cb63,1,0,5b4401c2-5644-421d-9ddd-7e5988969791
014b6531-5572-4d62-b3eb-373182e0cfdd,0,0,b694e96d-9d93-4d54-9a77-2d41d9b125a2
014e20c9-a27f-495b-b4bc-8227ffd3c972,1,1,2327fd5d-5140-45a9-ab10-d263f60ba450
01667724-4f35-4997-88e7-f1d91fb831f1,0,0,434459e8-c403-41e2-911b-11d35216e6b3
0168682d-805c-4b57-b020-fe7d95e1d09c,1,1,67a4ac7a-9f7c-4fde-996f-0eddcd210477
0169cf16-a51a-4070-bd04-5cafd612396b,0,0,23125408-7941-49c0-8adb-7449ca33951e
018f5d8c-cf93-4dca-980c-97f504756f57,1,1,27541cab-9df6-43e7-838a-ff68de9afbc1
01917bab-1576-48e9-85d1-d0cd1886a69f,0,0,9b849f3b-05a0-4a68-a520-f1f23cb52c40
019b81fb-bfb0-425e-a9af-3e2ae6f332c3,0,0,aef503b5-8c72-487b-9ff2-c21db2231e66
01a5d663-5e90-4fe3-8101-a6674761b727,0,0,7ab144a9-d700-4616-bbe4-1382e35d9df9
01a76d86-45a8-48d2-9aa1-ce23b26414ea,1,1,56384acb-6b39-401d-966e-09c052e9a015
01a8e07d-2179-493a-867e-318d5d279ea2,0,0,6e5175cf-3f1a-48fd-9c80-50e99e054834
01ab679b-e480-4c57-bc67-7619dd9360a6,1,1,243f21de-10d2-4caa-b903-901d24c9ccdd
01b25c73-4d63-4426-8567-237cb89cde0a,1,1,776a31f5-67fc-497c-8501-c4841ac87d6c
01b58cf2-c91c-424a-89d1-e99645c2f7cf,0,0,950bdb46-830b-4970-a6fc-6a29349a06a7
01b7a484-f583-452c-9b64-502ec7429a3c,1,0,1da353df-6517-4f1c-b675-45f4c4da7090
01bae48a-2a20-49c8-9ffb-63736919ea63,0,0,ec96ca9e-f110-47f7-9dde-534eca86ff52
01c90d2a-68d8-415b-94c3-3dd8feb44287,0,0,6aa45a75-0aa7-4e58-b8b0-12e671a4f729
01ce579e-f3c4-4ef5-8b17-e4b434dbe9d1,1,1,70ab099a-415e-40b3-995f-6f2ecec79282
01ea4c5c-7d4a-4911-ad83-5da2f3eef00a,0,0,d056fb70-a582-45c4-91f6-e3a02983644f
01ee8779-f3d3-41a5-9e8a-54a35709064c,1,1,d8c33002-6716-470f-8e0c-9147fec9a977
01fa30e2-fab9-421f-a548-4cb75514b170,0,0,259fca49-1bf3-4859-9f20-64810129e2b3
02007569-393f-429b-b4ad-f7c89061fb26,1,1,8241046c-b48e-46ba-a55a-9a126d9aaa98
0203c71e-846b-4e4a-8eb6-cbc578cf8bf2,1,1,350e0a36-6548-4fde-abb4-f75161329b0e
0205b469-21f0-4d4e-87a7-c94b153df695,0,0,294f2ee0-211f-4038-b743-ea8061df551d
020cf5f4-3461-4c9a-af07-91f4748af859,0,0,498ebd93-c09a-4449-8175-7858334c32df
0221c781-b356-4cdc-8ee1-9d8143b7b08e,0,0,d20a8b25-b281-4550-8b96-e99d92c08b02
0222e881-745c-409d-bbe2-000e5e8e5b05,1,1,0e08ac65-049e-42cf-8e3b-02937b4f0075
022b0406-224a-4338-987b-545ddb739169,0,0,bb74bc17-be27-4dcd-9f30-e90aaeab6d0e
022b643c-f45a-44ce-a3b3-c5e661514d0d,1,1,cb7d150e-b6d2-400f-af6b-500e02dd5154
022ca93e-8251-4e87-b049-6b7bccc1b47b,0,0,50411d1f-2ba0-4e0a-be68-250751c34eaa
02450f59-aa5f-4e34-86cd-a459fab037e6,0,0,bd5a113d-0760-4fa9-a923-a7403c570dda
0246d9c1-149b-42db-96ab-64abee2f772e,1,0,a16bf1df-4e73-488b-9b66-f2c17aedc8b5
0257e8ee-d6f9-4cc1-97e0-b5233d62c4c9,0,0,cf3cf69d-42e1-4d86-9f9c-e2c173dc606b
0259ee9c-cc63-45eb-b1d6-f42f8a0fd942,1,1,97ea751d-f9b9-4ff1-88da-cb4d57c9dc00
025f419d-819a-4973-bf38-315d44d6939b,1,1,86e6af60-e9da-4e13-ab4f-caf0d7a6c103
02678570-c3f0-4f76-8cc0-24aba68042fe,0,0,1e4bcac0-f412-4c90-8e37-633d17c521e7
026c3c80-0334-4980-a6a7-04b44947071f,1,1,ef29da3b-acbf-4abe-985c-4568225c5cf1
026d93c6-729a-4022-a936-bae70737562d,0,0,f3b71530-8af7-4d0c-b198-637f826872f3
026f23e8-4d81-43ee-9f98-a63871fb1619,0,0,fba10727-a4cd-431c-98c4-5e3d77f4a173
026f2bfb-01ac-44a2-b8d2-a4dad008f8d4,0,0,1e026e4e-5713-48d2-9f44-4a7cf80f9fe9
027394df-5080-499b-9d4f-fc3410e10d50,1,1,ea120985-f0a8-471a-a56a-eeaec0b4c020
0278cb28-f77b-432f-9846-3ec65f9eb956,0,0,8522ef88-946d-4c1e-a8c8-584792643704
0278cd22-1429-47c1-b985-ca49e14b338b,0,0,b8bcb452-32d6-4a1e-ba6a-6eac014bd9ef
027a9142-0cc1-4c26-9ade-236920103615,0,0,a708a613-260b-4bf8-b2f2-79d2ea12046b
0287d0d6-3247-42c0-9ae1-2337b3a8b70b,0,0,4b273363-5462-409a-8328-0b5b2212be10
02965107-9a37-4115-9841-787f97514cc0,1,1,4aa5e6c4-2b4c-4d37-9393-f2af673172fa
029b4cfd-32e8-4997-b86a-3e0d6d07740b,0,0,9a5bbd9a-4696-4a8f-9029-e268613b3cba
029d0b6f-060d-435b-8e5a-d4bd86572287,0,0,3d09b989-e048-47a9-a916-5b2d743da886
02a5642e-151b-4803-801d-979a3a0a48aa,1,1,5694394b-8d8c-4eeb-9520-2cca6c96619b
02b0f5d7-7306-4cf9-a54e-636515f2bbfe,0,0,1b3fc9ad-8f9a-45fb-8022-b8aba611683f
02bcc4a4-40b5-4fc3-9e26-2b99217b6d14,1,1,af84e3bc-ca7c-4785-93bd-029d24d6b305
02c0e5e5-81e9-4b44-8834-ed5ac63d3965,0,0,caea6ab4-927e-48f4-bb81-36c1ae6c18aa
02c50689-244d-45c5-a47a-350869912e17,1,1,2dfb7ae7-9fe2-46b0-8f21-bf79b131fe0a
02c58113-a492-471b-984b-606640cf19c3,1,1,c41f89fe-9d9f-4a68-8e93-1fd49043e1f6
02ddc42c-7722-49f0-ae10-4052cb14a529,1,1,b4ecf15c-cf13-45e3-8294-96f2f42b9e87
02e4fac0-081e-4ca7-be5b-a429cd51fab0,0,0,dec4127f-3b92-4f87-882c-b1e7b011c629
02e53e75-dc0b-47f4-a0bf-c1608b2a68f3,1,1,341a8cb6-4f8f-4b95-af47-518da3d8c6f1
02ebf24f-468b-49a1-94ca-0f81e792f107,0,0,71f9e8a2-2833-4e09-bbe5-b522552b711e
02f39714-d07e-4b33-8fc4-d8671589c980,0,0,00f3cfa2-37ea-4dc8-a94b-ff5b1a692550
02f5b465-eb28-4f55-95c0-11faa209b00f,1,1,54456989-4eda-42eb-851f-e31e7bb9138f
02fa2854-557f-4640-84a8-51a221648400,1,1,5ae27ecc-d5c5-480c-9262-027e10449db4
030e236b-119b-4536-8976-feeab3f54e17,0,0,e5905005-2214-460c-9782-ae0380bc0ddd
03112725-878b-49cf-b0e7-b3a88afc1f78,1,1,f4576d80-f784-482f-a1fc-d1a87b07ec6a
032cbdd8-ac1c-4309-8e91-6fe8a875262f,1,0,b34a499e-dc4b-4ec5-9720-a8cae39e4ead
032cd3d1-79c8-4719-aab7-d153327f735b,1,1,79e1b068-cde3-43c0-85b6-43697b4f16ca
0332a5bc-426f-4ddb-a7bc-7fa35aa158a2,0,0,1dd69a69-be79-4e1a-b8c6-b1f254a375da
0334474f-fd21-4813-8672-8370b41826a5,0,0,bf28e4b5-6f3a-4b46-ad7e-8743fe4b8f86
03376f2b-5764-4635-9e33-47ba6bcc9e0c,1,1,e4305cb6-8b82-47dd-be3e-aa04b2f99557
033cdaaf-eb3a-4d22-871f-86ee5468e006,0,0,318da86f-aa16-42dd-96bc-5c5f7a2c8ca4
033d7658-f512-4c28-974e-bf551a9fa5eb,0,0,9644d461-f860-49e5-bf0f-3f969e9507e0
034602e4-f1ab-4b7f-b5eb-67755dac48ed,0,0,6f159db4-2d74-4018-8228-4bd38e3ebe4d
03490632-24ed-4ea1-9652-4146603c8309,0,0,d10f9b27-fa31-4b9a-8470-327aff9f6b6c
034b6708-6888-43ab-8e16-74b9f7b32f8c,0,0,817d0c6a-314c-4b3d-8986-bbeac1cef1bb
034d82be-94a3-403f-9881-1ab97649a98d,1,1,bad96043-7b45-4657-812b-1f108f1d0c4e
0351d887-ff01-47e7-b42f-3e562f42732a,0,0,904952a6-91c0-4b03-b2a6-fb2d8ba985a0
035bea41-98a0-4de6-9ee4-bc0ccf45177e,0,0,705e044f-0959-4fd8-89c4-8ecf14537fdd
0363f144-66db-4638-971c-aa096e230966,0,0,60344d13-adba-4a35-b7c7-ed57c9df770e
03644a9f-6411-48c2-8f5b-39b3ed0f16f4,1,1,3a5a3ca4-2a16-42b6-8178-92d2bc002fe3
03663e07-08c8-4da4-bd15-d8e6aeacf697,1,1,e923eb95-1482-46ff-b615-58030b44e6da
0366cd21-c0e2-43bf-9cda-a0967c94d6e5,0,0,b4e72d0f-979f-4d46-8180-781bdd9a0aef
03696443-a527-4dc2-9b40-e4fb341ac47d,1,1,b116bbc5-b36e-4cf9-8406-66a41f2eda73
036cda4a-8074-4c6c-944b-3963026fc3f7,1,1,cf598c0f-cc57-47c4-b9bd-57efddcda8d5
036f042b-c31b-4bb3-b167-d35b7b34c127,0,0,05af9b07-8ff8-4ff8-956d-592a95f6774b
037b01a2-3991-4499-840f-81e4027094ad,1,1,f3a9d800-9af5-45b4-946b-85d3e8490a71
037c6352-c114-4ee8-88fe-6c96e44a7522,1,1,f17aaedc-f5b8-411e-a528-463b9ba373c5
037cb3c3-865f-4031-9322-68ee936f7ade,1,1,99a0db0d-3fc6-4708-986a-dac11101504b
037d491b-9b69-40f6-9c3a-8ab0716decd5,0,0,4b4f13ca-fcdd-4add-be95-27e95b0c2744
03847d2c-b586-4787-919a-30ac18e0df46,1,1,7f5e784f-2905-4072-aaea-709b32805266
0387e899-0c9e-4056-8768-6faec2c325c6,0,0,b774855c-21c0-42c1-b38e-c3e906faf210
038f229e-d608-4954-a7cd-020db7dada20,0,0,a11b2eee-ba0d-49e2-b602-9ef10dd0a583
038fc2d1-a53a-4dbb-bb07-2fa4671c82a6,1,1,c1e79bc4-f974-4509-95e8-3d00737b040a
0390c121-2ac1-4e5a-a08d-ab8a7a5098c0,0,0,1f2d3334-4d72-4f75-91f2-89d0d9d00ad7
03955d13-adb9-4d24-be38-4762d61be0da,1,1,1ac161ba-5b97-47af-b095-1b84fee2dc4a
039cdd44-d6f5-49c8-a061-4207d1812432,1,1,c430f24a-88ee-4c33-9db1-ddc326e2af75
03a61032-2253-4db0-908d-d09a6c65a029,0,0,c96e7b10-e56c-4ef4-988d-40102b766bea
03af0808-6f4e-4161-9510-1f01080fcc1c,1,1,a31b263c-1591-4655-bb23-abe94222fd23
03b73ac3-564b-4284-898d-dce2479e5ad2,0,0,64334adb-18a6-47dc-b0a5-24cba8433d7d
03be8f46-7432-4efd-a8d4-2573bcc09a0e,0,0,9709bece-2052-418b-86a1-849d4e8c342c
03c35bf4-1bf4-4e16-a2af-4aea071f18a8,1,0,c0b66e3d-ca72-487f-94cc-19ca0e7b8049
03c5220c-f87e-4a47-855d-21d98f765206,0,0,2800599c-1bf9-4f7b-91b7-f2b2b8058272
03cf962c-1609-42b9-a2f5-b47c204e728b,0,0,544436ff-4c15-4633-b1d4-a59712c6469f
03d17cfe-1992-42db-aeda-85fd85cca9ad,1,1,d54acc30-ce38-4ee3-acf1-f02971389633
03d338c3-8476-467c-bd02-7e54105bac94,0,0,f327dbe8-cabe-47ff-889b-7730850c5ac8
03d388a5-8b34-4c76-afd9-203aed498141,1,1,8936bcc6-98ce-4148-a316-cd0d527c91fc
03d4ff23-35f3-4f31-847e-e6e10a65e7a1,1,1,650d703f-131e-4add-ba49-23aed7df83c1
03d7b159-8977-4302-a6d1-42889045376e,1,0,e774a4e8-d273-4fdd-af8d-c663f96ba0da
03dbde0c-b6d2-49b5-9b94-2e575f0d5d93,1,1,6a18154e-b572-4a28-a85c-2162d41b7046
03dd11bc-3914-40dc-9862-bc4eb2a4c7ac,0,0,e21d605f-61bf-474f-8e86-208a82b12160
03f8fff6-cf77-4c2c-9036-843762a6cbca,1,0,5d9cb634-b9c7-428d-b986-7d1cce716db9
03fa1890-28a5-4c4e-9823-07f163f0e453,1,0,7abce32e-29ee-4d02-bcb6-cd9e391352bf
03fe921d-c0b2-4c2e-a6dd-7d1f3fdb6a26,1,1,2346d9ab-0ba0-49a2-81f6-64afd3e1c4e7
0400f7e8-f445-4af0-bd40-360b81fb15df,1,1,65a2d07c-4766-44a2-8923-59029d51f80c
04064c6a-0dbe-407b-be28-cf302bbd2ef5,1,1,098e47de-3025-4987-9ba9-49b78a938746
0408840b-27f0-497d-9192-c0fd373f6cdf,1,1,00cc3e53-9a04-46bb-9fdd-5669bcd4bc74
040ae4d1-03cc-4a06-a4b6-2d85dbbe7e36,0,0,b405fb17-ac91-474c-b2bf-c1c168362bf2
041a21dc-d02e-4f43-9e05-0b147cd96bde,1,1,71033cea-a9c4-4660-9e62-2d265f828c3b
041cbff5-63e5-42c0-b372-d4c716d6bc49,0,0,c7defe58-f8cd-4346-9bf1-e7bb970dc5d7
04312714-cb9e-4611-a158-0973d90d8f1e,1,0,4807718d-8ce4-48f4-8ae2-f536fee39c0c
0432b3e7-96a6-4f67-9e88-1f72ef802107,1,1,dfd8ab7c-1588-43a1-97da-f56793ea91ff
043ee95b-3e86-41ee-9387-563bc01a4b81,0,0,17f7ee4d-9e6f-4a6e-a537-81978d980d95
0447b349-38e9-4bd6-8ddb-322c67e45974,1,1,3292fb8a-3162-4685-9177-fd9b21bfec91
044aa044-caf9-4479-a86f-ac5b34e1d4cf,1,1,760af31b-7d6d-4732-8fe5-34213b9070e0
045dadf7-3a4f-4073-b655-91ef0931e1ff,1,1,46365b29-abfe-40ee-a4bc-462a2807fec2
04673ffc-1fba-495c-9098-656f80f0cd13,0,0,f5966605-f75e-43e5-95d6-84eb3cbd399a
046855d3-db10-44c7-8e5f-0957a0afd62f,0,0,9b78f406-ea16-48a2-b8d1-afcffe8d0556
04760f7a-b56d-44db-b0f7-0743a0649dda,1,1,d6d537f5-3738-4560-8c1f-5dff867dda2c
04819924-23b8-4481-8b8b-81890ef7f3f5,1,1,7bf899b6-17bb-4538-9c16-0dae760ac26c
04b1a553-98f9-4e85-9810-c78c8e5721d4,1,1,3baf8aa4-f018-470b-af39-b88316af2b61
04b3f307-3cc0-4d34-9c5b-e166e5c5f02f,1,1,bb9d27cd-b917-4eaf-9fb3-328cf72a590a
04bf0435-1176-4eaa-a944-8b2547eabca0,0,0,b2116d36-19c8-47de-8e1f-629f4ccb2533
04bf7677-37b0-4e1a-bf13-be888125f471,1,1,df410da6-2305-429b-93d5-00b4cdbcc3d4
04d038e7-82dd-4065-9c38-caf6ca95d277,0,0,63b10e19-1a42-42f0-b50f-d590e64bd53f
04e2c8b5-8bf7-436c-95d2-760f8236bd6a,1,1,f8a4b9bb-4028-4fa0-9e20-b25cd142ce0f
050654ca-8e36-44f4-ba36-3dc8c72d44fe,1,1,4543d501-8821-41bc-969f-e722dbfb07af
0509f6ac-4ea9-4bc6-9bb8-606e688f4ec2,1,1,4be17ea2-8eea-4641-8200-4fa96edce8b1
050aa674-ec87-4b37-baa0-0e5bee73d905,1,1,8e15bccb-0948-4c31-b4c9-464b017cff7c
0512c7ae-1118-4545-bc76-05452b107c7e,1,1,d2d2cb3c-9e9c-410a-92c7-03cc097eecde
05142648-ac21-4ed6-8848-bca1b271b87f,0,0,a9be5110-69ad-4f0e-9b08-c6ad8b37cafb
0516d39a-a788-49c7-9b70-d44050a3729f,0,0,58107e8e-c9d8-4c6d-9608-acb4f2316d4d
0525ca6a-a05a-4113-bf94-5eb7aa2a1f5c,1,1,6a08f350-35df-4c9d-bbbe-d5cb41caa765
052d66f9-ccde-4fa9-be30-363c3cac4882,0,0,3d9df1e0-53e8-4284-b972-b5a74bda0447
053b342c-518b-4fa8-991a-8e461b3bc800,0,0,7c6d4db9-38e8-4583-8860-e7c42473f529
05424077-1802-4db3-a7e6-1d7dca955d1d,1,1,9f995510-904b-458a-98ba-c4c5ce6c2e3a
055b6cca-6ca2-40f0-adfd-f636f08391d2,1,1,1e154767-6c11-49f2-b56f-17984db43e35
055e5689-14e4-4ee6-b98e-182d434b5d56,0,0,330ff5e4-2a6e-4cbe-9038-56d29efb7b73
05680d01-8248-4385-9300-347dc5b1fe17,0,0,5c1e7e1e-4357-40bd-8871-dc02dd1c2c79
05722f3d-32bb-44a7-8a00-504bc173ec0b,1,1,dd3db927-9c9f-4bbd-b8b5-f107b86c27c4
057751fb-7b34-4ddf-a8b4-cc6c5cd55e7e,1,1,a135f7c2-15f7-49b8-a678-3f6e76b1d24f
057765b2-50b3-4f26-8f14-b574a4cd4a7b,1,1,6a188ee8-11c3-4b83-98ac-78831f95eec7
057d2366-bab3-4d95-acec-2038e1891b93,0,0,2cc3840d-e3a4-41d3-98aa-1e84f25bfd51
057f65ac-2540-4e9c-ae98-129d17292be7,1,1,360b4f6e-0645-4e75-9c7c-be1eb0dc6153
058ba53c-a29f-4f30-8dc4-7fc26a57d43b,1,1,c60f2c10-7e50-4954-a2b9-306781519816
059dab8d-90a5-4223-9920-6bcd3f5a9007,1,1,a51dd403-7bf9-41bc-9cb6-30aafcf55530
05a687e1-1b5b-4aac-b43d-8a6ac58d7910,0,0,9ec48d77-2a05-4e67-9e4c-eb9cac3dcf24
05a74add-0e48-4012-9ef3-c38f689c9985,1,1,733d87e5-3d8d-400a-95ee-3351369c2ac8
05abf117-1453-4772-9e0b-cbcdefe464b7,1,0,4d888c76-3a26-44e4-a4df-ce0150a1c2a2
05af96aa-df86-4f6e-928e-750fee433eae,1,1,f96c158a-14f9-4900-87c1-8d05477d9b0d
05b7baf0-1e2c-4329-9741-c869e7b0cce9,1,1,6c6f292b-8dd0-42c5-8be8-9dc8318185b4
05b88e53-16e1-4ce6-ba25-9665011ce6de,1,1,9df231b3-c7f2-46aa-b086-37f4dfd64800
05b8a9bb-f461-47fe-b707-6f3fef7a2899,1,1,6c5442ee-a272-4aa6-888b-91f67f1ff2a1
05c408bf-98c9-4ccd-9d3f-4d88f406f227,1,1,11cf1cfe-a17b-445b-b091-9a54a3c7670d
05ccaf38-16c1-4a50-b52b-a06bd812247b,1,1,4747ba40-566d-435d-b0d3-ecb1eafc2ec4
05d0d62e-3771-4697-8d6c-cfcb54c67dc3,0,0,6c98463f-9a21-4fd8-99e8-56948d82be52
05d89e85-5423-4ea1-a77d-7527f62af0b8,0,0,63995026-a1e5-448c-98e0-575e07ccc58f
05da6dfc-a853-419a-ad24-ef42f89c5fe7,0,0,ed78007d-d8d7-4c43-836e-31062eca5410
05ee5ed8-54e1-4b63-aa1c-a77f8bbb6456,0,0,a25508a3-d284-43a2-b348-97060927f20a
05f00286-4c21-40bc-bdbf-2e75053e92d4,1,1,e328a9d2-1638-4949-828d-6e72d70d597e
05f1d895-3f57-452b-8d0c-ea4ae68f66d1,1,1,2b7385e8-3e9c-41ab-9707-8bc191d15927
05f751b4-f232-486f-a15b-53cbf895d2aa,1,1,564f9273-0670-4738-9ea4-7712ecdf1e59
0604aa70-26f4-4860-98aa-aa0493655ba7,0,0,613b87d8-624f-4ade-8b95-4efdd2e1587a
060e333a-f078-4a01-b41e-3b31e7b8c0a1,1,1,10c0d762-588b-4f38-a835-47b70b1c987c
0613bc1c-fb5a-4eeb-ab73-12197f30ae8b,0,0,bcac58cc-970c-42ad-9bc3-496121f755ce
06149678-f85b-46e4-8d1c-c8169b184408,0,0,d3d2ce13-53fc-45b1-b9f9-dc45c9983490
0614ecd3-1983-4d87-9c67-88e3de3c0654,0,0,9a8cb0f2-bc55-450a-8ae1-ff53e7de2537
061faf73-ffa3-48eb-9f3d-68e83a4b45eb,1,1,405cafb6-3347-4879-adba-23cd6430a830
06219067-bf1e-4ab1-8484-29bf44d9b961,0,0,0ce4c791-d439-49cb-971c-66b052a46aa3
0631c766-65b8-43ec-a900-31d4a79c4a47,1,1,dcb76889-946f-40d6-abdb-4e0b7d0d947b
06482ed7-ffb9-42e7-91d1-4444edac4ff5,0,0,87e3ab06-08a9-4093-8cd1-a9b7328a8bac
06520b80-9b6b-40cc-8b39-67ddbd21fb07,0,0,d5c23291-7a59-40b8-b2d2-274f3d6c7dae
06547859-ee18-4c3d-ada7-f46b91383c81,1,0,5fe9ea33-fd09-4817-86db-47169dceaa66
0655d9ff-2328-463a-a481-fa56de04f615,1,1,b45bb98b-eda3-4824-8c98-1569c636dfaa
065e6939-4afd-4c0f-9dfc-670064b16614,1,1,19eb73b6-fe8e-456e-8d1a-175469afad57
0666fca3-097a-40d2-9fb9-3df82948a32c,0,0,3056c282-3357-417d-927e-92d5bb122e47
066bec89-ee50-4fac-b6ea-ea4e1965996d,0,0,74093f18-a5dd-45eb-ae3b-8ead74ff47d0
06879422-c038-4268-94f8-2df2311d07f1,0,0,4901ec68-3046-40d9-8d90-84363aa506d1
06971682-219a-4a38-a660-3bd8ae9a5bc2,1,1,da11ecb4-f5b6-4397-b771-599d3635e760
06b0bb31-9172-4aea-bcb8-a1cd9ac36754,1,1,7917cc4d-15c4-4fdd-9119-2ff6b6b85d3c
06b2c43e-aae6-4a4c-9e81-1270be28181f,1,1,e7a39f61-ba9b-4100-a8b0-a7120080f453
06ba290b-5900-4ea9-9c9c-dc39f94a4624,0,0,2ddc54b4-53a4-42cc-9825-ecd80880bb00
06cdb20b-cdb7-4d08-a4a4-f8198643d83e,0,0,497c161c-f9e0-4a5b-93a3-7602357fc377
06dbd511-d9dd-4522-99c6-504c735ea1dc,0,0,58e4756f-ec2a-474c-97a5-15a925bc1b2c
06e1df06-b08d-45b4-8c2a-1b9aab7be0e0,1,0,4fdb86e6-3410-4ad7-97b0-ddd76e763bb6
06e96476-8d42-4de2-947b-804a07ba9fc3,1,1,342a26ff-7b2c-4431-9f3e-89aa8e3d1a7b
06ea384a-d195-4708-ade6-33d59d833f7f,1,1,5ad06eb9-8bd5-4285-92c9-eebdd81d401c
06f06c87-4199-4989-8dbc-8227a3546bf3,0,0,59210b4a-a8c9-4ab5-8c0e-cad26e1edfb5
06f186c6-fd6c-4dae-8f99-00e308308548,0,0,9a9cf83e-0b7b-4b47-894a-3bef9d920996
06f94287-303f-4a16-9f2b-c5f70be7a79a,0,0,a2c4eff9-bb71-454a-ba72-d1c7bea4066e
06fb08c6-b795-4097-abfd-0368a3cfdaaf,0,0,81d53bba-243e-4dc8-b71b-8788e0000c2a
07058806-733b-4507-987b-06af379e7d20,1,1,d57e3b62-e851-43b1-b1ea-fbf417968ff0
07068944-c3d1-43ab-b857-9a42f30216ec,1,1,85e02db4-b971-420d-b469-8d73d7e6a76e
0710d4dc-3da3-4b21-b7dd-05f73bcf58e4,0,0,a4db89f8-5af8-4ef8-b958-3bbd02698e5f
0711fe41-68dd-4bfe-966c-f88579e5c407,0,0,b0221141-e90a-4a5c-9284-57a5af4030e6
072e47f0-a55f-4670-8d4b-28df0a7766fe,1,1,b7a268bb-e617-499c-a2ec-24bb29783803
