CART_ID,TOTAL_AMOUNT_SPEND,HAS_ORDER,CLOSED_CART
0363f144-66db-4638-971c-aa096e230966,929.52,0,0
03644a9f-6411-48c2-8f5b-39b3ed0f16f4,585.08,1,1
03663e07-08c8-4da4-bd15-d8e6aeacf697,675.8199999999999,1,1
0366cd21-c0e2-43bf-9cda-a0967c94d6e5,532.4499999999999,0,0
03696443-a527-4dc2-9b40-e4fb341ac47d,637.09,1,1
036cda4a-8074-4c6c-944b-3963026fc3f7,573.35,1,1
036f042b-c31b-4bb3-b167-d35b7b34c127,198.6,0,0
037b01a2-3991-4499-840f-81e4027094ad,589.16,1,1
037c6352-c114-4ee8-88fe-6c96e44a7522,62.6,1,1
037cb3c3-865f-4031-9322-68ee936f7ade,446.57,1,1
037d491b-9b69-40f6-9c3a-8ab0716decd5,626.77,0,0
03847d2c-b586-4787-919a-30ac18e0df46,565.4399999999999,1,1
0387e899-0c9e-4056-8768-6faec2c325c6,328.9,0,0
038f229e-d608-4954-a7cd-020db7dada20,503.33,0,0
038fc2d1-a53a-4dbb-bb07-2fa4671c82a6,796.24,1,1
0390c121-2ac1-4e5a-a08d-ab8a7a5098c0,363.46000000000004,0,0
03955d13-adb9-4d24-be38-4762d61be0da,277.53,1,1
039cdd44-d6f5-49c8-a061-4207d1812432,683.1,1,1
03a61032-2253-4db0-908d-d09a6c65a029,65.48,0,0
03af0808-6f4e-4161-9510-1f01080fcc1c,183.86,1,1
03b73ac3-564b-4284-898d-dce2479e5ad2,369.82,0,0
03be8f46-7432-4efd-a8d4-2573bcc09a0e,595.35,0,0
03c35bf4-1bf4-4e16-a2af-4aea071f18a8,573.03,0,1
03c5220c-f87e-4a47-855d-21d98f765206,287.53999999999996,0,0
03cf962c-1609-42b9-a2f5-b47c204e728b,262.59,0,0
03d17cfe-1992-42db-aeda-85fd85cca9ad,1002.1500000000001,1,1
03d338c3-8476-467c-bd02-7e54105bac94,533.87,0,0
03d388a5-8b34-4c76-afd9-203aed498141,477.14,1,1
03d4ff23-35f3-4f31-847e-e6e10a65e7a1,367.42999999999995,1,1
03d7b159-8977-4302-a6d1-42889045376e,481.23,0,1
03dbde0c-b6d2-49b5-9b94-2e575f0d5d93,201.89,1,1
03dd11bc-3914-40dc-9862-bc4eb2a4c7ac,464.79,0,0
03f8fff6-cf77-4c2c-9036-843762a6cbca,414.41999999999996,0,1
03fa1890-28a5-4c4e-9823-07f163f0e453,659.23,0,1
03fe921d-c0b2-4c2e-a6dd-7d1f3fdb6a26,778.27,1,1
0400f7e8-f445-4af0-bd40-360b81fb15df,859.06,1,1
04064c6a-0dbe-407b-be28-cf302bbd2ef5,624.36,1,1
0408840b-27f0-497d-9192-c0fd373f6cdf,183.21,1,1
040ae4d1-03cc-4a06-a4b6-2d85dbbe7e36,212.61,0,0
041a21dc-d02e-4f43-9e05-0b147cd96bde,529.76,1,1
041cbff5-63e5-42c0-b372-d4c716d6bc49,622.6,0,0
04312714-cb9e-4611-a158-0973d90d8f1e,676.19,0,1
0432b3e7-96a6-4f67-9e88-1f72ef802107,710.7800000000001,1,1
043ee95b-3e86-41ee-9387-563bc01a4b81,476.76,0,0
0447b349-38e9-4bd6-8ddb-322c67e45974,936.91,1,1
044aa044-caf9-4479-a86f-ac5b34e1d4cf,398.46000000000004,1,1
045dadf7-3a4f-4073-b655-91ef0931e1ff,166.82999999999998,1,1
04673ffc-1fba-495c-9098-656f80f0cd13,819.9399999999999,0,0
046855d3-db10-44c7-8e5f-0957a0afd62f,454.19,0,0
04760f7a-b56d-44db-b0f7-0743a0649dda,723.62,1,1
04819924-23b8-4481-8b8b-81890ef7f3f5,251.91000000000003,1,1
04b1a553-98f9-4e85-9810-c78c8e5721d4,646.12,1,1
04b3f307-3cc0-4d34-9c5b-e166e5c5f02f,442.89000000000004,1,1
04bf0435-1176-4eaa-a944-8b2547eabca0,679.3,0,0
04bf7677-37b0-4e1a-bf13-be888125f471,452.30999999999995,1,1
04d038e7-82dd-4065-9c38-caf6ca95d277,98.49000000000001,0,0
04e2c8b5-8bf7-436c-95d2-760f8236bd6a,487.97,1,1
050654ca-8e36-44f4-ba36-3dc8c72d44fe,430.08000000000004,1,1
0509f6ac-4ea9-4bc6-9bb8-606e688f4ec2,132.45,1,1
050aa674-ec87-4b37-baa0-0e5bee73d905,101.83,1,1
0512c7ae-1118-4545-bc76-05452b107c7e,598.88,1,1
05142648-ac21-4ed6-8848-bca1b271b87f,571.85,0,0
0516d39a-a788-49c7-9b70-d44050a3729f,304.28,0,0
0525ca6a-a05a-4113-bf94-5eb7aa2a1f5c,451.38,1,1
052d66f9-ccde-4fa9-be30-363c3cac4882,205.69,0,0
053b342c-518b-4fa8-991a-8e461b3bc800,917.2099999999999,0,0
05424077-1802-4db3-a7e6-1d7dca955d1d,620.8000000000001,1,1
055b6cca-6ca2-40f0-adfd-f636f08391d2,228.25,1,1
055e5689-14e4-4ee6-b98e-182d434b5d56,682.13,0,0
05680d01-8248-4385-9300-347dc5b1fe17,271.0,0,0
05722f3d-32bb-44a7-8a00-504bc173ec0b,440.01,1,1
057751fb-7b34-4ddf-a8b4-cc6c5cd55e7e,265.68,1,1
057765b2-50b3-4f26-8f14-b574a4cd4a7b,442.04999999999995,1,1
057d2366-bab3-4d95-acec-2038e1891b93,86.46000000000001,0,0
057f65ac-2540-4e9c-ae98-129d17292be7,619.22,1,1
058ba53c-a29f-4f30-8dc4-7fc26a57d43b,345.65999999999997,1,1
059dab8d-90a5-4223-9920-6bcd3f5a9007,262.53000000000003,1,1
05a687e1-1b5b-4aac-b43d-8a6ac58d7910,621.86,0,0
05a74add-0e48-4012-9ef3-c38f689c9985,533.95,1,1
05abf117-1453-4772-9e0b-cbcdefe464b7,504.19,0,1
05af96aa-df86-4f6e-928e-750fee433eae,444.02,1,1
05b7baf0-1e2c-4329-9741-c869e7b0cce9,276.83,1,1
05b88e53-16e1-4ce6-ba25-9665011ce6de,449.53,1,1
05b8a9bb-f461-47fe-b707-6f3fef7a2899,260.09999999999997,1,1
05c408bf-98c9-4ccd-9d3f-4d88f406f227,257.06,1,1
05ccaf38-16c1-4a50-b52b-a06bd812247b,160.03,1,1
05d0d62e-3771-4697-8d6c-cfcb54c67dc3,101.46000000000001,0,0
05d89e85-5423-4ea1-a77d-7527f62af0b8,704.03,0,0
05da6dfc-a853-419a-ad24-ef42f89c5fe7,737.6,0,0
05ee5ed8-54e1-4b63-aa1c-a77f8bbb6456,433.43,0,0
05f00286-4c21-40bc-bdbf-2e75053e92d4,102.66999999999999,1,1
05f1d895-3f57-452b-8d0c-ea4ae68f66d1,521.55,1,1
05f751b4-f232-486f-a15b-53cbf895d2aa,248.72999999999996,1,1
0604aa70-26f4-4860-98aa-aa0493655ba7,250.49999999999997,0,0
060e333a-f078-4a01-b41e-3b31e7b8c0a1,150.53,1,1
0613bc1c-fb5a-4eeb-ab73-12197f30ae8b,487.57,0,0
06149678-f85b-46e4-8d1c-c8169b184408,683.25,0,0
0614ecd3-1983-4d87-9c67-88e3de3c0654,210.42000000000002,0,0
061faf73-ffa3-48eb-9f3d-68e83a4b45eb,854.48,1,1
06219067-bf1e-4ab1-8484-29bf44d9b961,474.83,0,0
0631c766-65b8-43ec-a900-31d4a79c4a47,301.58,1,1
06482ed7-ffb9-42e7-91d1-4444edac4ff5,279.2,0,0
06520b80-9b6b-40cc-8b39-67ddbd21fb07,414.08,0,0
06547859-ee18-4c3d-ada7-f46b91383c81,232.05,0,1
0655d9ff-2328-463a-a481-fa56de04f615,598.75,1,1
065e6939-4afd-4c0f-9dfc-670064b16614,214.40999999999997,1,1
0666fca3-097a-40d2-9fb9-3df82948a32c,404.29,0,0
066bec89-ee50-4fac-b6ea-ea4e1965996d,290.54,0,0
06879422-c038-4268-94f8-2df2311d07f1,777.9200000000001,0,0
06971682-219a-4a38-a660-3bd8ae9a5bc2,666.9,1,1
06b0bb31-9172-4aea-bcb8-a1cd9ac36754,408.73,1,1
06b2c43e-aae6-4a4c-9e81-1270be28181f,465.14,1,1
06ba290b-5900-4ea9-9c9c-dc39f94a4624,930.87,0,0
06cdb20b-cdb7-4d08-a4a4-f8198643d83e,388.69,0,0
06dbd511-d9dd-4522-99c6-504c735ea1dc,245.92000000000002,0,0
06e1df06-b08d-45b4-8c2a-1b9aab7be0e0,116.03000000000002,0,1
06e96476-8d42-4de2-947b-804a07ba9fc3,70.91,1,1
06ea384a-d195-4708-ade6-33d59d833f7f,876.46,1,1
06f06c87-4199-4989-8dbc-8227a3546bf3,149.68,0,0
06f186c6-fd6c-4dae-8f99-00e308308548,906.06,0,0
06f94287-303f-4a16-9f2b-c5f70be7a79a,515.59,0,0
06fb08c6-b795-4097-abfd-0368a3cfdaaf,290.2,0,0
07058806-733b-4507-987b-06af379e7d20,452.65999999999997,1,1
07068944-c3d1-43ab-b857-9a42f30216ec,197.89,1,1
0710d4dc-3da3-4b21-b7dd-05f73bcf58e4,35.12,0,0
0711fe41-68dd-4bfe-966c-f88579e5c407,377.34,0,0
072e47f0-a55f-4670-8d4b-28df0a7766fe,318.14,1,1
073c07a4-a6fd-483e-8b74-0568d4b75cc7,268.64,1,1
073c5369-14c0-46db-97b5-a09e1b776835,898.88,1,1
073d3b72-370b-4742-bfde-2bb4d9e3fd1d,456.24,0,0
07413293-dc61-46c0-a5f7-024932b2c621,474.15,1,1
074367bb-671f-4e4e-bbc9-2356505d915e,334.9,1,1
0752ad14-80cf-4ec9-b419-aadae0d35720,251.79999999999998,1,1
075da3ba-9075-4b3a-88f0-c6d74e499b40,1095.36,1,1
075f87a2-835b-45db-8e4c-b7562d3eaff4,293.88,1,1
07632303-1e0e-4949-8ff6-b8c421cbbdba,414.4,0,0
0765c3a9-253a-4cc2-a6c8-43a626be9fad,720.4000000000001,0,0
07735f83-45ad-40d3-9438-e8c86d50ca90,510.07000000000005,0,1
077c0760-4e50-4a15-8122-99b935f29930,652.14,0,0
078ab7ae-106a-46bf-935a-af3e9374ba40,365.47,1,1
078b265d-d332-43fd-b3a9-329ee87d208a,178.76,0,0
078f7a85-21f7-4e4c-8ea7-aee329a9e038,36.81,1,1
079f7701-6eab-4ac8-8307-cd2fcc6cad0c,874.46,1,1
07a3ee8d-de45-463e-862c-1f4d07705cfd,355.25,1,1
07a76ede-3870-43f8-8be3-976a327ef729,632.42,1,1
07afbf24-6a2a-496a-b7ad-91f175025393,540.12,1,1
07b6abb8-8094-49e0-a49c-73316af20507,345.28,1,1
07c21572-79f0-47f1-8ebf-ec72cf19ed95,775.26,1,1
07c4933f-183b-4ccc-bea2-56909600ddee,699.3,1,1
07c9cb82-ab66-404c-ae5c-7e93bf3e4fa0,712.21,0,1
07d0fd55-7048-484d-9eda-5384bca5b4ec,257.41,1,1
07dc3f36-0919-436f-a608-d3bfb02beb4e,258.34,0,0
07dd5e27-e8cc-47e8-9671-783c553ff1f7,652.99,0,0
07f28710-ab84-4c0f-97d1-a5c2840e5e81,262.91999999999996,0,0
0801dc79-a41a-4bd0-b68d-185cee5cc14f,254.57,1,1
080785ba-39e9-4d8e-a75c-ff8168fbb82c,368.56999999999994,0,0
080bb6f7-acfd-4f0d-a48f-af272269b897,1119.21,1,1
080ef965-9819-4985-beba-1c3b5ec3aac1,332.48,0,0
0813a1e1-5644-4ae6-9a88-8e87f82e01f8,381.23,1,1
081ec97a-7d91-4c94-930c-85636b7d5726,368.03,1,1
0829c5d0-a33b-4925-a791-2cb4fcda5e25,44.64,1,1
0839d2b5-6acc-4856-b1d3-112379de2881,556.81,1,1
083a9f71-a7bb-45ef-bd64-9c33b946ea19,903.85,0,0
0840177e-6d80-43cd-b6d6-052275b846d2,539.5,0,0
084126db-ccff-402b-88b4-0b9abab42826,91.62,0,0
084f0bfc-9154-4a44-9da0-ef4d98a098fa,192.41,0,0
08543cd9-e711-4583-af66-a9de46343a24,771.89,0,1
0855be7e-0cbe-4a05-b046-dfedc3758220,449.5,0,0
0857babf-da11-4f7c-9586-54987c1f6053,418.7,0,0
08581292-e048-40cc-a60c-92f66e2a6776,584.8299999999999,1,1
085e7119-3395-4aeb-aeec-22fcbf1cb658,884.15,1,1
0868592b-30f6-40bb-867d-923c7f82d436,325.5,1,1
08707fec-25ca-4c0a-9a7a-ba6f65e8b804,287.29999999999995,0,0
0883a3e8-b2d8-4b8e-ab18-b25585a37fe8,1177.97,0,0
0885e0fe-0dd4-4836-904a-5b7b1edd8075,297.47,1,1
0889b6a0-97b5-4cdc-98a9-a56cbfbd7406,419.36,1,1
089696e2-4c6c-4cce-8af6-901e310995da,1011.39,0,0
08990ff6-1779-4a63-ae04-0dbc4c90ab4f,373.83,0,0
089c276c-4c36-47db-826f-caceee272d07,326.72,0,0
089d8d3b-528c-41fd-9350-6a69d087aa60,740.6999999999999,1,1
089f07fb-9f8c-4922-882e-609789a4031f,676.86,0,1
08a1e78c-a7c3-4cd8-91dd-fb8118df9a86,718.3199999999999,0,1
08a49fa0-9ea5-405f-9e22-c72105a72b97,487.21000000000004,1,1
08a9abbe-f37a-4c25-9c18-e42aaf787e3a,276.35,0,0
08ab3b67-d850-4546-a0dd-3e591f1ca0f6,680.34,1,1
08bdfeec-e700-4bb9-a1b6-08e044178012,334.9,1,1
08c7f4eb-185e-46a6-849f-b36c62c0f331,838.71,0,0
08c8927a-bd0d-4dc0-b5ae-485c7f3be231,499.31,1,1
08c9560f-046a-4506-acda-efa41e618e70,642.92,0,0
08d0ac1d-6fb6-4cbd-821a-76b7f811bfe2,436.90999999999997,0,0
08d3f8d2-5af5-4a81-ad91-e22641257781,618.45,1,1
08e28331-11b5-437b-ba66-636648e6cdfe,58.209999999999994,0,0
08ee6cfa-8e48-44ea-8243-1c3989ef29ba,393.03,0,0
08f29d80-75b7-4915-842f-737640074d67,243.57999999999998,0,0
08f69776-4da1-49fd-94d6-4a104a32afce,497.52,0,0
08f6fe78-284d-45ab-b034-bdad1c5a687d,515.76,0,0
0900430f-e2f2-4306-8362-454d377d1284,347.09000000000003,0,0
0903497a-9407-4c1a-947f-33fb74796a8a,325.16,1,1
090918ec-95bf-4620-8bce-1cb122484a9c,206.67000000000002,0,0
09137b6f-d32c-4a3c-9c31-8a34f39f2337,1115.41,0,0
091b0764-a892-4a10-9cd3-e912c257826c,170.58,0,0
091b602b-bbac-4b76-8049-1c25851910df,486.11,1,1
091bad3a-75c1-4e16-a434-faa98dead54f,664.47,1,1
091ea5dc-d59a-4631-899b-cd0f4ba8105e,454.04999999999995,0,0
0920bb12-793e-403f-a90d-b624b80e6856,337.87,1,1
0928f277-7978-4361-bbab-4720d43feb70,852.52,1,1
092ef4fc-b2d3-48d5-ae2e-f1a7e28b0b26,839.5500000000001,1,1
093bd784-a0d8-4b21-b4fd-55e437a8b85c,31.619999999999997,1,1
0942a269-3773-4acf-bd14-d6fcb1dd7a9c,423.64,0,0
094cc340-b3a6-4547-b03e-f96ba0acf3bf,639.44,1,1
0950dfd7-e56d-413b-9188-28a02020d772,96.52,1,1
095bc06b-6785-44db-b0f0-018a0260ae75,243.78,0,0
0960f5ee-0d0c-4c37-9b53-fd5ddba20990,342.71999999999997,0,0
0962baf5-e168-439d-b249-7031f9c6d7fb,565.49,1,1
097853d8-0ef3-498a-88fa-1686bc7e86af,699.9100000000001,1,1
097ccf61-0718-4f7a-ae7b-194c11e9b0c5,704.03,1,1
097ee0ef-abad-4104-8621-1ef5d80eb9d0,471.39,0,0
098b5439-6e94-49e0-a29d-491c710531fc,766.73,0,0
09aa9f0b-4a4e-42e7-bf86-7d95b442c39e,382.62,1,1
09b5c7d0-3cb7-4e7d-adb9-c4abda1462c2,266.4,1,1
09b6e709-c4ce-4212-adf4-78d60ff7f575,280.74,1,1
09b8fe17-b1ff-4d67-bde4-0aafe0a7aa5d,589.75,1,1
09bcc278-9b90-4fbe-9ea3-2f0d883d5138,438.33,0,0
09c0c8a0-1884-48a1-8239-79e05479951f,804.39,0,0
09c2621d-1288-463f-9fc9-c1c23eacdf10,768.5999999999999,1,1
09d1b018-4047-47e4-bfac-f99081b29eee,397.45,1,1
09dd80a5-4e5c-48bd-aa64-52729d9a5f58,253.75,1,1
09e4d657-1037-4924-a3a9-343d30e3bc69,251.45999999999998,0,0
09e5feb3-04af-41e9-9923-068ca17dd364,539.36,1,1
09e90ac6-9ef1-461a-98aa-5e9a85ea14a7,194.2,1,1
09f10f57-036d-4bb3-9312-1deb888f08cb,317.18,0,0
09fe420a-7b4c-4a24-b432-7b96cd9d9d99,33.27,1,1
0a02cff7-8cdb-4eb8-85fe-dc6dad6c4afa,330.28,1,1
0a044185-ba26-42e6-8af6-fac3c93d177a,530.46,1,1
0a06d0d8-d23d-4345-b6f6-e6880c39a37f,326.0,1,1
0a072098-8c26-46f4-a9c4-2447d553daac,456.14,0,0
0a0778b1-22b1-4f76-948e-322e10c12009,337.99,0,0
0a1ab2d7-7738-45dd-b73f-5178f6220c1f,241.7,1,1
0a1cee1f-17e5-4830-b39c-39433d9cced2,254.28,0,0
0a295785-a30c-42b4-b80b-34306056f78b,1010.71,0,0
0a2df8c4-56cb-4291-a8d0-3c0154a3df8a,826.21,1,1
0a3777ab-5ba0-4b00-8cdc-f1e891f4e534,408.5,1,1
0a43b815-ede5-4001-9779-79397d5de53c,457.94,1,1
0a443e3a-bccc-4565-8992-8189bd73dc4c,590.8499999999999,0,0
0a47fa58-5b85-4cdb-9fad-799f769c0090,825.77,0,0
0a49e3d2-aa1a-4002-a34e-f038798cb79d,696.61,0,0
0a4d07b5-6a0d-4f67-a6e3-298a4ed0ee83,586.36,0,0
0a60ff30-c03c-4157-8b66-71e00518a2ee,802.53,0,0
0a61d031-6e32-4a54-8529-e840e1a22e9e,553.24,1,1
0a6629ae-0893-4e1b-9abe-25c7b6c61360,170.24,0,0
0a6c6228-f0e9-4d47-9d2e-bec83b00dd08,285.54,1,1
0a6f1143-0131-428e-ad05-fb84f154d570,762.51,1,1
0a79b9b8-3dd3-4dde-97dd-1fea487df91b,346.74,1,1
0a7d30cd-c570-44f8-84cb-e706b208edcd,231.74,0,0
0a8556a5-7225-44b9-be91-98e95e7dc305,229.91000000000003,0,0
0a92ad44-c4c9-49d6-9af2-c12648202bc6,39.92,0,0
0a9d3560-3be1-40ee-a2e7-4b76279c4d5e,189.41000000000003,0,0
0aa2e399-1b0a-4cf6-a53c-556f2de6536d,510.40000000000003,0,0
0aa4eaaf-d3d2-4b69-bf57-92ce8dbc98dd,427.38,1,1
0aa7387f-5cce-4ecd-b682-dd2d73191ad9,746.39,1,1
0aaa691a-8cf2-4207-bcef-b2e197e2aaae,368.5,1,1
0ab1fe4f-81f4-4975-9f9d-2c87c633c930,831.3399999999999,1,1
0abadbe0-6f99-4c85-a36d-cc8d8f0e5c33,536.3000000000001,1,1
0abcc63d-dd1c-4aed-ab1c-78c46619f36b,599.5600000000001,0,0
0ac10e0c-754a-42e6-a743-e82c7e1e7ceb,696.99,0,0
0ac33352-e855-47e8-b033-5180cbae88b6,203.12,0,0
0ac693f3-c43d-428f-999d-e96a784f6510,453.5,0,0
0ac6ac56-be56-4968-afc8-d86b8b3d1869,416.16999999999996,0,0
0accfde9-9ca6-4709-88c8-c14e6c0a808f,323.11,0,0
0acd5728-a385-4bb3-b1d2-1efac4d75a8b,248.83,0,0
0acf9987-89ba-4ff8-ba26-70f6642d1b99,696.4,1,1
0ad7b5aa-8bb3-4201-9111-05ce69d0641d,740.47,0,0
0afe4eaf-7f73-496c-9eaf-a3828e253ffa,516.2,1,1
0b08d8db-21b1-481e-9154-42d3349bb36c,472.61,1,1
0b0adfd8-e80d-4b33-9a81-74d922d9f5c1,598.31,1,1
0b0d6864-a484-439c-909d-fccf8a43f3e7,373.13,0,1
